feature	Absiella	Acidaminococcus	Actinomyces	Adlercreutzia	Aeriscardovia	Agathobaculum	Akkermansia	Alistipes	Anaerococcus	Anaerofustis	Anaeromassilibacillus	Anaerostipes	Anaerotruncus	Asaccharobacter	Atopobium	Bacteroides	Barnesiella	Bifidobacterium	Bilophila	Blautia	Butyricimonas	Campylobacter	Catabacter	Catenibacterium	Christensenella	Clostridiales.Family.XIII.Incertae.Sedis.unclassified	Clostridiales.unclassified	Clostridium	Collinsella	Coprobacillus	Coprobacter	Coprococcus	Denitrobacterium	Dialister	Dielma	Dorea	Eggerthella	Eisenbergiella	Enorma	Enterorhabdus	Erysipelatoclostridium	Escherichia	Eubacterium	Faecalibacterium	Faecalitalea	Firmicutes.unclassified	Flavonifractor	Fusicatenibacter	Gemella	Gemmiger	Gordonibacter	Haemophilus	Holdemanella	Holdemania	Hungatella	Intestinibacter	Intestinimonas	Lachnoclostridium	Lachnospira	Lachnospiraceae.unclassified	Lactobacillus	Lactococcus	Lawsonibacter	Leuconostoc	Massiliomicrobiota	Megamonas	Megasphaera	Mesorhizobium	Mogibacterium	Monoglobus	Odoribacter	Olsenella	Oscillibacter	Parabacteroides	Paraprevotella	Parasutterella	Parvimonas	Peptoniphilus	Phascolarctobacterium	Porphyromonas	Prevotella	Proteobacteria.unclassified	Ralstonia	Romboutsia	Roseburia	Rothia	Ruminococcaceae.unclassified	Ruminococcus	Ruthenibacterium	Sellimonas	Sharpea	Slackia	Staphylococcus	Stoquefichus	Streptococcus	Sutterella	Tissierellia.unclassified	Turicibacter	Turicimonas	Tyzzerella	Veillonella
NS11	0	0.0086824460900104	0	0.00387244502507306	0.00698191252203872	0.0525790322386657	0.0355831405894285	0.0455314173978453	0	0	0	0.0501914190443024	0.00585115232039267	0.00559693598234425	0	0.552283638926341	0	0.231853693858057	0.0024949280846804	0.0873423980086614	0.0242974667465644	0	0	0.0484336644994407	0.00479994561044097	0	0	0.0279274348170474	0.125687345171508	0	0	0.0635576717558754	0	0	0	0.0958962929728086	0.0111324887932879	0	0.0142066804774084	0.00134866351661376	0.015292054212252	0.0304578285412135	0.0888575971970865	0.233527453133514	0.0175657697699041	0.0300352859436092	0.0173678746907935	0.0397241926681426	0.00386199301059015	0.0645482683720274	0.0116001567682144	0	0.0162420128738696	0.00883703213818055	0.00262903141892729	0	0	0.00785892905835322	0.0289659604029899	0.0237844758695628	0.0685140937432576	0.00532302224017952	0.00505426034867504	0	0	0	0.0990466607948221	0	0	0	0.0738543189231568	0.00214659434043484	0.10931173093523	0.254414946304616	0	0.0162507221615261	0	0	0.131963640137671	0	0.710697695971578	0	0	0	0.0624438362455184	0	0.0648477320037952	0.00461972077606933	0.0589456523425735	0	0.00754133765089368	0.00912729834739596	0	0	0.0221498361111668	0.0126087113155428	0	0	0	0	0
NS13	0	0	0	0.00543343924483367	0	0.0669954017449205	0	0.066182499174469	0.0104631027745854	0	0	0.425061808266784	0.0131152874569443	0.00331502824563303	0	0.361759803669243	0	0.00766911684082326	0	0.249657665369686	0	0	0	0.242467333974602	0	0	0	0	0.00864551375798261	0	0	0.136624660085867	0	0	0	0.321780726092805	0.0854244139892751	0.0342584521513574	0	0.00834577900496164	0.0757977726007346	0	0.415562062584673	0.350092746610194	0	0.0218382082764276	0.0503847668110779	0.257307536169546	0	0.0551436221178934	0.0361265116414758	0	0	0	0.014277049870708	0.0376826984722788	0	0.0386373746276526	0	0.213147134933742	0	0	0.00891804160896619	0	0	0	0	0	0	0.0466687707844313	0	0	0	0	0	0	0	0.0244850812559975	0	0	0.0176327181218056	0	0	0	0.1737414765083	0	0.0514096778599441	0.0299082412732028	0.0182947058899656	0	0.0241122514238127	0	0	0	0.0696045193851101	0	0.0211304360545793	0.0219047562549078	0	0	0
NS21	0	0	0	0	0	0.0682114335064724	0.00185295180445878	0.00671722300139396	0	0	0.0125069342668512	0.236275210063245	0.0117992451679857	0	0	0.606778802416183	0	0.0614564056153453	0.0261054707957842	0.170202963292995	0.0849263773105507	0	0	0	0	0	0	0.00647412550590253	0.0115803269106861	0.0252241582380774	0	0.0963701652320338	0	0.0632999036939248	0.0316567569605946	0.0978354026734454	0.0400763785656149	0.0254874262443483	0	0.00170738872033461	0.027221788285502	0.0366014595225333	0.0588636247531541	0.442835015877431	0	0.0263857497750589	0.177269463076273	0.131953913619394	0.0069097628133606	0.0861185865615796	0.0165054990369537	0.00898984216749173	0	0.036920272352318	0.0263869779039239	0.0595087197593693	0	0.0493376207202322	0.0929433730082668	0.0806341267649776	0.0144982319699016	0	0	0	0	0	0.00185295180445878	0	0	0	0	0	0	0.100419971847584	0	0	0	0	0	0	0.0131496060768555	0	0	0	0.49643807499002	0	0	0.138807307462784	0.0640509726947241	0	0	0	0	0.0149026129487171	0.0750992133764459	0	0	0	0	0.00837616544272396	0.11069050860927
NS25	0	0	0	0	0.00429930577002339	0.135682804406573	0	0.136807484091275	0	0	0	0.113404509500725	0.00884103633255255	0	0	0.6877882814367	0	0.0892338005330203	0.0388094509378335	0.168809558415864	0	0	0	0	0	0	0.00404322560275004	0.281642692189312	0.00715888420819544	0	0	0.103723984576754	0	0	0	0.106267748061787	0.0228388075776124	0.0169969721668104	0	0	0.0273601240503933	0	0.123795555379239	0.528936487691279	0	0	0.251622318940746	0.0932094638347631	0	0.0382808923561031	0.0111825890970517	0	0	0.0889733811827561	0.0192969359311978	0.0144673936142053	0	0.0669168150489008	0	0.0293741150015788	0	0	0.0129225194196096	0	0	0	0	0	0	0.175284344019569	0.0333936905396965	0	0	0.125423258448466	0	0.0249894580250918	0.00323256655313326	0	0.0314092897506495	0	0.0127242112338315	0.00461703689858313	0	0.00514736780438524	0.0355653408878946	0	0.00692139354068636	0	0.0414270532654662	0	0	0	0	0.0151127735838485	0.0110688301549112	0	0	0.00937518325838594	0.00994842541417594	0	0
NS27	0	0	0	0.00617690997386699	0.0188355558805807	0.0320931468633978	0.0965466295853544	0.0200683439708656	0	0	0	0.243684057656008	0	0.00885197349084816	0	0.433504206126209	0	0.579638025650132	0	0.10876137835368	0	0	0	0.134224242500879	0	0	0	0.0333692215691638	0.122226560612385	0	0	0.0663924185686353	0	0.119859115667655	0	0.122663957393062	0	0.00980872246562287	0.0148260538530153	0.00192228338724373	0.0171787163887831	0	0.153882732518685	0.408738276402053	0	0.00731229111375876	0.0142127170510309	0.149454656820544	0.00383297628647125	0.0323000122509494	0.0114117030057	0.0223148157346042	0.0380830698187864	0.0158128353054019	0	0.0471408959923856	0	0	0.0373821433742702	0.19183065776488	0.0271097744646745	0	0	0	0	0	0.0102569343277233	0	0	0	0	0.0109090314166668	0	0.120383578669265	0.0544885330803473	0.00290074538643633	0	0	0	0	0.00459376524134465	0	0	0.0101631788411233	0.241117546423774	0	0	0.152366905136851	0.00958604794785516	0	0.0113019301500724	0.026068664670563	0	0	0.16525151398746	0	0	0	0	0	0.0213301535063263
NS28	0	0	0	0	0.0078001179786391	0.0260359075694968	0.284436787895683	0.129751102324314	0	0	0.0202114106913002	0.118705006058165	0	0	0	0.195772989905255	0.173740376113309	0.203182605133281	0.0188769365409589	0.066879996143606	0.0244858283335453	0.0424310146731644	0	0	0	0	0	0.011849386952288	0.0521232275176618	0	0.0337601203863099	0.059255763557893	0	0.230371084706272	0	0.0766903782385661	0	0	0.0100228350533813	0	0	0.021161079812669	0.183926126660797	0.436196054212062	0	0.0648989912476947	0.010757517795229	0.0511144014048014	0	0.0489242283574228	0	0.01594342004562	0.0251151129685928	0	0	0.0195740690375101	0.00521965561776693	0	0	0.0473022714951139	0.00312251963913212	0	0	0	0	0	0.00305031266204553	0	0	0	0.0465058402769106	0.0108272160153722	0.0988745414550194	0.147641316630298	0.0335297674863764	0.00470899890624048	0.00357193965439362	0	0.0623500097152698	0.00677567204822615	0.67502327040469	0	0	0	0.155441847606708	0	0.077611885883112	0.140655339228053	0.0122925286329254	0	0	0.0283275946516899	0	0	0.0510996585863872	0.016708001965313	0	0	0	0	0.00719444094369886
NS29	0	0	0.00763122987495824	0.00547814909930606	0.0227604188414102	0.0020763383285116	0	0.0300408405359358	0	0	0.0295248506744957	0.173802770403388	0.0209272857151273	0.00635219985837919	0	0.205453765926028	0	0.543906348641898	0.00532222060850102	0.391189459258127	0	0	0	0	0	0.00697396785275094	0.0202514906178577	0.0607921922560125	0.0877822368010981	0.0113890886198076	0.0919949620868531	0.00522643108669005	0	0.0247197301634031	0.00988322979459084	0.00788307225747738	0.0932301502321511	0.108097998726361	0.0182568080510027	0.00938501661981926	0.188120533991524	0	0.0401660813634242	0.204569473802672	0	0.0294265239126767	0.0538949875115707	0.0107013993673606	0.003257233321144	0.0610178247126085	0.0493470247845569	0	0	0	0.034710961799855	0.105843104543309	0.0085885573636997	0.201587309274823	0	0.015281652780309	0.00659925999415465	0.0321940142296061	0.0109917605167577	0.00552406947164245	0.0115593548517766	0	0	0	0.00967832270212342	0.0654097745395549	0	0.00248944298481004	0	0.00437389523731136	0	0	0.0173640259756853	0	0	0	0.0176411882397565	0	0	0.0218811608304853	0.239250916600891	0	0.0482956970433966	0.474309904883919	0.150053311378348	0.162972799256818	0	0.0043391043134791	0	0.0357641998184392	0.07648933023109	0	0	0.00595255283246785	0	0.00674065481477887	0
NS30	0.022707064776644	0	0.0108145868552419	0	0.0247364372170424	0.0333030700635489	0.00210108631132915	0.0186355483691403	0	0	0.00572050155504737	0.143601902962954	0	0	0	0.137906130578613	0.00331683541258378	0.346889800253875	0	0.466857764090452	0	0	0	0	0	0.00126951352982655	0	0.0204631535810286	0.103073099622925	0	0	0.07608601804757	0	0.0125455460065237	0	0.22411643972427	0.0432377546679282	0	0.018617674984388	0.00420634868809641	0.0533836606058674	0.0961861104245276	0.177579622800604	0.154829580009962	0	0.0436720717093355	0.00710055584700272	0.241138421415095	0.0116008602763859	0.00742380663997924	0.0242397710612896	0	0	0.0385694492164592	0	0.0542117037900039	0	0.0441275701011576	0.0697522036993981	0.392696234616237	0.0394816173569879	0	0	0	0	0	0	0	0	0.0236720938750744	0	0.00131025693037236	0	0.00680577177650696	0	0.0392312048642803	0.00300072028851574	0	0	0	0.0337704058199449	0.127863398388958	0	0.0110802417638659	0.530856755770807	0	0.0181052249158552	0.0551395089323774	0.00763093977241085	0.0446209035559458	0	0.00214236902852517	0	0	0.0549475296004973	0	0	0	0.02543505848757	0	0.00551468061409007
NS32	0	0	0	0.00545551377813122	0.00392862670384977	0.0253160518051116	0.0625956619205881	0.0625849607763773	0	0	0.028041539747134	0.0513883192079313	0	0.00505212367551055	0	0.228030658687554	0.0390065001342419	0.153690119126168	0.0160372823811896	0.126332645367317	0	0.0340794805034999	0	0	0	0	0	0.0389331269052507	0.0778752476135352	0	0	0.31922447679838	0	0.158894944507901	0.00809415998202713	0.118877330606539	0	0	0.00922729467230047	0	0.00503385176600918	0.0204815930425493	0.535060704921544	0.440301250391726	0	0.0501249022790748	0.0119066956712236	0.0970331357810474	0	0.0393812749911133	0.0169752836556144	0	0	0.0128682137425844	0.00810553642773081	0.0215847996848852	0.00272352093899103	0.00904575138029891	0	0.193723123720207	0.121152127939667	0	0	0	0	0	0	0	0	0	0.0474753537070282	0.00249393182969005	0.0726851277306516	0.0731773976799249	0	0.0183940980895647	0	0	0.0133842283713919	0.00380954906128292	0.398924800764025	0.00298963903643017	0	0.00349414613418625	0.177899408537998	0	0.0618693890442127	0.197425181864119	0.0435948460224454	0	0	0	0	0	0.0332813867758758	0	0	0	0.00549338551409968	0	0
NS34	0	0	0.0328422882548111	0	0	0	0.108190534933479	0.114524921359901	0.0514340072089782	0.0100409198015523	0.0117902461399894	0.0221585668895555	0.0373932071153476	0.00304416263569969	0.0271248448403044	0.885297954907482	0	0.180646790811998	0	0.299973024134566	0	0.0372051967917006	0	0	0	0	0	0.0413068811948128	0.096544062259473	0.0980969260663182	0	0.0346038978994529	0	0.0265836236664561	0.0104837271946254	0.0505905011217569	0.0516385048368442	0.0883266437881614	0.00770764616214203	0.00510879144734151	0.0483470470059067	0.129517604623252	0.16706025261092	0.0782958210672996	0	0.137927013378225	0.045555408658448	0.0147735584848518	0.0259303158650439	0.00777991289334111	0.046534399439687	0	0	0.0425732573699327	0.040488835250104	0.0812257360364564	0.0216360467041445	0.117216562770481	0	0.0431167342849238	0	0	0.0108921479540232	0	0	0	0	0	0	0.0348940024301993	0.0988705944458988	0	0	0.230007112898077	0	0	0.0313730844342199	0.098837546803646	0.10176189478124	0.0535918320698217	0.0463113155188169	0.0201329589196318	0	0	0.0262982000310501	0	0.0747910786626231	0.0772555523455409	0.0636526207620346	0	0	0	0	0	0.016797383205242	0	0.0156134398729338	0.0540186551549715	0.00556190120643425	0.0245379509027648	0
