Taxon	coef	adj.p	taxRank	database	dataset	DAA_tool
Catenibacterium mitsuokai	-0.1890169035695443	0.9349761817163807	Species	MPA_db2019	NAFLD	corncob
Christensenella minuta	0.1422501107955531	0.9443338415945929	Species	MPA_db2019	NAFLD	corncob
Clostridiales bacterium 1 7 47FAA	-1.6907484985962864	0.41941396118687563	Species	MPA_db2019	NAFLD	corncob
Clostridium aldenense	-1.9088959928889724	0.38520129277992887	Species	MPA_db2019	NAFLD	corncob
Clostridium asparagiforme	-1.3800466293946743	0.4181891189350367	Species	MPA_db2019	NAFLD	corncob
Clostridium bolteae	-1.02078492552267	0.3112572694929553	Species	MPA_db2019	NAFLD	corncob
Clostridium bolteae CAG 59	-0.6630848097984414	0.7427375268647698	Species	MPA_db2019	NAFLD	corncob
Clostridium citroniae	-1.0341550138706344	0.41941396118687563	Species	MPA_db2019	NAFLD	corncob
Clostridium clostridioforme	0.14482292218511186	0.9443338415945929	Species	MPA_db2019	NAFLD	corncob
Clostridium disporicum	1.3346868733963837	0.3137347102658826	Species	MPA_db2019	NAFLD	corncob
Clostridium innocuum	0.15550921631575612	0.9019652998819594	Species	MPA_db2019	NAFLD	corncob
Clostridium lavalense	-0.951882426820011	0.568344386139126	Species	MPA_db2019	NAFLD	corncob
Clostridium leptum	-0.09516953474080003	0.9443338415945929	Species	MPA_db2019	NAFLD	corncob
Clostridium perfringens	1.9813537497768088	0.38520129277992887	Species	MPA_db2019	NAFLD	corncob
Clostridium scindens	-0.655709978517819	0.7427375268647698	Species	MPA_db2019	NAFLD	corncob
Clostridium sp CAG 299	0.37663820255803665	0.758070762638802	Species	MPA_db2019	NAFLD	corncob
Clostridium sp CAG 58	-1.0320323708242816	0.3112572694929553	Species	MPA_db2019	NAFLD	corncob
Clostridium spiroforme	0.26359522974539373	0.7711366207958681	Species	MPA_db2019	NAFLD	corncob
Clostridium symbiosum	-0.8700391282458141	0.4181891189350367	Species	MPA_db2019	NAFLD	corncob
Clostridium ventriculi	1.3513407914540374	0.5420979951376138	Species	MPA_db2019	NAFLD	corncob
Collinsella aerofaciens	0.15511985810085246	0.8918429720785829	Species	MPA_db2019	NAFLD	corncob
Collinsella intestinalis	0.2068498839847976	0.758070762638802	Species	MPA_db2019	NAFLD	corncob
Collinsella massiliensis	0.44553710772251737	0.7082656300638327	Species	MPA_db2019	NAFLD	corncob
Collinsella stercoris	0.5442866816801002	0.568344386139126	Species	MPA_db2019	NAFLD	corncob
Coprobacillus cateniformis	-1.1448913463559975	0.41941396118687563	Species	MPA_db2019	NAFLD	corncob
Coprococcus catus	0.9761099783403921	0.3604980471605802	Species	MPA_db2019	NAFLD	corncob
Coprococcus comes	-0.28692282372163197	0.7913765778569902	Species	MPA_db2019	NAFLD	corncob
Coprococcus eutactus	0.21120562723616343	0.8975211642462185	Species	MPA_db2019	NAFLD	corncob
Denitrobacterium detoxificans	0.5982363818373867	0.7538038623627844	Species	MPA_db2019	NAFLD	corncob
Dialister invisus	-0.06426121434257065	0.9487839921174652	Species	MPA_db2019	NAFLD	corncob
Dialister sp CAG 357	1.3359643036431537	0.5585677463056182	Species	MPA_db2019	NAFLD	corncob
Dielma fastidiosa	-1.3687982857944117	0.3112572694929553	Species	MPA_db2019	NAFLD	corncob
Dorea formicigenerans	0.4926782235900015	0.41941396118687563	Species	MPA_db2019	NAFLD	corncob
Dorea longicatena	0.42440143557550125	0.7450030036582308	Species	MPA_db2019	NAFLD	corncob
Dorea sp CAG 317	-1.05094253689873	0.6576540980082207	Species	MPA_db2019	NAFLD	corncob
Eggerthella lenta	0.22515249940358437	0.826207158780779	Species	MPA_db2019	NAFLD	corncob
Eisenbergiella massiliensis	-1.2500258345938908	0.41941396118687563	Species	MPA_db2019	NAFLD	corncob
Eisenbergiella tayi	-0.4255781065138918	0.7427375268647698	Species	MPA_db2019	NAFLD	corncob
Enorma massiliensis	0.8760834112549687	0.40401629893193614	Species	MPA_db2019	NAFLD	corncob
Enterorhabdus caecimuris	0.737156884292297	0.41941396118687563	Species	MPA_db2019	NAFLD	corncob
Erysipelatoclostridium ramosum	0.1718041917070105	0.931524665083538	Species	MPA_db2019	NAFLD	corncob
Escherichia coli	-0.17847102062329662	0.8975211642462185	Species	MPA_db2019	NAFLD	corncob
Eubacterium dolichum CAG 375	1.3258048281042316	0.5585677463056182	Species	MPA_db2019	NAFLD	corncob
Eubacterium eligens	0.871236197301425	0.41941396118687563	Species	MPA_db2019	NAFLD	corncob
Eubacterium hallii	0.826412227002659	0.0826164606410897	Species	MPA_db2019	NAFLD	corncob
Eubacterium ramulus	0.44778759601233586	0.6970373264395603	Species	MPA_db2019	NAFLD	corncob
Eubacterium rectale	0.7510693551833105	0.16946313989786602	Species	MPA_db2019	NAFLD	corncob
Eubacterium siraeum	-0.36064046111145975	0.7538038623627844	Species	MPA_db2019	NAFLD	corncob
Eubacterium sp CAG 180	-0.6951087383672279	0.5190249012994963	Species	MPA_db2019	NAFLD	corncob
Eubacterium sp CAG 251	-1.7179607691831302	0.41941396118687563	Species	MPA_db2019	NAFLD	corncob
Eubacterium sp CAG 274	0.9946011495424415	0.5585677463056182	Species	MPA_db2019	NAFLD	corncob
Eubacterium sp CAG 38	-0.48727141471675084	0.6333070425048848	Species	MPA_db2019	NAFLD	corncob
Eubacterium sulci	0.48389931182342505	0.7572736027938275	Species	MPA_db2019	NAFLD	corncob
Eubacterium ventriosum	0.7141560379794724	0.4344753195470512	Species	MPA_db2019	NAFLD	corncob
Faecalibacterium prausnitzii	-0.2110053651728689	0.7427375268647698	Species	MPA_db2019	NAFLD	corncob
Faecalitalea cylindroides	0.1325996755659993	0.9443338415945929	Species	MPA_db2019	NAFLD	corncob
Firmicutes bacterium CAG 110	0.4747719172083777	0.758070762638802	Species	MPA_db2019	NAFLD	corncob
Firmicutes bacterium CAG 145	1.0215237252981084	0.473444237648498	Species	MPA_db2019	NAFLD	corncob
Firmicutes bacterium CAG 83	-0.20854576023547997	0.8379263076316255	Species	MPA_db2019	NAFLD	corncob
Firmicutes bacterium CAG 94	0.46872079319823073	0.758070762638802	Species	MPA_db2019	NAFLD	corncob
Firmicutes bacterium CAG 95	0.48888988473018913	0.7572736027938275	Species	MPA_db2019	NAFLD	corncob
Flavonifractor plautii	-0.88553959595549	0.06474254916502255	Species	MPA_db2019	NAFLD	corncob
Fusicatenibacter saccharivorans	1.1248961793153027	0.029086758627780842	Species	MPA_db2019	NAFLD	corncob
Gemella asaccharolytica	0.13068169983409145	0.9443338415945929	Species	MPA_db2019	NAFLD	corncob
Gemella sanguinis	1.105949299183706	0.3341145600067684	Species	MPA_db2019	NAFLD	corncob
Gemmiger formicilis	-0.06709108032244679	0.9443338415945929	Species	MPA_db2019	NAFLD	corncob
Gordonibacter pamelaeae	0.4003183018958217	0.530311404054851	Species	MPA_db2019	NAFLD	corncob
Haemophilus parainfluenzae	-0.036634279568139104	0.9622525416953792	Species	MPA_db2019	NAFLD	corncob
Haemophilus sp HMSC71H05	0.418891892202831	0.758070762638802	Species	MPA_db2019	NAFLD	corncob
Holdemanella biformis	-0.06529950959673203	0.9531831057767962	Species	MPA_db2019	NAFLD	corncob
Holdemania filiformis	-0.8211129398153687	0.4181891189350367	Species	MPA_db2019	NAFLD	corncob
Hungatella hathewayi	-1.293735894504285	0.3112572694929553	Species	MPA_db2019	NAFLD	corncob
Intestinibacter bartlettii	0.9098528214463337	0.09817766351552121	Species	MPA_db2019	NAFLD	corncob
Lachnospira pectinoschiza	0.6037660105069723	0.6333070425048848	Species	MPA_db2019	NAFLD	corncob
Lactobacillus rogosae	0.8859520005379407	0.49543925860942484	Species	MPA_db2019	NAFLD	corncob
Lactobacillus ruminis	0.6746682027006542	0.5585677463056182	Species	MPA_db2019	NAFLD	corncob
Lactococcus lactis	0.9106164197284043	0.4799140728482623	Species	MPA_db2019	NAFLD	corncob
Lawsonibacter asaccharolyticus	-1.3771476407969037	0.3112572694929553	Species	MPA_db2019	NAFLD	corncob
Massiliomicrobiota timonensis	-0.18048141712170734	0.9377108042703651	Species	MPA_db2019	NAFLD	corncob
Megamonas funiformis	-0.31971037843703237	0.8975211642462185	Species	MPA_db2019	NAFLD	corncob
Megamonas hypermegale	-0.30427440941910533	0.8975211642462185	Species	MPA_db2019	NAFLD	corncob
Megasphaera sp MJR8396C	-0.8568432010998465	0.6333070425048848	Species	MPA_db2019	NAFLD	corncob
Mesorhizobium sp UASWS1009	1.9769666342597878	0.38520129277992887	Species	MPA_db2019	NAFLD	corncob
Mogibacterium diversum	-0.20301079010145043	0.931524665083538	Species	MPA_db2019	NAFLD	corncob
Monoglobus pectinilyticus	-0.3032472768829659	0.7725377222348011	Species	MPA_db2019	NAFLD	corncob
Odoribacter splanchnicus	-1.2682082958465843	0.3112572694929553	Species	MPA_db2019	NAFLD	corncob
Olsenella scatoligenes	0.4471041960569704	0.5995559212357225	Species	MPA_db2019	NAFLD	corncob
Oscillibacter sp 57 20	-0.6622718007635565	0.535715597508283	Species	MPA_db2019	NAFLD	corncob
Oscillibacter sp CAG 241	-0.04687748970867013	0.9571370199764792	Species	MPA_db2019	NAFLD	corncob
Parabacteroides distasonis	-1.0365663911807732	0.3375780434020928	Species	MPA_db2019	NAFLD	corncob
Parabacteroides merdae	-0.374721296431754	0.737867286272113	Species	MPA_db2019	NAFLD	corncob
Paraprevotella xylaniphila	-0.21766976973330737	0.9292695494556157	Species	MPA_db2019	NAFLD	corncob
Parasutterella excrementihominis	-0.04350300014996438	0.9581523445185868	Species	MPA_db2019	NAFLD	corncob
Parvimonas micra	-0.6829864547374482	0.737867286272113	Species	MPA_db2019	NAFLD	corncob
Peptoniphilus duerdenii	-1.386269196301175	0.530311404054851	Species	MPA_db2019	NAFLD	corncob
Peptoniphilus lacrimalis	-1.6780897211306434	0.41941396118687563	Species	MPA_db2019	NAFLD	corncob
Peptoniphilus sp HMSC062D09	-0.3013241339030303	0.8975211642462185	Species	MPA_db2019	NAFLD	corncob
Phascolarctobacterium faecium	-0.39142863748933177	0.7538038623627844	Species	MPA_db2019	NAFLD	corncob
Phascolarctobacterium succinatutens	-0.955082529052556	0.568344386139126	Species	MPA_db2019	NAFLD	corncob
Porphyromonas asaccharolytica	-1.5796533001342272	0.3341145600067684	Species	MPA_db2019	NAFLD	corncob
Porphyromonas sp HMSC065F10	-1.3673177670137522	0.530311404054851	Species	MPA_db2019	NAFLD	corncob
Porphyromonas uenonis	-1.3920515351221279	0.530311404054851	Species	MPA_db2019	NAFLD	corncob
Prevotella bivia	-1.6788986101511039	0.41941396118687563	Species	MPA_db2019	NAFLD	corncob
Prevotella buccalis	-1.5838223727650902	0.3341145600067684	Species	MPA_db2019	NAFLD	corncob
Prevotella copri	-0.6088353551886736	0.35644681707556053	Species	MPA_db2019	NAFLD	corncob
Prevotella corporis	-1.6395717629121291	0.3137347102658826	Species	MPA_db2019	NAFLD	corncob
Prevotella timonensis	-1.6828336160838198	0.41941396118687563	Species	MPA_db2019	NAFLD	corncob
Proteobacteria bacterium CAG 139	-0.14512139425932336	0.9443338415945929	Species	MPA_db2019	NAFLD	corncob
Ralstonia insidiosa	2.4683098326884902	0.3112572694929553	Species	MPA_db2019	NAFLD	corncob
Ralstonia sp MD27	2.8834226955283584	0.16946313989786602	Species	MPA_db2019	NAFLD	corncob
Romboutsia ilealis	1.529618349037823	0.06831532163456004	Species	MPA_db2019	NAFLD	corncob
Roseburia faecis	0.4099001915063006	0.6404555941026281	Species	MPA_db2019	NAFLD	corncob
Roseburia hominis	0.05927869210317415	0.9443338415945929	Species	MPA_db2019	NAFLD	corncob
Roseburia intestinalis	0.943553140039883	0.3112572694929553	Species	MPA_db2019	NAFLD	corncob
Roseburia inulinivorans	0.5867250456348044	0.3964396759792753	Species	MPA_db2019	NAFLD	corncob
Roseburia sp CAG 471	0.3166634467083874	0.7501773748423597	Species	MPA_db2019	NAFLD	corncob
Rothia mucilaginosa	0.8047729530985249	0.6101555910279237	Species	MPA_db2019	NAFLD	corncob
Ruminococcaceae bacterium D16	-1.0866058908437897	0.6404555941026281	Species	MPA_db2019	NAFLD	corncob
Ruminococcus bicirculans	0.6765241432145974	0.488545282032035	Species	MPA_db2019	NAFLD	corncob
Ruminococcus bromii	0.7288532290948392	0.4344753195470512	Species	MPA_db2019	NAFLD	corncob
Ruminococcus callidus	0.5927197569548093	0.6576540980082207	Species	MPA_db2019	NAFLD	corncob
Ruminococcus gnavus	0.18721340584718826	0.8379263076316255	Species	MPA_db2019	NAFLD	corncob
Ruminococcus lactaris	-0.08266177762131784	0.9443338415945929	Species	MPA_db2019	NAFLD	corncob
Ruminococcus torques	0.5942359118917201	0.6333070425048848	Species	MPA_db2019	NAFLD	corncob
Ruthenibacterium lactatiformans	-0.295975726186076	0.7316366275799776	Species	MPA_db2019	NAFLD	corncob
Sellimonas intestinalis	0.39476210076019064	0.758070762638802	Species	MPA_db2019	NAFLD	corncob
Sharpea azabuensis	0.402304566664044	0.7538038623627844	Species	MPA_db2019	NAFLD	corncob
Slackia isoflavoniconvertens	0.25997990284923994	0.7913765778569902	Species	MPA_db2019	NAFLD	corncob
Staphylococcus aureus	0.13250183014304096	0.9443338415945929	Species	MPA_db2019	NAFLD	corncob
Stoquefichus sp KLE1796	-1.9044344195037446	0.38520129277992887	Species	MPA_db2019	NAFLD	corncob
Streptococcus anginosus group	1.6925312803364352	0.4223427381319984	Species	MPA_db2019	NAFLD	corncob
Streptococcus australis	0.49553048087592094	0.7502724705707806	Species	MPA_db2019	NAFLD	corncob
Streptococcus infantis	2.2509548123102596	0.3112572694929553	Species	MPA_db2019	NAFLD	corncob
Streptococcus mitis	2.4779907284975407	0.30711164798243956	Species	MPA_db2019	NAFLD	corncob
Streptococcus oralis	2.4284487248845386	0.3112572694929553	Species	MPA_db2019	NAFLD	corncob
Streptococcus parasanguinis	1.5385806652456406	0.06831532163456004	Species	MPA_db2019	NAFLD	corncob
Streptococcus salivarius	0.8700703263407615	0.06831532163456004	Species	MPA_db2019	NAFLD	corncob
Streptococcus sanguinis	1.3152347204016956	0.38520129277992887	Species	MPA_db2019	NAFLD	corncob
Streptococcus sp A12	1.0318734148289046	0.473444237648498	Species	MPA_db2019	NAFLD	corncob
Streptococcus sp F0442	2.2349620249415	0.3137347102658826	Species	MPA_db2019	NAFLD	corncob
Streptococcus thermophilus	0.6056413186335349	0.5347017437117684	Species	MPA_db2019	NAFLD	corncob
Turicibacter sanguinis	-0.022815199898127927	0.9707065531478295	Species	MPA_db2019	NAFLD	corncob
Turicimonas muris	-0.6316313792191155	0.7501773748423597	Species	MPA_db2019	NAFLD	corncob
Tyzzerella nexilis	-1.6791086293521555	0.41941396118687563	Species	MPA_db2019	NAFLD	corncob
Veillonella atypica	-0.43618346219452847	0.758070762638802	Species	MPA_db2019	NAFLD	corncob
Veillonella dispar	-0.6976679378734826	0.6539243172075998	Species	MPA_db2019	NAFLD	corncob
Veillonella infantium	-0.7146687347300955	0.6404555941026281	Species	MPA_db2019	NAFLD	corncob
Veillonella parvula	0.39705539882906626	0.7538038623627844	Species	MPA_db2019	NAFLD	corncob
Veillonella sp T11011 6	-0.30075480689691103	0.8975211642462185	Species	MPA_db2019	NAFLD	corncob
Acidaminococcus intestini	0.06140956880536422	0.9830668254396446	Species	MPA_db2022	NAFLD	corncob
Actinomyces SGB17168	0.7137194579590799	0.7987087994591843	Species	MPA_db2022	NAFLD	corncob
Actinomyces bouchesdurhonensis	1.27664143904996	0.7617553843955244	Species	MPA_db2022	NAFLD	corncob
Actinomyces oris	1.6085377640398966	0.6512377265907452	Species	MPA_db2022	NAFLD	corncob
Actinomyces sp ICM47	2.4623581957432927	0.10025014346248594	Species	MPA_db2022	NAFLD	corncob
Adlercreutzia equolifaciens	0.537913063671336	0.7987087994591843	Species	MPA_db2022	NAFLD	corncob
Agathobaculum butyriciproducens	0.5712398396140963	0.604575981426364	Species	MPA_db2022	NAFLD	corncob
Akkermansia muciniphila	-0.15159314526569115	0.9830668254396446	Species	MPA_db2022	NAFLD	corncob
Alistipes SGB2302	-1.1102076782586356	0.7987087994591843	Species	MPA_db2022	NAFLD	corncob
Alistipes communis	-0.7646327445977295	0.6715237304672503	Species	MPA_db2022	NAFLD	corncob
Alistipes finegoldii	-0.5789725001150927	0.74166240394835	Species	MPA_db2022	NAFLD	corncob
Alistipes ihumii	-0.2804826053527278	0.9766765909138835	Species	MPA_db2022	NAFLD	corncob
Alistipes indistinctus	-0.5833365885263443	0.8280175685975212	Species	MPA_db2022	NAFLD	corncob
Alistipes onderdonkii	0.002732883803681612	0.9954213635098731	Species	MPA_db2022	NAFLD	corncob
Alistipes putredinis	-0.29635592077998163	0.913074040890394	Species	MPA_db2022	NAFLD	corncob
Alistipes shahii	-0.4663742462563884	0.8225320477307243	Species	MPA_db2022	NAFLD	corncob
Alistipes sp AF17 16	-0.39470470738330227	0.9490401690142448	Species	MPA_db2022	NAFLD	corncob
Alloscillospira gallinarum	0.10365313290129428	0.9830668254396446	Species	MPA_db2022	NAFLD	corncob
Amedibacillus dolichus	1.8745183297196881	0.6004343438420369	Species	MPA_db2022	NAFLD	corncob
Anaerobutyricum hallii	0.5208120607086029	0.6523331448147729	Species	MPA_db2022	NAFLD	corncob
Anaerobutyricum soehngenii	0.4634423886706732	0.7987087994591843	Species	MPA_db2022	NAFLD	corncob
Anaerococcus SGB53821	-1.006286906861502	0.7385766446583927	Species	MPA_db2022	NAFLD	corncob
Anaerococcus obesiensis	-1.4518405765591456	0.6715237304672503	Species	MPA_db2022	NAFLD	corncob
Anaerofilum sp BX8	-0.9996447988108793	0.6523331448147729	Species	MPA_db2022	NAFLD	corncob
Anaerofustis stercorihominis	0.13803754458054202	0.9830668254396446	Species	MPA_db2022	NAFLD	corncob
Anaeromassilibacillus sp An250	0.01314596005086209	0.9884441957199954	Species	MPA_db2022	NAFLD	corncob
Anaerosacchariphilus sp NSJ 68	-0.7242942908581528	0.8225320477307243	Species	MPA_db2022	NAFLD	corncob
Anaerostipes caccae	-0.29674402428373	0.9678767838862027	Species	MPA_db2022	NAFLD	corncob
Anaerostipes hadrus	0.08553589988313352	0.9830668254396446	Species	MPA_db2022	NAFLD	corncob
Anaerotignum faecicola	0.26618695622522665	0.9441756683699469	Species	MPA_db2022	NAFLD	corncob
Anaerotruncus colihominis	-1.0956343883240898	0.5167543843944475	Species	MPA_db2022	NAFLD	corncob
Anaerotruncus rubiinfantis	-0.5349985159286623	0.8795298697160719	Species	MPA_db2022	NAFLD	corncob
Avimonas narfia	-1.2533579194870133	0.6386513072181051	Species	MPA_db2022	NAFLD	corncob
Bacteroides caccae	-0.08683478188150656	0.9830668254396446	Species	MPA_db2022	NAFLD	corncob
Bacteroides clarus	-1.7314290723725392	0.604575981426364	Species	MPA_db2022	NAFLD	corncob
Bacteroides faecis	-1.1411851934506625	0.604575981426364	Species	MPA_db2022	NAFLD	corncob
Bacteroides finegoldii	-1.1340639737282254	0.5309333494551037	Species	MPA_db2022	NAFLD	corncob
Bacteroides fragilis	-1.4267450285554715	0.373849754402658	Species	MPA_db2022	NAFLD	corncob
Bacteroides ovatus	-1.548082394079924	0.12624114607739745	Species	MPA_db2022	NAFLD	corncob
Bacteroides stercoris	-1.1730629306000533	0.3659333488429557	Species	MPA_db2022	NAFLD	corncob
Bacteroides thetaiotaomicron	-1.8919589882894365	0.03368649661774351	Species	MPA_db2022	NAFLD	corncob
Bacteroides uniformis	-0.7082818846649076	0.5741123617176348	Species	MPA_db2022	NAFLD	corncob
Bacteroides xylanisolvens	-0.5871415471851645	0.6496711665016592	Species	MPA_db2022	NAFLD	corncob
Barnesiella intestinihominis	-0.7261677812542845	0.7708612143152892	Species	MPA_db2022	NAFLD	corncob
Bifidobacterium SGB20337	1.639736165330221	0.6386513072181051	Species	MPA_db2022	NAFLD	corncob
Bifidobacterium adolescentis	0.6572671814805575	0.6386513072181051	Species	MPA_db2022	NAFLD	corncob
Bifidobacterium angulatum	-0.48929904969751425	0.8225320477307243	Species	MPA_db2022	NAFLD	corncob
Bifidobacterium bifidum	-0.138216931930297	0.9830668254396446	Species	MPA_db2022	NAFLD	corncob
Bifidobacterium catenulatum	0.017806487695965496	0.9830668254396446	Species	MPA_db2022	NAFLD	corncob
Bifidobacterium longum	0.46471137794346384	0.7987087994591843	Species	MPA_db2022	NAFLD	corncob
Bifidobacterium pseudocatenulatum	0.7673974670033148	0.6302918763440631	Species	MPA_db2022	NAFLD	corncob
Bifidobacterium ruminantium	1.582174165175606	0.37948764642452654	Species	MPA_db2022	NAFLD	corncob
Bilophila SGB15451	-1.0964415285015157	0.7987087994591843	Species	MPA_db2022	NAFLD	corncob
Bilophila wadsworthia	-0.9152861549136132	0.604575981426364	Species	MPA_db2022	NAFLD	corncob
Bittarella massiliensis	-0.8910405647936342	0.6110002317964823	Species	MPA_db2022	NAFLD	corncob
Blautia SGB4815	0.995954278916843	0.5167543843944475	Species	MPA_db2022	NAFLD	corncob
Blautia caecimuris	0.25201838466181	0.9441756683699469	Species	MPA_db2022	NAFLD	corncob
Blautia faecicola	0.5153415680477751	0.913074040890394	Species	MPA_db2022	NAFLD	corncob
Blautia faecis	0.9483908391934711	0.1544001059188606	Species	MPA_db2022	NAFLD	corncob
Blautia glucerasea	1.5988541483908882	0.08832214473890296	Species	MPA_db2022	NAFLD	corncob
Blautia hansenii	0.10809466249391575	0.9830668254396446	Species	MPA_db2022	NAFLD	corncob
Blautia hydrogenotrophica	0.6946883261714881	0.808109865657378	Species	MPA_db2022	NAFLD	corncob
Blautia luti	0.17748540331505305	0.9830668254396446	Species	MPA_db2022	NAFLD	corncob
Blautia massiliensis	0.9120433735780196	0.03368649661774351	Species	MPA_db2022	NAFLD	corncob
Blautia obeum	0.8125931918318965	0.4431794461272668	Species	MPA_db2022	NAFLD	corncob
Blautia producta	0.33140479798012923	0.9441756683699469	Species	MPA_db2022	NAFLD	corncob
Blautia sp MSK 20 85	-0.43771333128810735	0.913074040890394	Species	MPA_db2022	NAFLD	corncob
Blautia sp Marseille P3087	0.7522092374702408	0.6993436722498729	Species	MPA_db2022	NAFLD	corncob
Blautia sp OF03 15BH	0.19191119088030484	0.9803201994816986	Species	MPA_db2022	NAFLD	corncob
Blautia stercoris	0.8915407155915039	0.7987087994591843	Species	MPA_db2022	NAFLD	corncob
Blautia wexlerae	0.8606431543376639	0.13655687415165269	Species	MPA_db2022	NAFLD	corncob
Bradyrhizobium viridifuturi	1.2828892575864987	0.7617553843955244	Species	MPA_db2022	NAFLD	corncob
