Taxon	coef	adj.p	taxRank	database	dataset	DAA_tool
Absiella dolichum	1.6643253644604408	0.4344753195470512	Species	MPA_db2019	NAFLD	corncob
Actinomyces naeslundii	0.15910722768044114	0.9443338415945929	Species	MPA_db2019	NAFLD	corncob
Actinomyces odontolyticus	1.4447300913359924	0.3137347102658826	Species	MPA_db2019	NAFLD	corncob
Actinomyces oris	0.521838634320489	0.7538038623627844	Species	MPA_db2019	NAFLD	corncob
Actinomyces sp HMSC035G02	1.704945153274727	0.41941396118687563	Species	MPA_db2019	NAFLD	corncob
Actinomyces sp ICM47	2.117117075748237	0.06831532163456004	Species	MPA_db2019	NAFLD	corncob
Adlercreutzia equolifaciens	0.42745856873045174	0.6576540980082207	Species	MPA_db2019	NAFLD	corncob
Aeriscardovia aeriphila	1.1770235870899135	0.30276529444472716	Species	MPA_db2019	NAFLD	corncob
Agathobaculum butyriciproducens	0.5563137085868279	0.4181891189350367	Species	MPA_db2019	NAFLD	corncob
Akkermansia muciniphila	-0.016067436437553016	0.9737962203047293	Species	MPA_db2019	NAFLD	corncob
Alistipes finegoldii	-0.34660940423977743	0.7427375268647698	Species	MPA_db2019	NAFLD	corncob
Alistipes indistinctus	-0.5013448934116771	0.7538038623627844	Species	MPA_db2019	NAFLD	corncob
Alistipes putredinis	-0.05162318206975523	0.9487839921174652	Species	MPA_db2019	NAFLD	corncob
Alistipes shahii	-0.34781916253749184	0.7538038623627844	Species	MPA_db2019	NAFLD	corncob
Anaerococcus vaginalis	-0.6636920281090513	0.7427375268647698	Species	MPA_db2019	NAFLD	corncob
Anaerofustis stercorihominis	0.5965624335240666	0.7538038623627844	Species	MPA_db2019	NAFLD	corncob
Anaeromassilibacillus sp An250	0.08583765789565943	0.9443338415945929	Species	MPA_db2019	NAFLD	corncob
Anaerostipes hadrus	0.11710579174954608	0.9349761817163807	Species	MPA_db2019	NAFLD	corncob
Anaerotruncus colihominis	-1.0526634495962823	0.38520129277992887	Species	MPA_db2019	NAFLD	corncob
Asaccharobacter celatus	0.29648398164989787	0.7538038623627844	Species	MPA_db2019	NAFLD	corncob
Bacteroides caccae	0.5787868343177436	0.49100446307131806	Species	MPA_db2019	NAFLD	corncob
Bacteroides cellulosilyticus	0.1522408598070759	0.9443338415945929	Species	MPA_db2019	NAFLD	corncob
Bacteroides coagulans	-1.4059969189693309	0.530311404054851	Species	MPA_db2019	NAFLD	corncob
Bacteroides dorei	0.7284973628819589	0.6404555941026281	Species	MPA_db2019	NAFLD	corncob
Bacteroides faecis	-0.6621435122338402	0.7427375268647698	Species	MPA_db2019	NAFLD	corncob
Bacteroides finegoldii	-1.1675390940897072	0.4635953979748735	Species	MPA_db2019	NAFLD	corncob
Bacteroides fragilis	-1.3499365452892276	0.3112572694929553	Species	MPA_db2019	NAFLD	corncob
Bacteroides galacturonicus	0.9471456104048461	0.5021291896724074	Species	MPA_db2019	NAFLD	corncob
Bacteroides massiliensis	0.14387908258057291	0.9443338415945929	Species	MPA_db2019	NAFLD	corncob
Bacteroides ovatus	-1.2601639725739542	0.2072770562856885	Species	MPA_db2019	NAFLD	corncob
Bacteroides stercoris	-1.2406886760203726	0.2072770562856885	Species	MPA_db2019	NAFLD	corncob
Bacteroides thetaiotaomicron	-1.6416483188011175	0.06831532163456004	Species	MPA_db2019	NAFLD	corncob
Bacteroides uniformis	-0.6233634142584663	0.4344753195470512	Species	MPA_db2019	NAFLD	corncob
Bacteroides vulgatus	-0.5406604446676655	0.5585677463056182	Species	MPA_db2019	NAFLD	corncob
Bacteroides xylanisolvens	-0.29003013497833907	0.7595297799172814	Species	MPA_db2019	NAFLD	corncob
Barnesiella intestinihominis	-0.6624739425909861	0.6333070425048848	Species	MPA_db2019	NAFLD	corncob
Bifidobacterium adolescentis	0.7131309087397495	0.3137347102658826	Species	MPA_db2019	NAFLD	corncob
Bifidobacterium angulatum	-0.39559232443651543	0.7538038623627844	Species	MPA_db2019	NAFLD	corncob
Bifidobacterium bifidum	-0.04569405724012583	0.9531831057767962	Species	MPA_db2019	NAFLD	corncob
Bifidobacterium catenulatum	-0.3315105714354845	0.758070762638802	Species	MPA_db2019	NAFLD	corncob
Bifidobacterium longum	0.44425903663267235	0.6576540980082207	Species	MPA_db2019	NAFLD	corncob
Bifidobacterium pseudocatenulatum	0.869188657169725	0.41941396118687563	Species	MPA_db2019	NAFLD	corncob
Bilophila wadsworthia	-1.0251462858374119	0.3964396759792753	Species	MPA_db2019	NAFLD	corncob
Blautia hydrogenotrophica	0.4592942730632059	0.7538038623627844	Species	MPA_db2019	NAFLD	corncob
Blautia obeum	0.7338911904525042	0.3341145600067684	Species	MPA_db2019	NAFLD	corncob
Blautia producta	0.12685448132113533	0.9443338415945929	Species	MPA_db2019	NAFLD	corncob
Blautia sp CAG 257	0.14297620540383688	0.9349761817163807	Species	MPA_db2019	NAFLD	corncob
Blautia wexlerae	0.3576214810565187	0.4952853882534834	Species	MPA_db2019	NAFLD	corncob
Butyricimonas virosa	-1.9233101614898593	0.38520129277992887	Species	MPA_db2019	NAFLD	corncob
Catabacter hongkongensis	-1.662913795673227	0.41941396118687563	Species	MPA_db2019	NAFLD	corncob
