#Classification	SRR5091469_bracken_F.kreport
k__Bacteria	6319437
k__Bacteria|p__Bacteroidetes	5923580
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	5918427
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	5918427
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	4893747
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae	712823
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	204992
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae	58841
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	30710
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae	15621
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae	825
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	806
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Dysgonomonadaceae	55
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Paludibacteraceae	2
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	4406
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	4406
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae	2327
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Weeksellaceae	2079
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	331
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales	331
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae	331
k__Bacteria|p__Bacteroidetes|c__Cytophagia	311
