#Classification	S-20-POLJUN-G_bracken_O.kreport
k__Bacteria	343019
k__Bacteria|p__Proteobacteria	177301
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	159909
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	120346
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	38236
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	1169
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales	135
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales	20
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales	2
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	9613
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	9599
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales	13
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales	1
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	7681
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	6966
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	507
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales	27
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	59
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales	119
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	95
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales	95
k__Bacteria|p__Proteobacteria|c__Oligoflexia	2
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Bdellovibrionales	2
k__Bacteria|p__Cyanobacteria	132441
k__Bacteria|p__Cyanobacteria|o__Nostocales	132354
k__Bacteria|p__Cyanobacteria|o__Chroococcales	59
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales	9
k__Bacteria|p__Cyanobacteria|o__Pleurocapsales	15
k__Bacteria|p__Cyanobacteria|o__Gloeomargaritales	1
k__Bacteria|p__Cyanobacteria|o__Synechococcales	1
k__Bacteria|p__Actinobacteria	28752
