#Classification	SRR20002442_bracken_P.kreport
k__Bacteria	686200
k__Bacteria|p__Proteobacteria	676077
k__Bacteria|p__Actinobacteria	1824
k__Bacteria|p__Firmicutes	8070
k__Bacteria|p__Bacteroidetes	218
k__Bacteria|p__Chlamydiae	4
k__Bacteria|p__Verrucomicrobia	4
k__Bacteria|p__Fusobacteria	1
k__Eukaryota	564
k__Eukaryota|k__Fungi	435
k__Eukaryota|k__Fungi|p__Basidiomycota	434
k__Eukaryota|k__Fungi|p__Ascomycota	1
k__Eukaryota|k__Metazoa	62
k__Eukaryota|k__Metazoa|p__Chordata	62
k__Eukaryota|k__Viridiplantae	66
k__Eukaryota|k__Viridiplantae|p__Streptophyta	66
