name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Bartonella_A apis	119303	S	524	4512	5036	0.24345
Bartonella_A sp016100455	119305	S	15	238	253	0.01223
Bartonella_A sp945285915	119309	S	11	224	235	0.01136
Bartonella_A apihabitans	119302	S	6	96	102	0.00493
Bartonella_A sp946481695	119314	S	6	520	526	0.02543
Bartonella_A sp946478665	119311	S	5	82	87	0.00421
Bartonella_A choladocola	119304	S	3	50	53	0.00256
Bartonella_A sp946479275	119312	S	2	66	68	0.00329
Bartonella_A sp946478235	119310	S	1	12	13	0.00063
Commensalibacter melissae	113763	S	259	1071	1330	0.06429
Gilliamella sp946481345	133105	S	27	1177	1204	0.05820
Gilliamella apicola	133069	S	22	203	225	0.01088
Gilliamella apicola_N	133081	S	20	253	273	0.01320
Gilliamella apis_A	133086	S	16	396	412	0.01992
Gilliamella sp945271295	133099	S	13	15	28	0.00135
Gilliamella sp946482005	133106	S	11	431	442	0.02137
Gilliamella sp002142215	133091	S	6	90	96	0.00464
Gilliamella apis	133085	S	4	57	61	0.00295
Gilliamella apicola_R	133084	S	2	49	51	0.00247
Gilliamella apicola_L	133079	S	1	0	1	0.00005
Gilliamella sp946480175	133104	S	1	7	8	0.00039
Frischella perrara	133059	S	256	751	1007	0.04868
CALYPF01 sp945271245	132863	S	10	27	37	0.00179
Snodgrassella alvi	130431	S	396	1765	2161	0.10447
Snodgrassella sp946481965	130443	S	12	62	74	0.00358
Vogesella mureinivorans	129842	S	5	50	55	0.00266
Lactobacillus apis	55371	S	79	432	511	0.02470
Lactobacillus helsingborgensis	55384	S	27	290	317	0.01532
Lactobacillus melliventris	55401	S	13	122	135	0.00653
Lactobacillus apis_A	55372	S	6	138	144	0.00696
Lactobacillus sp016100975	55419	S	5	68	73	0.00353
Lactobacillus huangpiensis	55387	S	4	52	56	0.00271
Lactobacillus kimbladii_B	55397	S	3	73	76	0.00367
Lactobacillus sp946479925	55443	S	3	81	84	0.00406
Lactobacillus kullabergensis	55399	S	3	64	67	0.00324
Lactobacillus laiwuensis	55400	S	3	41	44	0.00213
Lactobacillus sp946477855	55442	S	3	72	75	0.00363
Lactobacillus kimbladii	55396	S	2	48	50	0.00242
Lactobacillus sp946482425	55444	S	2	103	105	0.00508
Lactobacillus sp946482465	55445	S	2	45	47	0.00227
Lactobacillus panisapium	55405	S	2	71	73	0.00353
Lactobacillus sp945290125	55440	S	1	4	5	0.00024
Bombilactobacillus mellifer	55230	S	117	1386	1503	0.07266
Bombilactobacillus mellis	55231	S	62	1182	1244	0.06014
Bombilactobacillus mellis_A	55232	S	8	383	391	0.01890
CALYQJ01 sp945273735	55234	S	3	19	22	0.00106
Savagea sp030146155	53856	S	2	8	10	0.00048
Bifidobacterium indicum	42787	S	31	79	110	0.00532
Bifidobacterium polysaccharolyticum	42812	S	19	194	213	0.01030
Bifidobacterium asteroides	42750	S	18	214	232	0.01122
Bifidobacterium asteroides_F	42751	S	9	143	152	0.00735
Bifidobacterium asteroides_J	42755	S	7	150	157	0.00759
Bifidobacterium apousia	42747	S	5	96	101	0.00488
Bifidobacterium choladohabitans	42770	S	4	101	105	0.00508
Bifidobacterium asteroides_H	42753	S	4	150	154	0.00744
Bifidobacterium asteroides_I	42754	S	1	21	22	0.00106
Spiroplasma melliferum	74595	S	62	409	471	0.02277
Apibacter sp945280365	89010	S	6	42	48	0.00232
DMER64 sp002427525	82499	S	1	7	8	0.00039
CAMLLW01 sp946481295	63976	S	2	10	12	0.00058
