#Classification	SRR20002441_bracken_P.kreport
k__Bacteria	10990386
k__Bacteria|p__Proteobacteria	10960661
k__Bacteria|p__Firmicutes	23793
k__Bacteria|p__Actinobacteria	2908
k__Bacteria|p__Deinococcus-Thermus	2472
k__Bacteria|p__Tenericutes	38
k__Bacteria|p__Cyanobacteria	1
k__Bacteria|p__Bacteroidetes	505
k__Bacteria|p__Fusobacteria	6
k__Bacteria|p__Chlamydiae	1
k__Eukaryota	3317
k__Eukaryota|k__Fungi	2769
k__Eukaryota|k__Fungi|p__Ascomycota	2633
k__Eukaryota|k__Fungi|p__Basidiomycota	136
k__Eukaryota|k__Metazoa	521
k__Eukaryota|k__Metazoa|p__Chordata	521
k__Eukaryota|k__Viridiplantae	21
k__Eukaryota|k__Viridiplantae|p__Streptophyta	21
k__Eukaryota|p__Apicomplexa	5
k__Viruses	76
k__Viruses|k__Heunggongvirae	76
k__Viruses|k__Heunggongvirae|p__Uroviricota	76
