#Classification	SRR5091550_bracken_P.kreport
k__Bacteria	3463081
k__Bacteria|p__Bacteroidetes	2276923
k__Bacteria|p__Actinobacteria	424685
k__Bacteria|p__Firmicutes	722007
k__Bacteria|p__Proteobacteria	39386
k__Bacteria|p__Verrucomicrobia	57
k__Bacteria|p__Fusobacteria	16
k__Bacteria|p__Synergistetes	2
k__Bacteria|p__Candidatus_Saccharibacteria	2
k__Bacteria|p__Spirochaetes	1
k__Eukaryota	605
k__Eukaryota|k__Fungi	589
k__Eukaryota|k__Fungi|p__Ascomycota	589
k__Eukaryota|k__Viridiplantae	16
k__Eukaryota|k__Viridiplantae|p__Streptophyta	16
k__Viruses	129
k__Viruses|k__Heunggongvirae	129
k__Viruses|k__Heunggongvirae|p__Uroviricota	129
