feature	Acidovorax	Acinetobacter	Alcaligenes	Anoxybacillus	Aquabacterium	Burkholderia	Corynebacterium	Cutibacterium	Effusibacillus	GGB2722	GGB796	Herbaspirillum	Lactobacillus	Meiothermus	Micrococcus	Moraxella	Paraburkholderia	Prevotella	Pseudomonas	Rothia	Staphylococcus	Streptococcus
SRR20002340	0	0.110833713243983	0	0	0.241322821658905	0	0	0.256911391646617	0	0	0	0	0	0	0	0	0.0567333152167577	0	1.19145565636069	0	0	0
SRR20002343	0	0.136121340563043	0	0.083783713096543	0.224451917276384	0	0	0.369083896178767	0.0483717940352403	0	0.144448045436875	0.00891226527330207	0	0.204922011038895	0.0142370810967236	0.0153872246659091	0.093075946013154	0	0.780058983102867	0	0.49614129878135	0
SRR20002345	0	0.0851818020034264	0.306288881224512	0.0295395208736832	0.194787752199362	0	0	0.716893208983825	0.027574926883646	0.236803274329595	0.0309854980142567	0.00585198152959231	0	0.106126337993616	0.0395795085626706	0.1222290920328	0.0966720957542142	0	0.620464765917928	0	0	0
SRR20002351	0	0.119117619772029	0.0705769479578755	0	0.205988520934395	0	0.0136108199196578	0.670422937279959	0	0.145747442881518	0	0.0272724945495028	0	0	0	0	0.123765903349124	0	0.728727779672295	0.0693257675242575	0.105797616775467	0.23972032394769
SRR20002352	0	0.0155906890256956	0	0	0.0601285596949064	0	0	0.113333800163026	0	0.0140033545058716	0	0	0	0	0	0	0.0236974866866701	0	0.218048359144324	0	1.30952412995291	0.0502832201614859
SRR20002353	0	0.133283286739854	0	0	0.299756046561057	0	0	0.24820681375126	0	0	0	0.0361254779204587	0	0	0	0	0.134106426435644	0	1.12696424452298	0	0	0
SRR20002355	0	0.137056152486108	0	0	0.269614971230455	0	0	0.451913146164122	0	0	0	0	0	0	0	0	0.114962593380097	0	0.998304952302352	0	0	0
SRR20002356	0	0	0	0	0.0376874552549917	0	0.00834766238770839	0.151095202007374	0	0	0.0450022591968096	0	0	0.0632832919931232	0	0	0	0	1.38461002631139	0	0	0.0640550893385559
SRR20002360	0	0.0964068019334852	0	0	0.266104803948574	0	0	0.478102111525955	0	0	0	0	0	0	0	0	0.131684197043467	0	0.983165033151726	0	0	0
SRR20002363	0	0.00759651267026602	0	0	0.0622037101189757	0	0	0.0450719813798713	0	0	0	0.00245069031929304	0	0	0	0	0.0296558219405503	0	0.196314166091069	0	1.33932110082373	0.0881287081102677
SRR20002365	0	0.0776070294998481	0	0	0.222072240577247	0	0	0.650685364759633	0	0.0442653154317639	0	0.00775436357588392	0	0	0	0	0.0786839735123978	0	0.827620737265479	0.168723028318365	0	0
SRR20002368	0	0.0247774561833587	0.0102801662613339	0	0.0554570500284965	0	0	0.0878044107627612	0	0.0124303981579538	0	0	0	0	0	0	0.0242013785647441	0	0.187047208198473	0	1.35273393429422	0
SRR20002369	0	0	0	0	0	0	0	0	0	0	0	0	0.56895423283182	0	0	0	0	0.125781949652759	0	0	0.984638417927621	0
