feature	Acidovorax	Acinetobacter	Alcaligenes	Anoxybacillus	Aquabacterium	Burkholderia	Corynebacterium	Cutibacterium	Effusibacillus	GGB2722	GGB796	Herbaspirillum	Lactobacillus	Meiothermus	Micrococcus	Moraxella	Paraburkholderia	Prevotella	Pseudomonas	Rothia	Staphylococcus	Streptococcus
SRR20002371	0	0	0	0	0.073337401273289	0	0	0.557614135581434	0	0	0.140751672777415	0	0	0.147035556064622	0	0	0	0	0.457537113672692	0	0.671793671080124	0.306380317021144
SRR20002373	0	0.153864285899104	0.122863799513462	0.0701777133063661	0.2837474701046	0	0	0.255118395643126	0.0418303301435122	0.0329375435329966	0.0692007315178876	0	0	0.165098220777616	0	0	0.136272944288643	0	1.06050457920639	0	0	0
SRR20002375	0	0.100702305404371	0	0.0237594201289104	0.26896929844004	0	0	0.389219830166249	0.0204333628290913	0	0.0534312768247213	0.0202659484164645	0	0.116148382851101	0	0	0.114586764687913	0	1.04090895221008	0	0	0
SRR20002377	0	0	0	0	0.078883828693217	0	0	0.226207489485721	0	0	0	0	0	0	0	0	0	0	0.294752617309668	0	1.18599726115296	0
SRR20002378	0	0	0	0	0.283590550159394	0	0	0.211613168710134	0	0	0	0	0	0	0	0	0.093098209024937	0	1.2003770588394	0	0	0
SRR20002379	0	0.0840045039055547	0.037453662060871	0	0.307123254557674	0	0	0.159500039684561	0	0	0	0.0590602403536274	0	0	0	0	0.146890791007652	0	1.17313920419935	0	0	0
SRR20002380	0	0	0	0	0.0154971759973434	0	0	0.00212527822290386	0	0	0	0	0	0	0	0	0	0	0.0812397358358947	0	1.48805785510721	0
SRR20002382	0	0.0673458582799672	0	0.114348379809529	0.210047199993616	0.122339920031584	0	0.389691653071948	0.0547283369631478	0	0.160407757346202	0	0	0.263034009869459	0	0	0.101137168691097	0	0.962438087398258	0	0.00961810159521474	0
SRR20002384	0	0.0245803322879899	0	0.0202718342981329	0.0839714465874784	0	1.23098195214949	0.124084786061878	0.00845008063595928	0	0.0583927478570336	0	0	0.0696643222119283	0	0	0.0374663997217724	0	0.283055861993668	0	0	0
SRR20002386	0	0	0	0	0.242732153420902	0	0	0.404147700057983	0	0	0	0	0	0	0	0	0.0305042328584933	0	1.09068037745097	0	0	0
SRR20002388	0.0194288996403316	0.087179583107241	0	0.0189267152005849	0.292215809927235	0	0	0.266658357428684	0.00895045904708672	0	0	0.033986564700384	0	0.0947370091942673	0.0811997240321886	0	0.143034933889702	0	1.10987588276799	0	0	0
SRR20002391	0.0189486376425287	0.12757555459989	0.0414861570934598	0	0.230488528997304	0	0.026534665442121	0.661683291144909	0	0.0899451756719136	0	0.0615929900920875	0	0	0.0372329314242738	0	0.132743706832536	0	0.80593849918036	0	0	0
SRR20002394	0	0	0	0	0	0	1.47503735939803	0	0	0	0	0	0.0095726422918363	0	0	0	0	0	0.017044504648581	0	0.0937302700668578	0
SRR20002396	0	0.146601376141973	0	0.048540388738151	0.287883794486733	0	0	0.27501535593958	0.0264932290260361	0	0.0698864027319173	0.0457404761647281	0	0.153343077690839	0.040730536611713	0.0480015852160934	0.134130280188304	0	1.02559174806666	0	0.0422337413480528	0.191596284313604
SRR20002397	0	0.122626298621427	0.118952590694547	0	0.288267423187245	0	0	0.27145109217024	0	0	0	0	0	0	0.253964696233215	0	0.130912837188925	0	1.01995922959222	0.109875925830379	0	0
SRR20002401	0.0215746269683157	0.0918260779363983	0	0	0.190779016568325	0	0.0197583713285533	0.389927823597471	0	0	0	0	0	0	0.00851003671164454	0.0111450124879408	0.0939290978713905	0	0.65986358446194	0	0.313408260842137	0.612431097455028
SRR20002402	0	0	0	0	0.278262943962719	0.109700576418476	0	0.243052629051068	0	0	0	0	0	0	0	0	0.0598893028120518	0	1.17458169042388	0	0	0
SRR20002403	0	0	0	0	0.281676878181971	0.239408866121546	0	0	0	0	0	0	0	0	0	0	0	0	1.19676578246328	0	0	0
SRR20002406	0	0	0	0.0324016706985183	0.164816915664618	0	0	0.692051055779375	0	0	0.0695965948976526	0	0	0.117443130173441	0.0438217735307464	0	0.0658956144469476	0	0.825457228167511	0	0	0
SRR20002410	0	0.0270567127197961	0	0	0.124298277347207	0	1.09494543500097	0.086803013767581	0	0	0	0	0	0	0.0188804356161191	0.0163388916464832	0.0568680183712582	0	0.441236929351516	0	0	0
SRR20002412	0	0.043268191592037	0	0	0.140623538733238	0	0.32277971804845	0.237512469932749	0	0.0623094552820779	0	0.00968127475359859	0.0533264279055738	0	0	0	0.0839418622580782	0.0993436683747457	0.490723079324538	0.0958647185806071	0.82439569598007	0.169986842342523
SRR20002416	0	0.201015921513079	0.030146678536426	0	0.258420159399661	0	0	0.225101232003075	0	0	0	0	0	0	0	0	0.0232651250808742	0	1.1641516514746	0	0	0
SRR20002417	0	0	0	0	0.123370929218658	0	0	0.100019500940099	0	0	0	0	0	0	0	0	0	0	1.41165171741274	0	0	0
SRR20002419	0.0378739803277237	0.10312507575243	0	0	0.23200685009281	0.127822356980074	0	0.655909583631377	0	0.0752578371773586	0	0.0423834964436415	0	0	0	0.0230266782177835	0.144816006281763	0	0.802763976513413	0	0.0270356553828322	0
SRR20002420	0	0	0	0	0.251826603949301	0	0	0.271885290023758	0	0	0	0	0	0	0	0	0.0321203107824248	0	1.19421289559132	0	0	0
SRR20002421	0	0.021720091449056	0	0	0.0856455035191852	0	0	0.202891525579119	0	0	0	0	0	0	0	0	0.0242717760647453	0	0.490451925789207	0	1.02344422886172	0
SRR20002422	0.00380114215129146	0.039750035543243	0	0	0.102594379948928	0.00282752895350792	0.0140971536881328	0.593284431227425	0	0.0755713821630958	0	0.0204546774415382	0	0	0	0	0.0607755002392899	0	0.323844578895465	0	0.839603349461936	0.0999953419382167
SRR20002425	0.0471857380452018	0.152806834422236	0	0	0.288363806398346	0	0	0.285244444174645	0	0	0	0.0584933661523115	0	0	0.0964487093360349	0.0573752104040232	0.155795088879352	0	1.07547685266544	0	0.0204248200533882	0
SRR20002427	0	0.0222334896762128	0	0	0.0473038698258632	0	0.180438840590556	0.0382377509207569	0	0	0	0.00670113833267505	0.0124253637338542	0	0	0	0.022638929234751	1.32146622131309	0.145222617090768	0.0164672399723985	0	0.0506705456001099
SRR20002430	0	0.0269911643563094	0	0	0.132023804535053	0	0.0176910205764837	0.385742546660833	0	0.010726575593912	0	0	0	0	0	0	0.0358649894666585	0	1.12410325908495	0.145377285931482	0.00735728902691554	0.0651452355027635
SRR20002433	0.00534816713967657	0.125522520163075	0	0	0.214697234504421	0	0	0.710945962167487	0	0.105128411044072	0	0.0438992862130881	0	0	0	0	0.110475230420308	0	0.77182989007497	0	0.0394895703688963	0
SRR20002435	0	0	0	0	0.0168798356824095	0	1.46665165207415	0.0244045383633344	0	0	0	0	0.0440064940471092	0.0132036822776624	0	0	0	0	0.0885290735843622	0	0	0
SRR20002439	0	0	0	0	0.122910670228503	0	0	0.464895131119764	0	0	0	0	0	0	0	0	0	0	1.08739851916025	0	0	0
SRR20002441	0	0	0	0	0	0	0	0	0	0	0.0769821943463177	0	0.208314270521755	0.126981229500776	0	0	0	0.217149898680001	0.418644409442948	0	1.01721324400744	0
SRR20002442	0	0.138549265687247	0	0	0.325762728741334	0	0	0.189915004786638	0	0	0	0.0392179456951163	0	0	0	0	0.122476601245145	0	1.14104529710595	0	0	0
SRR20002443	0	0.07052692503688	0	0	0.144365524824763	0.0260246102911638	0.732397744976158	0.398270527665628	0	0.102391203217909	0	0.0161639548313134	0	0	0.0141920940547517	0	0.0857127659131171	0.0240749318208451	0.472812344416395	0	0.397633868582983	0
SRR20002446	0	0	0.183177974267309	0	0.0955270059021344	0	0.0155888009427684	0.390330518915823	0	0.0182409750538782	0	0	0	0	0.0858292585580276	0	0.0307593529546111	0	0.39538119501628	0	0.434862104746815	0.763637617058732
SRR20002448	0	0.125074202237783	0	0	0.246991229002419	0	0	0.396204684670149	0	0	0	0.0320882235410565	0	0	0.0481671415505401	0	0.124248434649812	0	0.869003743991936	0.0665827333390825	0.139327231760412	0.397830368256826
SRR20002450	0	0	0.0179924037313938	0	0	0	0	0.0885487400426649	0	0	0	0	0	0	0	0	0	0	0.0541354253712285	0	1.46537817359276	0
SRR20002455	0	0.139906485966031	0	0	0.270709973423803	0	0	0.43199041414902	0	0.033500403439144	0	0.0349491221280215	0	0	0	0.0613855270446555	0.14688084579435	0	0.997968684072299	0	0	0
SRR20002456	0	0.0736063478718004	0	0	0.252464190724243	0	0	0.129789669215031	0	0	0	0	0.130234322366567	0	0	0	0.0815653861251953	0	1.23584649851679	0	0	0
SRR20002459	0	0.0565290977525871	0	0	0.205981533035211	0	0	0.159241948151453	0	0	0	0	0	0	0	0.188154834037462	0.0855136697963818	0	0.708282584687463	0	0.749728678599702	0
SRR20002464	0	0	0	0.0345905748435994	0.319672806886789	0	0	0.263048114323057	0	0	0.0740796004007304	0	0	0.133930018189876	0	0	0.119653005298129	0	1.10077586463011	0	0	0
SRR20002465	0	0.0152720983895534	0	0	0.0559852027089794	0	1.31632405391467	0.0557901134439046	0	0	0	0.0068865863065427	0	0	0	0	0.0350931234756694	0.156125134071134	0.173654642228381	0	0	0.0398432551420388
SRR20002466	0	0.0707653239251966	0	0	0.208653254386469	0	0	0.231170615981206	0	0	0	0	0	0	0	0	0.0765929087824614	0	0.703638046962114	0	0.760527052659403	0
SRR20002468	0	0	0	0	0	0	1.4468620640911	0	0	0	0	0	0	0	0	0	0	0.0903531600722003	0.00574754128358	0	0.0844013330988644	0
SRR20002473	0.00551264709282136	0.0260267717119245	0	0	0.0689611607118743	0	0.00597456320682318	0.064512199071921	0	0.00493065645951762	0	0.0111386402881054	0	0	0	0	0.0369973430595759	0	0.225467332912141	0	1.3141449487587	0.0574103726133845
SRR20002474	0	0.0909759496900825	0.0687635011938365	0	0.272918180593351	0.141276938394547	0	0.278435712485217	0	0	0	0	0	0	0.0085918227298995	0	0.126203468078504	0	1.08258222648124	0	0.130736307193652	0.078164997456728
SRR20002475	0	0.112523455547161	0.0872729849057577	0	0.245423564564066	0	0	0.414781541559072	0	0.0448802973398506	0	0	0	0	0	0	0.144353815486763	0	0.930986079668602	0	0.0693054392854986	0.299976699876695
SRR20002477	0	0.123774065032335	0	0.0266668257834045	0.2886777899705	0	0.106453726134721	0.323069991574726	0.0295662318450866	0	0	0	0	0.0971287186944815	0.0593291399887779	0	0.138185786437326	0	1.04249279576828	0.010896645794925	0	0.110302655675295
SRR20002478	0	0	0	0	0.192982844804026	0	0	0.257812912833401	0	0	0	0	0	0.118252058626749	0	0	0.102692400418407	0	1.20759251482507	0	0	0
SRR20002479	0	0	0	0	0.0348895670321786	0	0	0.0996370171017509	0	0	0	0	0	0	0	0	0	0	0.395240707134705	0	1.16015321794672	0
SRR20002481	0	0	0	0	0	0	0	0	0	0	0.342600532084264	0	0	0.642832381394905	0	0	0	0	0.813200252392517	0	0	0
SRR20002482	0	0	0	0.0375258513123115	0.270104583535906	0	0	0.294060119438801	0	0	0.113820369681183	0	0	0.133452138127493	0	0	0.0974281072549464	0	1.11131186991281	0	0	0
SRR20002486	0	0.0908196437841068	0	0	0.285791196651461	0	0	0.374437611556997	0	0	0	0	0	0	0.0200752325612753	0	0.152371259022515	0	1.05308840375612	0	0	0
SRR20002487	0.0210561031304598	0.10294239904139	0	0.0526220547948635	0.211947714828408	0.00664062897355416	0	0.336394578702032	0.0252816191552282	0	0.0869731843548797	0	0	0.130321338233474	0	0	0.11887454430689	0	1.09949199160388	0	0	0
