#Classification	GQ15_bracken_C.kreport
k__Bacteria	4531219
k__Bacteria|p__Firmicutes	1561795
k__Bacteria|p__Firmicutes|c__Bacilli	1437914
k__Bacteria|p__Firmicutes|c__Negativicutes	118991
k__Bacteria|p__Firmicutes|c__Clostridia	4390
k__Bacteria|p__Firmicutes|c__Tissierellia	497
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2
k__Bacteria|p__Actinobacteria	1350597
k__Bacteria|p__Actinobacteria|c__Actinomycetia	1350395
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	201
k__Bacteria|p__Tenericutes	23
k__Bacteria|p__Tenericutes|c__Mollicutes	23
k__Bacteria|p__Proteobacteria	1293859
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	576818
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	714674
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	2121
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	153
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	91
k__Bacteria|p__Bacteroidetes	299689
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	286047
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	13642
k__Bacteria|p__Fusobacteria	22461
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	22461
k__Bacteria|p__Candidatus_Saccharibacteria	2072
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharimonia	2072
k__Bacteria|p__Spirochaetes	677
k__Bacteria|p__Spirochaetes|c__Spirochaetia	677
k__Bacteria|p__Synergistetes	42
k__Bacteria|p__Synergistetes|c__Synergistia	42
k__Eukaryota	7252
k__Eukaryota|k__Metazoa	6887
k__Eukaryota|k__Metazoa|p__Chordata	6887
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia	6887
k__Eukaryota|k__Fungi	29
k__Eukaryota|k__Fungi|p__Basidiomycota	29
k__Eukaryota|k__Fungi|p__Basidiomycota|c__Malasseziomycetes	29
k__Eukaryota|k__Viridiplantae	331
k__Eukaryota|k__Viridiplantae|p__Streptophyta	331
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida	331
k__Eukaryota|p__Apicomplexa	3
k__Eukaryota|p__Apicomplexa|c__Conoidasida	3
k__Viruses	43
k__Viruses|k__Heunggongvirae	43
k__Viruses|k__Heunggongvirae|p__Uroviricota	29
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes	29
k__Viruses|k__Heunggongvirae|p__Peploviricota	14
k__Viruses|k__Heunggongvirae|p__Peploviricota|c__Herviviricetes	14
