#Classification	S-24-POLPIL-G_bracken_F.kreport
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Hymenobacteraceae	8
k__Eukaryota	1381
k__Eukaryota|k__Viridiplantae	1029
k__Eukaryota|k__Viridiplantae|p__Streptophyta	1029
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Bryopsida	1029
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Bryopsida|o__Funariales	1029
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Bryopsida|o__Funariales|f__Funariaceae	1029
k__Eukaryota|k__Metazoa	349
k__Eukaryota|k__Metazoa|p__Chordata	349
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia	349
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia|o__Primates	349
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia|o__Primates|f__Hominidae	349
k__Eukaryota|k__Fungi	2
k__Eukaryota|k__Fungi|p__Ascomycota	2
k__Eukaryota|k__Fungi|p__Ascomycota|c__Sordariomycetes	2
k__Eukaryota|k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales	2
k__Eukaryota|k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Clavicipitaceae	2
