#Classification	SRR5091490_bracken_P.kreport
k__Bacteria	1509136
k__Bacteria|p__Bacteroidetes	1103778
k__Bacteria|p__Firmicutes	393143
k__Bacteria|p__Actinobacteria	7743
k__Bacteria|p__Proteobacteria	4456
k__Bacteria|p__Verrucomicrobia	8
k__Bacteria|p__Spirochaetes	1
k__Bacteria|p__Fusobacteria	4
k__Archaea	3893
k__Archaea|p__Euryarchaeota	3893
k__Eukaryota	33
k__Eukaryota|k__Viridiplantae	31
k__Eukaryota|k__Viridiplantae|p__Streptophyta	31
k__Eukaryota|k__Fungi	2
k__Eukaryota|k__Fungi|p__Ascomycota	2
k__Viruses	17
k__Viruses|k__Heunggongvirae	17
k__Viruses|k__Heunggongvirae|p__Uroviricota	17
