#Classification	SRR20002432_bracken_P.kreport
k__Eukaryota	26011
k__Eukaryota|k__Fungi	22908
k__Eukaryota|k__Fungi|p__Ascomycota	22897
k__Eukaryota|k__Fungi|p__Basidiomycota	10
k__Eukaryota|k__Metazoa	3083
k__Eukaryota|k__Metazoa|p__Chordata	3083
k__Eukaryota|p__Apicomplexa	18
k__Eukaryota|k__Viridiplantae	1
k__Eukaryota|k__Viridiplantae|p__Streptophyta	1
k__Bacteria	1855
k__Bacteria|p__Actinobacteria	193
k__Bacteria|p__Firmicutes	598
k__Bacteria|p__Deinococcus-Thermus	34
k__Bacteria|p__Proteobacteria	972
k__Bacteria|p__Synergistetes	35
k__Bacteria|p__Bacteroidetes	12
k__Bacteria|p__Fusobacteria	9
