#Classification	S-12-POLPIL-G_bracken_C.kreport
k__Bacteria	2447
k__Bacteria|p__Proteobacteria	1351
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	1165
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	38
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	147
k__Bacteria|p__Acidobacteria	983
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	983
k__Bacteria|p__Planctomycetes	73
k__Bacteria|p__Planctomycetes|c__Planctomycetia	73
k__Bacteria|p__Actinobacteria	36
k__Bacteria|p__Actinobacteria|c__Actinomycetia	36
k__Bacteria|p__Bacteroidetes	2
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	2
