#Classification	SRR20002400_bracken_P.kreport
k__Bacteria	26049
k__Bacteria|p__Actinobacteria	11662
k__Bacteria|p__Firmicutes	2937
k__Bacteria|p__Deinococcus-Thermus	60
k__Bacteria|p__Chloroflexi	1
k__Bacteria|p__Proteobacteria	11331
k__Bacteria|p__Bacteroidetes	53
k__Bacteria|p__Fusobacteria	3
k__Eukaryota	4578
k__Eukaryota|k__Metazoa	3708
k__Eukaryota|k__Metazoa|p__Chordata	3708
k__Eukaryota|k__Fungi	216
k__Eukaryota|k__Fungi|p__Basidiomycota	195
k__Eukaryota|k__Fungi|p__Ascomycota	21
k__Eukaryota|p__Apicomplexa	638
k__Eukaryota|k__Viridiplantae	15
k__Eukaryota|k__Viridiplantae|p__Streptophyta	15
k__Viruses	1
k__Viruses|k__Heunggongvirae	1
k__Viruses|k__Heunggongvirae|p__Uroviricota	1
