#Classification	SRR5091617_bracken_P.kreport
k__Bacteria	2223693
k__Bacteria|p__Bacteroidetes	1527505
k__Bacteria|p__Firmicutes	625990
k__Bacteria|p__Actinobacteria	13476
k__Bacteria|p__Verrucomicrobia	33135
k__Bacteria|p__Kiritimatiellaeota	32
k__Bacteria|p__Proteobacteria	23523
k__Bacteria|p__Spirochaetes	13
k__Bacteria|p__Fusobacteria	6
k__Bacteria|p__Synergistetes	7
k__Bacteria|p__Candidatus_Saccharibacteria	2
k__Archaea	1
k__Archaea|p__Euryarchaeota	1
k__Eukaryota	1
k__Eukaryota|k__Viridiplantae	1
k__Eukaryota|k__Viridiplantae|p__Streptophyta	1
k__Viruses	483
k__Viruses|k__Heunggongvirae	483
k__Viruses|k__Heunggongvirae|p__Uroviricota	483
