#Classification	SRR20002347_bracken_P.kreport
k__Bacteria	848295
k__Bacteria|p__Proteobacteria	556352
k__Bacteria|p__Actinobacteria	159487
k__Bacteria|p__Firmicutes	132054
k__Bacteria|p__Deinococcus-Thermus	57
k__Bacteria|p__Bacteroidetes	321
k__Bacteria|p__Verrucomicrobia	15
k__Bacteria|p__Chlamydiae	7
k__Eukaryota	4686
k__Eukaryota|k__Fungi	3058
k__Eukaryota|k__Fungi|p__Basidiomycota	2978
k__Eukaryota|k__Fungi|p__Ascomycota	79
k__Eukaryota|k__Metazoa	989
k__Eukaryota|k__Metazoa|p__Chordata	989
k__Eukaryota|k__Viridiplantae	639
k__Eukaryota|k__Viridiplantae|p__Streptophyta	639
k__Archaea	1
k__Archaea|p__Euryarchaeota	1
k__Viruses	1
k__Viruses|k__Heunggongvirae	1
k__Viruses|k__Heunggongvirae|p__Uroviricota	1
