#Classification	SRR5091611_bracken_P.kreport
k__Bacteria	8893113
k__Bacteria|p__Bacteroidetes	7712778
k__Bacteria|p__Firmicutes	887436
k__Bacteria|p__Actinobacteria	3217
k__Bacteria|p__Tenericutes	79
k__Bacteria|p__Proteobacteria	289546
k__Bacteria|p__Verrucomicrobia	25
k__Bacteria|p__Fusobacteria	20
k__Bacteria|p__Synergistetes	5
k__Bacteria|p__Spirochaetes	1
k__Eukaryota	112
k__Eukaryota|k__Metazoa	48
k__Eukaryota|k__Metazoa|p__Chordata	48
k__Eukaryota|k__Fungi	21
k__Eukaryota|k__Fungi|p__Ascomycota	21
k__Eukaryota|k__Viridiplantae	43
k__Eukaryota|k__Viridiplantae|p__Streptophyta	43
k__Archaea	1
k__Archaea|p__Euryarchaeota	1
k__Viruses	108
k__Viruses|k__Heunggongvirae	104
k__Viruses|k__Heunggongvirae|p__Uroviricota	104
k__Viruses|k__Shotokuvirae	3
k__Viruses|k__Shotokuvirae|p__Cossaviricota	3
k__Viruses|k__Sangervirae	1
k__Viruses|k__Sangervirae|p__Phixviricota	1
