#Classification	SRR5091612_bracken_P.kreport
k__Bacteria	1423947
k__Bacteria|p__Firmicutes	652166
k__Bacteria|p__Actinobacteria	56027
k__Bacteria|p__Bacteroidetes	592612
k__Bacteria|p__Verrucomicrobia	93773
k__Bacteria|p__Proteobacteria	29314
k__Bacteria|p__Fusobacteria	22
k__Bacteria|p__Spirochaetes	30
k__Eukaryota	191
k__Eukaryota|k__Fungi	142
k__Eukaryota|k__Fungi|p__Ascomycota	142
k__Eukaryota|k__Viridiplantae	49
k__Eukaryota|k__Viridiplantae|p__Streptophyta	49
k__Viruses	2049
k__Viruses|k__Heunggongvirae	2049
k__Viruses|k__Heunggongvirae|p__Uroviricota	2049
