#Classification	SRR20002429_bracken_O.kreport
k__Bacteria	2651342
k__Bacteria|p__Firmicutes	2090496
k__Bacteria|p__Firmicutes|c__Bacilli	2088401
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	2085406
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2994
k__Bacteria|p__Firmicutes|c__Clostridia	1693
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	877
k__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales	517
k__Bacteria|p__Firmicutes|c__Clostridia|o__Thermosediminibacterales	298
k__Bacteria|p__Firmicutes|c__Negativicutes	287
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	274
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	10
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	2
k__Bacteria|p__Firmicutes|c__Tissierellia	102
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales	102
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	12
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	12
k__Bacteria|p__Actinobacteria	80713
k__Bacteria|p__Actinobacteria|c__Actinomycetia	80555
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales	27328
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	19650
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales	15735
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micromonosporales	7306
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	9140
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales	1028
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptosporangiales	137
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Pseudonocardiales	95
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales	88
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Geodermatophilales	39
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Jiangellales	1
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Sporichthyales	3
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	82
