#Classification	GQ22_bracken_P.kreport
k__Bacteria	5846754
k__Bacteria|p__Firmicutes	4602534
k__Bacteria|p__Actinobacteria	423017
k__Bacteria|p__Tenericutes	150
k__Bacteria|p__Proteobacteria	366649
k__Bacteria|p__Bacteroidetes	286301
k__Bacteria|p__Fusobacteria	89381
k__Bacteria|p__Candidatus_Saccharibacteria	75495
k__Bacteria|p__Spirochaetes	3149
k__Bacteria|p__Synergistetes	74
k__Eukaryota	7200
k__Eukaryota|k__Metazoa	7095
k__Eukaryota|k__Metazoa|p__Chordata	7095
k__Eukaryota|k__Fungi	24
k__Eukaryota|k__Fungi|p__Basidiomycota	24
k__Eukaryota|k__Viridiplantae	80
k__Eukaryota|k__Viridiplantae|p__Streptophyta	80
k__Viruses	76
k__Viruses|k__Heunggongvirae	76
k__Viruses|k__Heunggongvirae|p__Uroviricota	71
k__Viruses|k__Heunggongvirae|p__Peploviricota	5
