feature	Acidaminococcaceae	Actinobacteria.fam...Actinomycetaceae.Streptomycetaceae.	Actinobacteria.fam...Sanguibacteraceae.Actinomycetaceae.Promicromonosporaceae.	Actinomycetaceae	Akkermansiaceae	Atopobiaceae	Bacillales.fam..incertae.sedis	Bacteria.fam..incertae.sedis	Bacteroidaceae	Bacteroidales.fam..incertae.sedis	Barnesiellaceae	Bifidobacteriaceae	Bradyrhizobiaceae	Burkholderiaceae	Campylobacteraceae	Carnobacteriaceae	Catabacteriaceae	Christensenellaceae	Clostridia.fam..incertae.sedis	Clostridiaceae	Clostridiales.Family.XIII..Incertae.Sedis	Clostridiales.fam...Clostridiaceae.Ruminococcaceae.	Clostridiales.fam...Eubacteriaceae.Clostridiaceae.	Clostridiales.fam...Eubacteriaceae.Ruminococcaceae.	Clostridiales.fam...Lachnospiraceae.Clostridiaceae.Ruminococcaceae.	Clostridiales.fam...Lachnospiraceae.Clostridiaceae.	Clostridiales.fam...Lachnospiraceae.Ruminococcaceae.	Clostridiales.fam..incertae.sedis	Coriobacteriaceae	Coriobacteriia.fam..incertae.sedis	Corynebacteriaceae	Desulfovibrionaceae	Eggerthellaceae	Enterobacteriaceae	Erysipelotrichaceae	Eubacteriaceae	Firmicutes.fam...Carnobacteriaceae.Acidaminococcaceae.	Firmicutes.fam...Erysipelotrichaceae.Clostridiaceae.	Firmicutes.fam...Erysipelotrichaceae.Eubacteriaceae.Clostridiaceae.	Firmicutes.fam...Erysipelotrichaceae.Lachnospiraceae.	Firmicutes.fam...Erysipelotrichaceae.Peptostreptococcaceae.	Firmicutes.fam...Lachnospiraceae.Lactobacillaceae.	Firmicutes.fam..incertae.sedis	Lachnospiraceae	Lactobacillaceae	Leuconostocaceae	Micrococcaceae	Odoribacteraceae	Oscillospiraceae	Pasteurellaceae	Peptoniphilaceae	Peptostreptococcaceae	Phyllobacteriaceae	Porphyromonadaceae	Prevotellaceae	Rikenellaceae	Ruminococcaceae	Saccharibacteria.fam..incertae.sedis	Selenomonadaceae	Staphylococcaceae	Streptococcaceae	Sutterellaceae	Tannerellaceae	Tissierellaceae	Tissierellia.fam..incertae.sedis	Veillonellaceae
NS10	0.0196544971189319	0	0	0.011347042123354	0.011347042123354	0	0	0.0376419622430108	0.0652286412452491	0	0.011347042123354	0.283090957143855	0	0	0	0	0	0	0	0.207613086741243	0	0	0.011347042123354	0	0.0376419622430108	0	0.0520210235272105	0.330301186650807	0.377451626368221	0.0160474852606047	0	0.011347042123354	0.114282516839776	0.011347042123354	0.0481590031403153	0.325232124780806	0.0160474852606047	0	0.0160474852606047	0	0.011347042123354	0	0.0277974465486283	0.62893673439875	0	0	0	0	0.0481590031403153	0	0	0.0196544971189319	0	0	0.0652286412452491	0.0160474852606047	0.27234768105314	0	0	0	0.0253749360676207	0.011347042123354	0.0226955455685447	0	0	0.289506900474843
NS11	0.130575409451578	0	0	0	0.0504494513594893	0	0.0110045256300832	0.0110045256300832	0.442007287842351	0.0504494513594893	0	0.183851205357027	0	0	0	0	0.0110045256300832	0.015563063532963	0	0.100422680266294	0.04118597643667	0	0	0.01906116702772	0.0348056902527017	0	0.0440314405070671	0.258098933261309	0.10458655268274	0.015563063532963	0	0.0874553917705585	0.03112989817777	0.0246088544860562	0.0747042824187784	0.0921991793626022	0	0	0	0	0	0.01906116702772	0.1448258324749	0.231577242012523	0.0527993143503887	0	0	0.0582622571397084	0.166935605971692	0.0110045256300832	0	0.0110045256300832	0	0	0.564555159634347	0.127250966346618	0.398935753476553	0	0	0	0.0330189100479116	0.0572112432480725	0.194026072571647	0	0	0.210042829960212
NS13	0	0	0	0.0188600930399167	0	0	0	0.0326705143810642	0.351143452770406	0	0	0	0	0	0	0	0	0	0	0.107997837015298	0.0392681780377687	0.0108884494217406	0	0	0.0931638251213026	0	0	0.153031883527944	0	0	0	0	0.0596727230165975	0	0.058668586454524	0.282843556620016	0	0	0	0	0.0288115460326335	0	0.256525783396915	0.813688299769966	0.0108884494217406	0	0	0	0.0188600930399167	0	0.0243492379632131	0.0288115460326335	0	0.0153988971480164	0.0243492379632131	0.0975419303154563	0.382659193769544	0	0	0	0.0644602935105956	0	0	0	0.0266737810736302	0.0153988971480164
NS21	0	0	0	0.0145583904109084	0	0	0.0102941547550547	0.0272386605526306	0.473848959051106	0.0927788044396291	0	0.0471904232800765	0	0	0	0	0	0	0	0.236717444456754	0.0230200563519704	0	0	0	0.0325581524935915	0	0.0843598232811104	0.221134379121425	0	0	0.0145583904109084	0.0272386605526306	0.0308868295865199	0.0325581524935915	0.0554631720848135	0.113005186184835	0	0	0.0325581524935915	0.0145583904109084	0.0145583904109084	0.06987396590875	0.0308868295865199	0.59250659239821	0	0	0	0	0.0659614092558626	0.0178306289562638	0	0.0564123277565996	0	0	0.0205894005801441	0	0.561208068377883	0	0	0	0.0659614092558626	0	0.0791521294283127	0	0	0.168368089920695
NS25	0	0	0	0	0	0	0	0.0454103579424993	0.540805502939037	0	0	0.0725778101194711	0	0	0	0	0	0	0	0.292746346067949	0	0.00842969380088173	0	0	0.0326534795299203	0	0.0759393121913145	0.344035775434013	0	0	0	0.0553047325382689	0.014601003826968	0.00842969380088173	0.0625563342657819	0.100263787072519	0.163530387009296	0	0	0	0.0188502614620179	0	0.0404379324318026	0.420867906130355	0	0	0	0.0238447517367027	0.060235761421879	0	0	0.0337247683672862	0	0	0.01192152849683	0.114595223158728	0.562143459624816	0	0	0	0.014601003826968	0.0223044586111038	0.0877153470055983	0	0	0
NS27	0	0	0	0	0.0780251796326062	0.0304478326072846	0	0	0.32684764026134	0	0	0.456763949091842	0	0	0	0	0	0	0	0.244050262419776	0.0101478835956362	0.0175772534028403	0	0.0268515420853727	0.069625431049539	0	0.069625431049539	0.326678268919587	0.0964189499879828	0.0143515209465081	0	0	0.0175772534028403	0	0.0850041605939139	0.252267829162737	0	0	0	0	0.0101478835956362	0.0268515420853727	0.161470703675688	0.450358415406608	0.0175772534028403	0	0	0	0.0609239383913094	0.0248592705079222	0	0.0665921872015043	0	0	0.0442472765269227	0.0868110632824642	0.428286751723121	0	0	0	0.139217107548644	0.0101478835956362	0.0837781245430694	0	0	0.102160830819019
NS28	0	0	0	0.00853496289701273	0.167152319363404	0.022583034600895	0	0.0585454863519409	0.118539898881923	0.0190856841986772	0.0967115988425292	0.108169196199034	0	0	0.0241425727162637	0	0	0	0.0381783250477796	0.465865663055612	0.0147833483708743	0.0170705476077187	0.0572849020520853	0.0170705476077187	0.022583034600895	0.0190856841986772	0.0241425727162637	0.311309177365723	0.0319399496195288	0	0.00853496289701273	0.0170705476077187	0.0256073763536496	0.0147833483708743	0.184090358727305	0.112495674118033	0.053325448233775	0	0	0	0	0	0.0879852319623814	0.211325619595043	0	0	0	0.0283107075226251	0.0871491018367254	0.0147833483708743	0.0190856841986772	0.0241425727162637	0	0.022583034600895	0.656423083780924	0.0920531991339557	0.335135100565606	0	0	0.00853496289701273	0.03621825899059	0.0519388711672724	0.0787689435185222	0	0.00853496289701273	0.13233160860766
NS29	0	0	0	0.0197279852143022	0	0	0	0.0369136694506245	0.189309501546538	0.0732139724511807	0	0.44416853230469	0	0	0	0	0	0	0	0.196038869102599	0.035570324624188	0.0170846592740458	0.0669465093332029	0	0	0	0.119463295457956	0.22033578046	0.125088599063363	0	0	0.0197279852143022	0.0738777584726765	0	0.167883308627978	0.109609219848235	0	0	0.131976327704795	0	0.0311957197287358	0	0.225970511516164	0.475843906323729	0	0.00986351272037568	0	0	0.0662137544089903	0	0.0197279852143022	0.159099257755452	0	0	0.0139493396627793	0.0531407878685879	0.548334662324137	0	0	0	0.0738777584726765	0.00986351272037568	0	0	0	0.130852995134412
NS30	0	0.0102432638582557	0.0102432638582557	0.0144864160193594	0	0.0102432638582557	0.0144864160193594	0.0354905364091229	0.124085849794542	0	0	0.288207449475743	0	0	0	0	0	0	0	0.193935896444818	0	0	0	0	0.0339790069114127	0	0.0833115553153834	0.232267475696972	0.14053420900918	0	0	0	0.0307340924555508	0.0984069681332306	0.0579761104317644	0.17985588434065	0	0	0.0354905364091229	0.0102432638582557	0.020487602682776	0.0588760505887041	0.0446634189860826	0.925455715350286	0.0102432638582557	0	0	0	0	0	0.0144864160193594	0.0753422522051233	0	0	0.0177424740405847	0.0177424740405847	0.279425521234798	0.0422458852999327	0	0	0.0597625021631726	0.0271039732790176	0.0144864160193594	0	0.0102432638582557	0.0597625021631726
NS32	0	0	0	0.00965489077188246	0.0453002402137253	0	0	0.0167232810361516	0.194561200715865	0	0.0289682736551798	0.108154011556414	0	0	0.0215903339959811	0	0	0	0	0.289452811115403	0.0386285690826695	0	0	0.0193106816897519	0.036132593854103	0	0.0273111257745002	0.321004099036919	0.047316030248881	0.00965489077188246	0	0.047316030248881	0.0236513934829272	0.0167232810361516	0.168860393530065	0.391500779958708	0.0348176972344628	0.0136542896214685	0	0	0	0	0.0976632820509817	0.357403329300903	0.0831489993639024	0	0	0.0348176972344628	0.144353210630776	0	0.0167232810361516	0.0273111257745002	0	0.00965489077188246	0.387786922044327	0.0735947309048971	0.454070403353647	0	0	0	0.0334512413314257	0.0273111257745002	0.047316030248881	0	0.00965489077188246	0.277122267556528
