name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Gilliamella apicola	1196095	S	1230	5980	7210	0.24327
Gilliamella apis	1970738	S	921	1531	2452	0.08273
Gilliamella sp. wkB7	3120264	S	291	1750	2041	0.06886
Frischella perrara	1267021	S	2217	4218	6435	0.21712
Rahnella aceris	2703885	S	2	6	8	0.00027
Rahnella victoriana	1510570	S	1	2	3	0.00010
Snodgrassella alvi	1196083	S	1461	1866	3327	0.11225
Commensalibacter melissae	2070537	S	30	62	92	0.00310
Bartonella apihabitans	2750929	S	6	9	15	0.00051
Sphingomonas sp. PAMC26645	2565555	S	1	0	1	0.00003
Lactobacillus apis	303541	S	2163	1341	3504	0.11823
Lactobacillus sp. IBH004	2879107	S	1107	1131	2238	0.07551
Lactobacillus sp. wkB8	1545702	S	6	97	103	0.00348
Lactobacillus kullabergensis	1218493	S	153	228	381	0.01286
Lactobacillus helsingborgensis	1218494	S	99	798	897	0.03027
Lactobacillus gasseri	1596	S	3	412	415	0.01400
Apilactobacillus kunkeei	148814	S	53	79	132	0.00445
Bombilactobacillus mellifer	1218492	S	7	15	22	0.00074
Bombilactobacillus bombi	1303590	S	2	4	6	0.00020
Bifidobacterium coryneforme	1687	S	106	51	157	0.00530
Bifidobacterium asteroides	1684	S	97	14	111	0.00375
Thermobifida alba	53522	S	1	4	5	0.00017
Cutibacterium acnes	1747	S	2	4	6	0.00020
Rhodococcoides fascians	1828	S	1	1	2	0.00007
Apis mellifera filamentous virus	1100043	S	64	0	64	0.00216
Badaztecvirus badaztec1	2843847	S	1	0	1	0.00003
