name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Staphylococcus epidermidis	57090	S	36894	309894	346788	0.97716
Staphylococcus petrasii	57110	S	7	40	47	0.00013
Staphylococcus argenteus	57068	S	4	32	36	0.00010
Staphylococcus hominis	57097	S	1	2	3	0.00001
Staphylococcus saccharolyticus	57118	S	1	2	3	0.00001
Gemella sp900766305	56999	S	4	10	14	0.00004
Weizmannia coagulans	54027	S	2	47	49	0.00014
Weizmannia acidilactici	54025	S	1	4	5	0.00001
Bacillus_J hisashii	54033	S	45	78	123	0.00035
Bacillus_O smithii	54295	S	1	8	9	0.00003
Limosilactobacillus portuensis	55617	S	38	51	89	0.00025
Streptococcus oralis_BD	56048	S	2	41	43	0.00012
Streptococcus sp000187445	56205	S	1	5	6	0.00002
Thermicanus aegyptius	57151	S	3	20	23	0.00006
Caenibacillus caldisaponilyticus	54780	S	1	3	4	0.00001
Sporolactobacillus pectinivorans	54793	S	1	1	2	0.00001
Pseudogracilibacillus auburnensis	54494	S	1	0	1	0.00000
Brevibacillus parabrevis	54826	S	1	0	1	0.00000
Stutzerimonas stutzeri_AO	139038	S	45	2339	2384	0.00672
Stutzerimonas stutzeri	139027	S	15	1075	1090	0.00307
Stutzerimonas frequens	139002	S	2	48	50	0.00014
Stutzerimonas stutzeri_G	139046	S	2	60	62	0.00017
Stutzerimonas sp003488145	139015	S	1	67	68	0.00019
Stutzerimonas stutzeri_AE	139032	S	1	22	23	0.00006
Stutzerimonas stutzeri_C	139043	S	1	40	41	0.00012
Stutzerimonas songnenensis	139012	S	1	9	10	0.00003
Pseudomonas aeruginosa	138123	S	32	1565	1597	0.00450
Pseudomonas_E benzenivorans	138212	S	1	28	29	0.00008
Pseudomonas_E veronii	138942	S	1	37	38	0.00011
Aquabacterium parvum	126468	S	47	616	663	0.00187
Paraburkholderia phytofirmans	128028	S	2	14	16	0.00005
Paraburkholderia phenoliruptrix	128024	S	2	53	55	0.00015
Paraburkholderia unamae	128103	S	1	3	4	0.00001
Paraburkholderia agricolaris	127963	S	1	6	7	0.00002
Herbaspirillum huttiense	127116	S	1	15	16	0.00005
Cupriavidus basilensis	126906	S	3	171	174	0.00049
Alcaligenes ammonioxydans	126412	S	1	11	12	0.00003
Hylemonella sp019745555	127248	S	1	11	12	0.00003
Curvibacter sp003987795	126972	S	1	33	34	0.00010
Tepidiphilus succinatimandens	131059	S	2	97	99	0.00028
Thiobacillus sp018262815	131481	S	1	8	9	0.00003
Pseudoxanthomonas taiwanensis	141040	S	3	81	84	0.00024
Dryocola boscaweniae	132936	S	1	1	2	0.00001
Sphingomonas sp000797515	125108	S	1	21	22	0.00006
Novosphingobium silvae	124454	S	1	12	13	0.00004
Sphingopyxis sp030145715	125440	S	1	0	1	0.00000
Brevundimonas pondensis	114374	S	1	4	5	0.00001
Vitreimonas sp937967425	115121	S	3	1	4	0.00001
Skermanella aerolata	114193	S	1	0	1	0.00000
Paracoccus salipaludis	121859	S	1	3	4	0.00001
Elioraea tepidiphila	113779	S	1	1	2	0.00001
Cutibacterium acnes	48418	S	56	502	558	0.00157
Cutibacterium avidum	48419	S	3	4	7	0.00002
Cutibacterium namnetense	48422	S	2	4	6	0.00002
Cutibacterium modestum	48421	S	1	2	3	0.00001
Propionicimonas sp023412435	48530	S	2	1	3	0.00001
Bifidobacterium thermacidophilum	42880	S	25	60	85	0.00024
UBA3913 sp002391425	44759	S	14	16	30	0.00008
Microbacterium sediminis	44243	S	2	17	19	0.00005
Microbacterium barkeri	44136	S	1	2	3	0.00001
Rothia terrae	45271	S	2	12	14	0.00004
Dermacoccus nishinomiyaensis	43368	S	1	7	8	0.00002
Corynebacterium kefirresidentii	46075	S	10	82	92	0.00026
Corynebacterium sp946223355	46233	S	1	0	1	0.00000
Mycobacterium hippocampi_A	46477	S	2	2	4	0.00001
Mycobacterium abscessus	46373	S	1	1	2	0.00001
Lawsonella clevelandensis_A	46365	S	4	7	11	0.00003
Gordonia jacobaea	46311	S	1	0	1	0.00000
Pseudonocardia thermophila	47506	S	1	2	3	0.00001
Catenulispora pinistramenti	48783	S	1	0	1	0.00000
JJ008 sp002352145	83490	S	17	6	23	0.00006
Sphingobacterium sp000814685	90242	S	16	19	35	0.00010
Seramator thermalis	78693	S	3	7	10	0.00003
Proteiniphilum sp012727735	78669	S	1	0	1	0.00000
LD21 sp012517605	82703	S	2	0	2	0.00001
Chryseobacterium hispalense	89073	S	1	0	1	0.00000
Chryseobacterium foetidum	89058	S	1	0	1	0.00000
PHOS-HE28 sp002342985	88507	S	1	0	1	0.00000
Anaerococcus sp943913325	71394	S	7	14	21	0.00006
Eisenbergiella tayi	61567	S	1	3	4	0.00001
MWBF01 sp029555885	94370	S	7	14	21	0.00006
UBA1450 sp016700135	108249	S	1	5	6	0.00002
RZYP01 sp012517145	72566	S	1	1	2	0.00001
Parachlamydia acanthamoebae	93395	S	1	0	1	0.00000
