#Classification	SRR5091561_bracken_P.kreport
k__Bacteria	1905525
k__Bacteria|p__Bacteroidetes	1587746
k__Bacteria|p__Ignavibacteriae	1
k__Bacteria|p__Gemmatimonadetes	1
k__Bacteria|p__Proteobacteria	162054
k__Bacteria|p__Firmicutes	140228
k__Bacteria|p__Actinobacteria	11460
k__Bacteria|p__Fusobacteria	3971
k__Bacteria|p__Verrucomicrobia	47
k__Bacteria|p__Planctomycetes	2
k__Bacteria|p__Spirochaetes	10
k__Bacteria|p__Candidatus_Saccharibacteria	2
k__Bacteria|p__Nitrospirae	1
k__Eukaryota	51
k__Eukaryota|k__Viridiplantae	36
k__Eukaryota|k__Viridiplantae|p__Streptophyta	36
k__Eukaryota|k__Fungi	14
k__Eukaryota|k__Fungi|p__Ascomycota	14
k__Archaea	7
k__Archaea|p__Candidatus_Thermoplasmatota	4
k__Archaea|p__Euryarchaeota	3
k__Viruses	3191
k__Viruses|k__Heunggongvirae	3191
k__Viruses|k__Heunggongvirae|p__Uroviricota	3191
