#Classification	SRR20002456_bracken_P.kreport
k__Bacteria	750669
k__Bacteria|p__Proteobacteria	695304
k__Bacteria|p__Actinobacteria	9691
k__Bacteria|p__Firmicutes	45487
k__Bacteria|p__Deinococcus-Thermus	6
k__Bacteria|p__Bacteroidetes	162
k__Bacteria|p__Fusobacteria	13
k__Bacteria|p__Verrucomicrobia	3
k__Eukaryota	799
k__Eukaryota|k__Fungi	540
k__Eukaryota|k__Fungi|p__Basidiomycota	437
k__Eukaryota|k__Fungi|p__Ascomycota	102
k__Eukaryota|k__Metazoa	164
k__Eukaryota|k__Metazoa|p__Chordata	164
k__Eukaryota|k__Viridiplantae	94
k__Eukaryota|k__Viridiplantae|p__Streptophyta	94
