#Classification	SRR5091561_bracken_P.kreport
k__Bacteria	1709114
k__Bacteria|p__Bacteroidetes	1424231
k__Bacteria|p__Firmicutes	116275
k__Bacteria|p__Actinobacteria	8930
k__Bacteria|p__Proteobacteria	157870
k__Bacteria|p__Fusobacteria	1770
k__Bacteria|p__Verrucomicrobia	30
k__Bacteria|p__Spirochaetes	6
k__Eukaryota	3
k__Eukaryota|k__Viridiplantae	3
k__Eukaryota|k__Viridiplantae|p__Streptophyta	3
k__Archaea	1
k__Archaea|p__Euryarchaeota	1
k__Viruses	188
k__Viruses|k__Heunggongvirae	188
k__Viruses|k__Heunggongvirae|p__Uroviricota	188
