name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Blautia wexlerae	418240	S	130009	1305603	1435612	0.60142
Blautia parvula	2877527	S	3301	22882	26183	0.01097
Blautia luti	89014	S	247	1159	1406	0.00059
Blautia coccoides	1532	S	89	1982	2071	0.00087
Blautia obeum	40520	S	43	316	359	0.00015
Blautia argi	1912897	S	7	55	62	0.00003
Blautia producta	33035	S	6	169	175	0.00007
Blautia pseudococcoides	1796616	S	3	1	4	0.00000
Blautia sp. SC05B48	2479767	S	1	16	17	0.00001
[Clostridium] scindens	29347	S	51145	161239	212384	0.08897
[Clostridium] symbiosum	1512	S	4832	5121	9953	0.00417
[Clostridium] hylemonae	89153	S	2	6	8	0.00000
Enterocloster bolteae	208479	S	9106	23694	32800	0.01374
Enterocloster clostridioformis	1531	S	99	652	751	0.00031
Enterocloster asparagiformis	333367	S	11	6	17	0.00001
[Ruminococcus] torques	33039	S	13602	66585	80187	0.03359
Mediterraneibacter gnavus	33038	S	716	3868	4584	0.00192
[Ruminococcus] lactaris	46228	S	7	9	16	0.00001
Mediterraneibacter glycyrrhizinilyticus	342942	S	1	9	10	0.00000
Eisenbergiella porci	2652274	S	8851	19504	28355	0.01188
Sellimonas intestinalis	1653434	S	2879	10128	13007	0.00545
Sellimonas catena	2994035	S	15	120	135	0.00006
Sellimonas caecigallum	2592333	S	1	5	6	0.00000
Anaerostipes caccae	105841	S	1206	2569	3775	0.00158
Anaerostipes hadrus	649756	S	7	34	41	0.00002
Anaerostipes sp. PC18	3036926	S	1	5	6	0.00000
Hungatella hathewayi	154046	S	2398	4166	6564	0.00275
Roseburia hominis	301301	S	926	6196	7122	0.00298
Roseburia intestinalis	166486	S	114	604	718	0.00030
Roseburia faecis	301302	S	8	18	26	0.00001
Wansuia hejianensis	2763667	S	794	2007	2801	0.00117
Dorea formicigenerans	39486	S	49	343	392	0.00016
Dorea longicatena	88431	S	15	76	91	0.00004
Anaerobutyricum hallii	39488	S	50	140	190	0.00008
Coprococcus comes	410072	S	29	220	249	0.00010
Coprococcus sp. ART55/1	751585	S	4	28	32	0.00001
Agathobacter rectalis	39491	S	35	170	205	0.00009
