feature	X1XD42.69	X43.108	AF33.28	Acetatifactor	Acidaminococcus	Actinomyces	Acutalibacter	Adlercreutzia	Agathobacter	Agathobaculum	Akkermansia	Alangreenwoodia	Alistipes	Amedibacillus	Anaerobutyricum	Anaerococcus	Anaerofustis	Anaeromassilibacillus	Anaerostipes	Anaerotardibacter	Anaerotignum	Anaerotruncus	Angelakisella	Avimicrobium	Avimonas	Bacteroides	Bariatricus	Barnesiella	Bianquea	Bifidobacterium	Bilophila	Bittarella	Blautia	Bradyrhizobium	Bulleidia	Butyribacter	Butyricicoccus	Butyricimonas	CAG.103	CAG.170	CAG.177	CAG.194	CAG.217	CAG.238	CAG.245	CAG.269	CAG.273	CAG.274	CAG.302	CAG.317	CAG.41	CAG.95	CAJFUH01	CAJFUR01	CAKTAA01	CAKTFW01	CAKTXU01	COE1	Campylobacter	Catenibacillus	Catenibacterium	Choladocola	Choladousia	Christensenella	Clostridium	Clostridium.AP	Clostridium.AQ	Collinsella	Coprobacillus	Coprococcus	Copromonas	DXTB01	Desulfovibrio	Dialister	Dielma	Diplocloster	Dorea	Dysosmobacter	ER4	Egerieenecus	Egerieimonas	Egerieisoma	Eggerthella	Eisenbergiella	Emergencia	Enterenecus	Enterocloster	Escherichia	Eubacterium	Evtepia	Ezakiella	F23.B02	Faecalibacillus	Faecalibacterium	Faecalimonas	Faecalitalea	Faecivicinus	Faecousia	Fenollaria	Fimadaptatus	Fimenecus	Fimisoma	Flavonifractor	Flemingibacterium	Fournierella	Frisingicoccus	Fusicatenibacter	Geddesella	Gemella	Gemmiger	Gordonibacter	Guopingia	HGM11616	HGM13006	Haemophilus	Heritagella	Holdemanella	Holdemania	Hominisplanchenecus	Hungatella	Hydrogeniiclostridium	Instestinimonas	Intestinibacter	Intestinimonas	JAGTTR01	JAGZHZ01	JAGZMM01	JAHZGC01	JAHZIE01	JAJEQR01	JANFXS01	KLE1615	Klebsiella	Lachnoclostridium	Lachnospira	Lactobacillus	Lactococcus	Lactonifactor	Lawsonibacter	Lentihominibacter	Ligaoa	Ligilactobacillus	Limiplasma	Limivivens	Limosilactobacillus	Limousia	Longibaculum	Longicatena	Luoshenia	Marvinbryantia	Massiliimalia	Massilimicrobiota	Massilioclostridium	Massilistercora	Mediterranea	Mediterraneibacter	Megamonas	Megasphaera	Merdibacter	Merdimonas	Merdisoma	Merdivicinus	Mesorhizobium	Metalachnospira	Monoglobus	Muricomes	NSJ.51	Nanosynbacter	Negativibacillus	Neoanaerotignum	Neobittarella	Odoribacter	Oliverpabstia	Onthomonas	Oxalobacter	Parabacteroides	Paralachnospira	Paraprevotella	Pararuminococcus	Parasutterella	Paratractidigestivibacter	Pauljensenia	PeH17	Peptoniphilus	Phascolarctobacterium	Phil1	Phil12	Phocaeicola	Phocea	Porphyromonas	Prevotella	Pseudobutyricicoccus	Pseudoflavonifractor	Pseudolachnospira	Pseudoruminococcus	Pseudoscilispira	Pullichristensenella	QALW01	QAMM01	QANA01	QAND01	RUG115	RUG705	Ralstonia	Raoultibacter	Romboutsia	Roseburia	Ruminiclostridium	Ruminococcus	Ruthenibacterium	SFEL01	Sarcina	Scatomonas	Scatomorpha	Schaedlerella	Sellimonas	Senegalimassilia	Slackia	Staphylococcus	Streptococcus	Sutterella	Terrisporobacter	Thomasclavelia	Turicibacter	UBA11524	UBA11774	UBA1417	UBA3402	UBA3818	UBA4285	UBA644	UBA737	UBA738	UBA9414	UMGS1071	UMGS1264	UMGS1312	UMGS1370	UMGS1590	UMGS1623	UMGS1696	UMGS1766	UMGS1783	UMGS1975	UMGS856	UMGS911	Veillonella	Ventricola	Ventrimonas	Ventrisoma	Vescimonas	Wujia	Yeguia	Zhenpiania
NS34	0	0	0	300	0	0	3832	0	1604	101	6285	81	14202	0	398	1668	56	243	1642	0	0	1026	0	0	66	488362	811	0	282	15501	0	0	6073	0	0	0	0	0	0	3811	0	0	0	0	0	0	0	0	0	284	0	0	73	0	0	0	129	0	331	0	0	0	0	0	19313	142	1739	3000	5708	766	442	0	0	827	83	136	1832	4425	0	0	0	0	1434	11289	0	69	5590	25985	888	1956	563	0	256	3944	16066	0	0	4417	1821	0	7959	1912	1313	0	2514	0	413	0	0	7844	597	76	96	0	0	235	0	1435	0	123857	737	0	6077	217	0	0	0	0	0	0	0	0	311	284	0	0	0	0	1829	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3448	0	0	0	0	0	0	0	451	482	371	161	0	0	0	0	8287	391	1377	570	47548	0	0	0	199	0	163	0	3421	8255	0	0	372	0	3628	1853	0	863	0	3330	80	112	0	137	0	58	0	0	0	0	356	763	1974	47357	5675	0	0	0	0	1110	0	0	480	0	211	0	211	324	1659	0	255	4666	0	0	195	0	0	0	796	1631	466	0	0	0	131	0	0	0	72	427	0	0	167	0	0	3885	0	0	0
NS36	0	690	0	474	0	0	10345	858	7765	745	152538	136	92014	0	4421	0	0	2324	3431	0	5842	2545	0	68	540	120232	0	11410	0	15545	1326	0	20666	0	0	2003	0	5921	7879	10048	0	0	0	0	0	0	0	0	0	1664	1213	0	157	0	0	118	0	0	0	136	0	174	115	285	11345	0	260	15936	1258	0	10220	430	4123	0	171	300	3317	19873	0	0	89	0	626	789	251	0	5926	0	27912	3031	113	0	4431	11986	1227	0	0	12124	538	0	0	1093	10212	0	590	1430	29146	0	0	68598	76	800	621	0	0	0	0	2483	0	6658	2295	0	643	8449	0	0	1228	183	366	500	213	0	0	2057	8663	0	0	0	6683	293	195	0	0	1003	0	0	111	0	329	0	0	131	251	247	0	7181	0	0	0	183	0	357	0	197	40454	433	0	0	253	0	0	6657	3454	1860	775	33513	0	0	198	0	0	0	0	68	14300	0	0	72957	140	471	0	0	838	76	56	0	0	0	141	0	614	0	19309	0	0	2670	349	0	33449	24296	0	0	972	0	0	1518	0	0	65	357	719	77	201	980	0	0	26147	0	0	0	0	0	0	95	1418	1257	0	591	0	333	0	0	0	1053	625	0	0	0	126	0	0	0	0	243
NS38	95	638	0	4976	0	0	676	1064	6358	243	71494	154	29961	0	6009	0	0	2351	15916	671	0	164	0	155	781	162461	2205	6496	146	97688	262	0	15867	0	413	378	0	1039	389	5035	27525	1930	0	78	4908	3037	4319	0	5574	110	766	2864	0	206	75	0	139	0	0	0	0	344	600	264	2662	0	160	12487	5450	6765	376	0	1747	4707	162	0	2446	4581	3378	700	0	526	178	1303	225	0	3671	1808	2665	1486	0	181	1247	30750	0	0	170	2045	0	165	0	1543	447	0	953	0	5857	313	0	14966	611	0	66	0	62	0	0	213	410	0	0	0	328	157	115	0	0	0	0	187	0	1123	0	135	10297	0	0	0	722	651	230	805	1064	692	0	0	0	0	0	0	0	0	0	169	0	2106	0	0	0	0	569	0	0	297	962	316	1761	0	192	56	0	4085	871	1232	814	13734	0	369	0	0	0	0	1334	0	0	1228	278	37725	0	0	0	194	62	0	1919	0	467	267	171	0	104	74	0	0	0	1057	3181	221	26530	2885	816	0	0	4826	0	0	0	0	0	187	174	0	675	0	9245	185	9190	201	148	0	0	514	0	0	1087	0	738	0	0	0	54	336	510	88	543	0	252	1193	0	89	7480	0	490	142
NS39	2296	662	0	478	0	0	0	0	20120	1498	2506	0	29761	0	3584	0	0	611	12317	129	1136	0	148	0	141	76347	5293	3457	0	50239	810	94	47371	0	7141	1167	200	1424	4312	3532	73	1681	7670	749	4968	21769	0	0	14665	346	894	701	552	75	0	114	0	0	0	0	0	1993	429	319	5507	0	0	7926	224	22733	1699	0	0	16734	0	0	14743	6947	10148	671	0	0	0	11144	0	0	8343	66	18783	1136	0	202	1213	282830	173	0	0	1768	0	137	0	0	556	0	0	0	6975	0	0	81864	0	105	64	0	617	2278	1426	164	345	63	0	58	355	0	528	0	0	0	0	339	0	723	0	899	15682	0	0	0	205	491	136	0	3136	7847	0	0	0	0	0	152	0	0	203	0	513	3080	4293	0	0	0	1302	0	0	88	0	303	0	0	0	0	0	6434	1532	3573	899	6363	0	0	0	0	0	0	0	0	2577	0	0	59930	0	0	30756	420	246	0	0	219	0	0	0	143	0	0	0	0	0	369	4624	143	16613	1143	0	0	74	0	319	0	711	673	0	1131	406	318	0	75	0	1749	2671	628	188	0	254	0	0	0	121	0	0	0	0	0	133	189	0	171	92	0	1576	2252	912	0	8930	3098	104	0
NS4	0	8477	0	4978	0	0	0	0	143583	2403	0	0	7375	0	1977	0	0	0	37087	0	611	0	0	128	0	121301	0	0	0	40847	164	0	26739	0	0	4899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2218	0	0	0	0	0	0	0	0	0	0	5490	0	0	62	195	442	6606	0	1515	13883	0	0	2278	0	0	3931	4634	0	0	0	0	234	687	0	0	7573	5978	2027	0	0	0	723	148272	211	0	0	0	0	0	0	0	643	0	0	0	6116	0	0	10686	0	0	0	0	2364	0	0	157	963	0	0	0	92	0	0	0	0	0	0	0	0	1654	0	0	167638	0	0	0	2902	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	3496	2752	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	4670	1573	2205	0	3070	0	0	0	0	0	0	0	0	0	0	0	185390	0	0	3258	0	0	0	0	62	0	0	0	0	0	414	0	0	0	0	7675	0	11498	0	0	0	0	0	262	186	0	0	0	2021	20734	0	141	85	0	0	104	643	0	0	0	0	0	0	721	0	0	0	0	0	0	0	0	0	0	0	1187	0	2552	0	258	0	0	0
NS40	0	905	0	6259	0	0	0	89	84366	5160	0	1370	19629	0	18271	0	0	3646	19395	0	0	807	0	146	0	21882	12305	7273	0	75146	0	149	77812	0	0	203	192	314	0	7006	164257	0	0	121	0	0	0	0	0	0	13648	229	732	0	0	0	380	0	0	0	0	312	2777	121	14196	1430	592	20321	0	10978	1129	89	0	0	454	814	45158	8054	18175	0	0	0	0	17394	0	0	5233	617	46688	3465	0	730	1129	151720	512	0	178	1834	377	0	0	0	1930	576	333	0	18811	0	0	108056	820	248	0	124	0	0	5766	547	6363	116	390	0	342	0	236	0	0	119	871	884	0	1490	76	693	5198	0	0	0	2303	1949	0	8580	0	6979	0	0	0	0	0	0	0	0	2087	0	0	7024	3382	12680	0	0	980	0	0	0	36374	795	0	0	0	0	0	2412	7916	4190	1482	15710	74	2134	0	0	4907	0	0	78	1586	0	0	41247	108	186	30577	0	198	0	0	1147	0	0	0	0	0	176	26282	0	0	138	37841	180	32199	11384	0	0	102	0	83	0	0	1836	0	687	824	0	372	0	0	1789	38275	985	0	3624	0	0	2348	0	0	0	0	0	3529	0	0	372	0	924	0	0	324	2340	91	0	15629	0	1350	140
NS41	316	3457	333	1973	0	0	500	0	141149	2145	3013	315	53220	0	608	0	0	144	2199	0	2421	688	0	82	0	156802	3416	16629	0	7234	72	0	7272	0	730	362	86	2468	22957	5010	14162	1388	31543	823	0	0	0	0	0	0	2105	236	505	0	0	0	152	0	79	0	23318	2670	154	0	11911	0	601	2593	0	56999	2701	0	0	0	0	190	8875	12062	15108	98	0	0	0	13538	0	603	9282	0	8883	704	0	298	0	199133	196	0	0	7261	69	0	0	0	657	425	98	0	2981	0	0	12611	71	305	160	0	0	0	3496	231	1205	81	59	0	0	200	839	0	0	0	382	216	0	596	0	0	10831	0	0	0	1304	357	221	1861	814	293	0	0	0	0	0	0	0	0	230	0	0	2659	2823	2198	0	0	1119	0	0	315	1367	174	0	0	233	86	0	7870	2368	1869	1860	43562	70	3879	0	0	196	0	392	0	2296	0	0	76005	0	0	631635	0	94	0	0	855	0	0	0	211	0	663	0	0	0	241	49837	165	4779	1570	0	0	0	0	0	0	281	175	0	361	5202	0	0	0	135	72	11248	1180	1137	1279	0	196	0	0	0	0	0	0	353	0	0	278	0	539	1049	1004	1105	667	973	0	17910	2430	457	0
NS46	0	516	0	4187	0	0	2395	6418	83020	1080	2490	1771	9814	0	6646	0	0	1849	26821	1377	1188	2194	965	0	1703	77103	12202	0	3605	33884	620	173	82664	0	0	0	0	1291	6974	4373	50817	0	0	1182	7273	21113	0	148	0	72	164	3865	187	1729	228	0	66	0	63	237	0	746	2587	1282	3118	161	1026	574	7854	58128	1482	0	0	5533	74	0	25318	8965	3875	0	0	2089	2293	643	0	95	735	1259	57645	6982	0	243	1854	45763	205	0	94	5001	331	845	18027	0	1032	0	170	0	13207	0	0	118000	825	373	468	111	0	408	0	545	1602	371	217	0	635	0	520	0	53	0	0	481	0	0	0	975	2001	245	0	0	1111	690	283	0	161	4003	0	0	64	183	339	133	282	0	0	0	506	29352	0	0	103	0	795	506	0	97	1631	309	0	0	140	0	895	2929	10479	6340	1878	3662	381	0	138	145	0	0	0	135	0	0	0	49691	0	435	4466	431	116	0	62	102	80	136	0	0	90	622	0	0	0	2074	3443	208	53871	24262	0	0	271	746	0	0	0	0	200	0	0	420	1143	3682	4393	2269	5191	0	108	0	0	452	0	0	3483	177	800	0	0	829	0	146	0	872	436	380	667	882	0	187	14602	0	719	80
NS51	0	192	0	1405	0	0	0	0	94838	4810	0	0	238	0	28576	177	165	0	62811	123	59	0	0	0	0	7816	0	314	0	139253	0	0	244577	256	0	0	134	0	549	0	0	0	182	0	0	0	0	0	0	1210	11952	0	99	90	0	74	0	0	0	0	0	449	4269	0	14204	265	1674	28446	0	7467	1299	0	60	125	0	0	12825	3126	0	0	262	0	142	9927	0	67	13582	6180	19432	2762	604	0	0	136027	0	0	0	0	1007	0	11082	0	916	0	0	0	86827	0	0	99585	0	0	0	0	0	0	0	749	0	1921	0	0	4253	0	0	0	0	0	0	1875	0	3179	0	0	4274	1555	0	0	580	687	0	0	0	1644	153	0	0	0	0	0	0	0	0	0	0	44252	0	0	0	0	5831	0	1798	219	1075	0	0	0	0	0	81	723	24659	5284	0	1144	122	240	0	0	0	58	0	1864	351	0	0	23992	0	2657	437	0	0	0	0	393	0	0	0	0	0	827	0	2302	0	19253	62440	0	64073	294	0	27606	219	0	894	468	0	3414	0	7268	138	1348	2622	253	0	0	9882	9664	0	0	0	0	0	0	900	0	0	0	4116	0	0	0	0	0	0	0	1005	1736	1925	0	402	0	0	0
NS55	1034	185	0	7026	0	0	0	457	260165	2420	110	129	349	199	10136	0	0	86	16248	0	181	0	0	0	0	20538	4545	0	0	12449	0	0	143356	0	0	687	63	91	0	0	0	0	0	0	0	0	0	0	0	0	6070	0	485	0	0	63	0	0	0	146	0	207	2556	132	6228	241	158	6724	0	2152	1782	0	0	380	63	0	18291	948	1085	0	0	0	1439	9315	0	0	6346	804	29698	1750	0	0	41281	73627	489	0	0	0	0	0	0	0	620	0	113	0	36172	0	0	34517	429	0	0	0	0	0	0	981	7008	67	0	0	212	0	1212	0	0	0	0	379	0	1835	0	0	17132	0	111	0	186	233	0	0	0	12326	0	0	119	0	0	0	0	0	0	0	0	24005	0	0	0	0	0	0	0	0	474	0	0	0	0	0	594	1718	13194	1742	0	0	0	0	0	0	0	0	0	0	0	0	0	21099	0	0	0	0	0	0	0	89	0	0	0	0	0	568	0	0	0	5668	66285	0	37147	788	0	0	0	0	190	58	0	0	0	1539	0	181	2341	103	419	0	7565	1645	0	0	0	0	0	0	1523	0	0	0	0	0	0	0	0	0	0	0	0	0	946	0	124	0	0	0
NS58	3932	0	0	1834	0	400	0	0	259248	1080	0	0	0	0	22176	0	0	0	152355	0	0	0	0	0	0	436	17573	0	0	47716	0	0	687854	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	4036	0	0	0	0	0	0	0	0	0	0	2258	6577	0	5033	142	690	20916	0	1478	361	0	0	0	0	0	54261	465	0	0	0	0	323	2127	0	0	401	0	2118	0	0	0	37196	19545	3481	0	0	0	0	0	0	0	446	0	0	0	176661	0	287	39144	0	0	0	0	184	0	0	939	0	0	0	0	1300	0	0	0	0	0	0	0	0	46305	0	3502	4724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20504	0	0	0	0	1130	0	127	0	0	0	0	71	0	0	0	476	2059	3446	0	177	0	0	0	0	0	1185	0	0	98	0	0	1071	0	0	7789	0	0	0	0	0	0	0	0	0	0	0	0	2206	0	25584	156183	0	1372	267	0	0	0	0	1961	0	0	1484	0	16348	0	196	1920	15385	0	0	17459	0	0	0	0	0	0	0	1658	0	0	0	0	0	0	0	0	0	0	0	189	3165	1682	0	0	0	0	0
NS6	0	1935	0	9397	0	0	0	0	80771	2969	0	0	66913	0	25535	259	0	0	63149	0	141	240	0	86	0	273437	11901	0	0	0	86	146	128364	0	0	343	0	6489	2265	403	0	0	0	0	0	0	0	0	0	1779	5232	0	0	0	0	0	0	601	0	282	0	852	159	0	1295	227	3160	6480	1332	2432	1574	0	0	705	357	0	38656	3890	4010	0	0	0	2337	4542	0	0	5490	274	56591	0	605	0	8994	97553	482	0	0	2993	3555	0	0	0	1300	0	0	0	42952	0	0	4772	0	0	0	0	0	0	0	329	0	9848	115	0	648	0	0	0	0	0	0	864	0	2894	0	0	16513	0	0	0	524	328	0	0	0	3460	0	0	0	0	0	0	0	0	0	0	1851	15327	0	0	0	0	450	0	0	0	0	0	0	0	0	0	217	11207	15330	1206	566	58782	0	2842	0	314	0	0	0	1261	0	0	0	273494	0	3535	5429	0	174	0	209	284	0	0	0	0	0	0	16272	0	0	1842	40432	0	11025	1689	0	0	214	0	569	0	0	0	0	815	0	0	185	0	0	0	17849	2237	0	0	0	0	0	0	1698	0	0	0	0	0	0	0	0	0	0	0	1178	0	910	0	936	0	0	0
NS62	0	0	132	7540	0	0	2742	4811	121634	1087	6908	209	7652	0	20828	0	146	718	77817	0	0	295	0	69	0	9425	16926	0	356	20558	0	131	234050	0	0	2118	0	0	964	291	0	0	18055	0	0	2982	0	0	0	0	1344	0	0	130	0	0	71	0	0	229	0	300	480	649	6883	968	762	354	0	36063	510	0	0	0	0	73	17898	1047	112	0	56	0	408	4580	912	0	956	0	3907	3327	0	0	5386	25772	0	0	0	687	0	0	0	382	334	0	0	186	43028	0	0	32551	829	0	0	0	0	0	0	812	0	259	112	0	2966	0	0	0	0	0	0	0	0	4076	0	1111	9126	0	212	428	59	1541	0	0	0	4807	0	0	0	1382	0	0	82	0	0	188	0	8992	0	0	0	0	119	0	0	185	823	373	0	0	325	0	0	764	15581	2714	194	1854	0	0	58	52	0	83	0	0	449	0	0	2702	0	0	0	0	0	54	0	0	93	0	63	172	0	0	0	0	0	2195	7232	17604	85302	1272	0	1871	143	0	0	0	0	0	0	1732	0	90	1392	59	0	538	3538	0	224	0	0	0	0	0	1696	73	0	90	0	175	0	0	0	113	228	0	0	975	87	86	891	0	0	309
NS67	749	0	0	12521	0	72	1232	2120	29846	4327	6183	598	0	0	18801	0	85	13980	1587	0	8789	648	0	0	0	6965	128	0	2609	99776	585	0	64105	0	0	0	0	0	37935	74291	88175	0	54423	217	0	0	0	0	0	0	819	3123	146	1945	645	107	262	0	0	0	0	2349	1363	2364	22880	909	712	20402	0	17003	560	0	0	142953	0	0	49396	2993	203	0	0	2241	691	8634	0	0	25187	3809	400	9083	79	0	0	40232	3397	0	642	0	121	511	0	3726	1610	270	7763	0	4048	0	0	75770	0	0	132	0	0	2089	0	0	0	1061	0	0	2625	0	2354	0	1169	115	0	0	130	3587	0	794	11146	0	0	0	1507	9102	1395	8549	0	0	0	192	0	1332	0	0	192	522	507	0	100	130982	0	0	329	0	0	0	94	0	0	2308	0	63	1688	0	0	688	0	3738	1497	1283	0	0	734	0	0	504	0	1143	0	0	0	6706	1010	0	22075	3133	0	384	0	0	630	1036	1615	3032	284	2428	0	690	0	3825	6370	17289	113153	22102	0	271	698	0	152	1186	377	1643	0	1438	0	106	2611	950	0	3418	46200	0	0	0	0	0	0	0	2152	0	0	109	0	256	0	148	650	1410	452	0	158	6238	458	0	1057	0	0	0
NS7	0	431	0	1395	0	107	0	0	46455	2112	0	0	21476	0	23448	0	0	330	11488	0	0	0	0	192	0	7809	10154	0	0	154961	561	0	189075	0	63	0	0	0	2484	3802	0	0	0	144	0	0	0	0	0	1019	2593	191	0	118	0	0	0	0	0	0	0	3500	2652	0	11147	0	474	46966	0	1932	8173	0	0	6547	0	0	57220	3336	6279	335	0	0	1838	6430	0	0	9519	326	1594	547	0	0	1448	245149	0	0	0	1033	0	0	13037	0	154	0	0	0	17152	0	122	39127	189	0	0	107	456	172	0	124	328	0	0	0	34364	0	631	90	0	0	0	411	0	1417	0	1364	30594	0	0	0	293	330	0	41906	0	2552	0	0	0	0	0	0	0	0	309	0	0	8585	2462	15315	185	0	1480	0	0	0	0	0	0	73	0	180	0	1471	6645	2363	403	1415	0	0	0	90	0	944	161	0	545	0	0	12780	0	0	146698	0	0	0	0	0	0	0	0	0	0	3924	0	0	0	100474	32800	0	8996	197	0	0	57	0	526	0	0	0	0	7713	1856	3254	0	6366	0	0	7100	2437	211	0	0	0	0	0	955	0	0	0	0	0	0	0	0	0	183	0	2349	1788	1347	0	2857	1416	0	103
NS70	0	0	0	4702	179	0	0	1392	304136	5751	0	109	376	0	23273	0	0	0	58803	0	0	0	0	0	0	9245	15343	0	0	54907	0	0	246175	189	0	0	0	339	1565	0	0	0	0	0	0	0	0	0	0	0	3765	0	0	0	0	83	0	0	0	116	0	1505	0	0	14520	0	136	32510	0	5303	554	0	0	0	0	0	22619	2002	685	0	0	0	581	3092	0	0	8058	0	4574	1081	0	0	17057	135892	0	0	0	0	0	0	61668	0	395	0	0	0	34392	0	0	11517	466	0	0	0	0	0	0	488	0	0	106	0	476	0	902	0	0	247	156	625	0	0	0	3027	22231	0	341	0	285	875	0	0	0	19480	89	0	0	0	0	0	82	166	0	0	0	2464	0	0	0	0	676	0	1436	0	0	0	0	0	0	0	0	3025	15234	1235	0	1577	54	1393	0	0	0	84	0	0	535	0	0	17921	0	0	144052	0	0	0	0	82	0	0	0	0	0	0	0	1997	0	5171	8699	0	14854	603	0	0	395	0	278	0	0	0	0	17388	207	0	92	1645	0	0	2732	1625	0	0	0	0	0	0	440	0	0	0	0	0	0	0	0	0	0	0	941	423	476	0	714	0	0	470
NS71	0	214	182	1244	0	67	5888	1873	1189	0	60113	0	2458	0	15929	0	458	840	145263	3691	0	190	618	385	481	54908	1559	0	105	106779	148	0	131781	0	0	337	0	1747	619	1648	52	0	0	0	0	119	0	0	0	0	0	0	0	1292	175	0	0	0	0	714	25181	0	2066	1121	34514	0	5730	26775	10248	5710	0	0	0	0	244	0	16834	4482	1012	2121	0	498	760	5018	574	0	15056	0	1760	5856	0	0	438	7762	41564	4460	2767	3388	0	0	27795	1350	978	0	1060	225	12786	101	0	8100	174	138	211	0	0	79	0	355	0	351	209	0	9534	0	737	0	274	0	0	1220	0	1030	0	888	411	0	199	0	819	5591	0	0	24533	1016	0	0	0	138	116	0	176	289	172	11559	0	17000	0	0	1573	3564	2302	0	0	0	3033	1476	326	0	4158	0	0	680	322	1887	6037	2056	116	0	384	0	0	269	8865	0	4431	0	0	16532	0	0	126	720	519	0	0	0	5072	0	419	98	227	0	2131	0	207	41579	1185	173	60541	17253	3555	0	1549	9255	0	227	288	0	0	4022	0	606	166	5222	0	820	27749	0	625	0	0	0	0	2282	2088	367	147	0	0	0	0	620	189	645	300	0	0	321	0	379	64542	2035	377	835
NS72	0	0	0	0	0	908	0	192	43283	302	1746	0	0	0	66894	0	0	0	12026	382	0	0	0	0	0	490	10995	0	0	205141	0	0	372836	0	264	473	0	0	164	0	51643	69	0	0	94	0	734	699	888	0	9071	0	0	59	0	0	0	0	0	0	1655	0	885	0	1763	516	0	57851	0	1890	305	0	0	2709	0	0	32586	742	270	0	167	0	141	673	0	0	794	0	5067	126	0	0	20879	6235	468	0	0	0	0	0	0	0	0	0	0	0	48764	0	217	64472	577	0	0	0	0	0	19480	0	933	0	0	0	1046	0	261	0	0	0	0	437	0	3196	0	1911	3846	268	74	0	0	1574	0	62519	0	5014	418	0	0	87	0	0	0	0	0	0	0	8139	9147	4424	0	0	0	0	76	0	98	0	0	282	0	0	0	0	10825	2380	857	138	0	0	0	0	0	2288	0	0	0	0	0	945	0	0	6283	0	0	0	0	0	0	0	0	0	0	185	0	106	167	2035	3979	0	10287	529	0	84421	286	0	224	0	479	3845	57	19460	0	179	72	262	0	92	26272	1152	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	295	0	0	0	276	0	0	296
NS77	0	1250	0	2469	8161	0	0	291	38557	3305	0	0	17901	355	3966	0	0	0	11730	156	18258	442	0	149	0	34740	5804	2789	0	6483	1104	54	27550	0	0	0	0	1031	6805	0	0	0	0	2258	0	0	0	0	0	0	0	119	689	0	0	444	0	0	0	0	0	5422	290	239	25471	0	693	10026	0	2090	6790	124	0	0	258	0	8627	15324	27388	0	0	0	0	10499	0	0	60164	26094	25449	955	0	369	4279	154649	563	0	0	2237	0	0	0	0	1781	0	0	0	6214	0	0	15338	0	0	0	0	0	0	0	1054	3935	196	0	110	253	424	658	126	0	0	0	474	246	966	0	551	20800	0	0	0	2232	866	0	0	0	263	0	0	0	0	0	0	0	0	0	0	0	42407	0	0	0	0	932	0	0	0	0	470	0	0	0	0	0	5182	2515	2661	925	23441	0	483	0	0	0	0	0	0	14587	0	0	172881	159	0	205442	0	693	0	0	596	0	0	0	0	0	228	0	0	0	74	40726	123	5037	3796	0	0	112	0	418	0	0	0	0	2672	4311	0	0	0	0	482	11610	1557	0	0	0	0	0	0	2519	0	0	0	0	0	0	0	0	0	0	0	1407	1987	5324	0	8163	0	0	0
NS78	333	0	0	1197	0	0	0	0	63620	2877	0	0	506	0	50291	0	0	279	27388	165	0	0	132	59	61	748	1115	0	0	51204	0	0	107815	59	6153	910	0	0	1783	63	6149	1581	0	0	4488	0	21781	0	21743	1087	3084	0	108	0	0	0	0	0	0	421	40239	365	4644	0	4333	0	521	18249	0	42011	387	0	0	6998	0	0	22812	837	586	275	0	0	0	2809	0	57	1449	0	21180	1512	0	0	2457	24292	1111	259	0	1233	0	811	0	0	0	0	65	0	41065	0	0	15422	0	0	0	0	0	0	52104	57	6457	0	86	0	5131	0	282	0	0	0	0	440	0	7922	0	1004	15624	0	0	0	0	977	0	531	0	9945	0	0	0	0	0	398	0	0	0	0	0	12097	0	0	0	0	323	0	456	0	0	0	0	0	0	0	0	356	4398	1525	258	334	72	0	0	0	1070	0	0	0	0	67	0	563	0	0	6733	0	0	0	0	0	0	0	0	0	0	4406	0	541	0	9777	5759	201	26441	1067	117	96	76	0	0	0	1076	439	0	17318	0	2121	0	808	412	493	23475	107	54	1288	117	0	884	0	0	0	0	0	1248	0	0	0	0	223	0	249	0	1115	318	0	1998	0	149	0
NS79	1702	447	0	3081	0	0	0	0	15355	2395	0	184	5078	0	32525	0	0	0	56991	0	1829	0	0	73	0	39154	13784	0	0	104075	236	0	214987	164	0	657	0	0	0	0	0	0	0	0	0	0	0	9682	0	0	2520	0	0	0	0	0	0	0	0	0	0	3188	1513	0	6256	0	226	18590	0	6893	6692	0	0	0	0	0	22524	3344	2213	0	0	0	908	6428	0	0	9563	0	6743	995	0	0	12924	124962	385	0	0	0	0	0	16990	0	633	0	0	0	54335	0	0	30002	706	0	0	0	0	0	0	0	448	0	177	0	442	0	0	0	0	0	0	609	0	15287	0	2919	11040	0	0	0	233	396	0	0	0	4220	0	0	0	0	0	0	0	0	714	0	582	17386	0	0	0	0	1605	0	1063	0	0	0	0	0	0	62	0	1170	13223	2601	327	689	0	0	0	1189	0	0	0	0	3053	0	116	17715	74	0	0	0	0	0	0	257	0	0	0	0	0	157	43626	1413	106	274	4677	0	59518	352	0	0	0	0	706	0	0	0	0	688	0	0	0	0	0	0	13788	1626	0	0	0	0	0	586	404	0	0	0	0	0	0	0	0	0	0	0	382	1293	2219	0	750	0	0	69
