#Classification	SRR5091604_bracken_P.kreport
k__Bacteria	2733558
k__Bacteria|p__Bacteroidetes	2219215
k__Bacteria|p__Firmicutes	267474
k__Bacteria|p__Actinobacteria	3605
k__Bacteria|p__Proteobacteria	242993
k__Bacteria|p__Fusobacteria	158
k__Bacteria|p__Verrucomicrobia	107
k__Bacteria|p__Spirochaetes	2
k__Eukaryota	10
k__Eukaryota|k__Viridiplantae	10
k__Eukaryota|k__Viridiplantae|p__Streptophyta	10
k__Archaea	2
k__Archaea|p__Candidatus_Thermoplasmatota	2
k__Viruses	9
k__Viruses|k__Heunggongvirae	9
k__Viruses|k__Heunggongvirae|p__Uroviricota	9
