#Classification	GQ19_bracken_C.kreport
k__Bacteria	399477
k__Bacteria|p__Actinobacteria	173020
k__Bacteria|p__Actinobacteria|c__Actinomycetia	173015
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	4
k__Bacteria|p__Firmicutes	98192
k__Bacteria|p__Firmicutes|c__Bacilli	92357
k__Bacteria|p__Firmicutes|c__Negativicutes	3813
k__Bacteria|p__Firmicutes|c__Clostridia	2021
k__Bacteria|p__Tenericutes	83
k__Bacteria|p__Tenericutes|c__Mollicutes	83
k__Bacteria|p__Proteobacteria	112183
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	36254
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	74668
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	1253
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	7
k__Bacteria|p__Bacteroidetes	14209
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	13909
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	300
k__Bacteria|p__Fusobacteria	1726
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	1726
k__Bacteria|p__Spirochaetes	31
k__Bacteria|p__Spirochaetes|c__Spirochaetia	31
k__Bacteria|p__Candidatus_Saccharibacteria	28
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharimonia	28
k__Bacteria|p__Synergistetes	1
k__Bacteria|p__Synergistetes|c__Synergistia	1
k__Eukaryota	4530
k__Eukaryota|k__Metazoa	4474
k__Eukaryota|k__Metazoa|p__Chordata	4474
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia	4474
k__Eukaryota|k__Fungi	42
k__Eukaryota|k__Fungi|p__Basidiomycota	42
k__Eukaryota|k__Fungi|p__Basidiomycota|c__Malasseziomycetes	42
k__Eukaryota|k__Viridiplantae	14
k__Eukaryota|k__Viridiplantae|p__Streptophyta	14
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida	14
k__Viruses	1
k__Viruses|k__Heunggongvirae	1
k__Viruses|k__Heunggongvirae|p__Peploviricota	1
k__Viruses|k__Heunggongvirae|p__Peploviricota|c__Herviviricetes	1
