#Classification	SRR20002412_bracken_P.kreport
k__Bacteria	527642
k__Bacteria|p__Firmicutes	397475
k__Bacteria|p__Actinobacteria	27681
k__Bacteria|p__Deinococcus-Thermus	6
k__Bacteria|p__Proteobacteria	102412
k__Bacteria|p__Bacteroidetes	63
k__Bacteria|p__Fusobacteria	3
k__Bacteria|p__Candidatus_Saccharibacteria	1
k__Eukaryota	815
k__Eukaryota|k__Fungi	648
k__Eukaryota|k__Fungi|p__Basidiomycota	644
k__Eukaryota|k__Fungi|p__Ascomycota	4
k__Eukaryota|k__Metazoa	159
k__Eukaryota|k__Metazoa|p__Chordata	159
k__Eukaryota|k__Viridiplantae	7
k__Eukaryota|k__Viridiplantae|p__Streptophyta	7
