#Classification	SRR20002350_bracken_P.kreport
k__Bacteria	36299
k__Bacteria|p__Proteobacteria	27300
k__Bacteria|p__Firmicutes	6263
k__Bacteria|p__Actinobacteria	2643
k__Bacteria|p__Deinococcus-Thermus	36
k__Bacteria|p__Cyanobacteria	1
k__Bacteria|p__Bacteroidetes	38
k__Bacteria|p__Gemmatimonadetes	1
k__Bacteria|p__Verrucomicrobia	5
k__Bacteria|p__Chlamydiae	3
k__Bacteria|p__Planctomycetes	3
k__Bacteria|p__Synergistetes	4
k__Bacteria|p__Spirochaetes	1
k__Eukaryota	3034
k__Eukaryota|k__Metazoa	2589
k__Eukaryota|k__Metazoa|p__Chordata	2589
k__Eukaryota|k__Fungi	286
k__Eukaryota|k__Fungi|p__Basidiomycota	253
k__Eukaryota|k__Fungi|p__Ascomycota	32
k__Eukaryota|k__Viridiplantae	90
k__Eukaryota|k__Viridiplantae|p__Streptophyta	90
k__Eukaryota|p__Apicomplexa	68
k__Archaea	1
k__Archaea|p__Euryarchaeota	1
k__Viruses	7
k__Viruses|k__Heunggongvirae	7
k__Viruses|k__Heunggongvirae|p__Uroviricota	7
