#Classification	SRR20002433_bracken_P.kreport
k__Bacteria	2576177
k__Bacteria|p__Proteobacteria	1869091
k__Bacteria|p__Actinobacteria	361541
k__Bacteria|p__Firmicutes	343673
k__Bacteria|p__Deinococcus-Thermus	156
k__Bacteria|p__Chloroflexi	1
k__Bacteria|p__Bacteroidetes	1639
k__Bacteria|p__Chlamydiae	21
k__Bacteria|p__Verrucomicrobia	41
k__Bacteria|p__Fusobacteria	10
k__Bacteria|p__Spirochaetes	1
k__Eukaryota	59530
k__Eukaryota|k__Viridiplantae	49130
k__Eukaryota|k__Viridiplantae|p__Streptophyta	49130
k__Eukaryota|k__Fungi	8038
k__Eukaryota|k__Fungi|p__Basidiomycota	7431
k__Eukaryota|k__Fungi|p__Ascomycota	607
k__Eukaryota|k__Metazoa	2361
k__Eukaryota|k__Metazoa|p__Chordata	2361
k__Viruses	106
k__Viruses|k__Heunggongvirae	96
k__Viruses|k__Heunggongvirae|p__Uroviricota	96
k__Viruses|k__Shotokuvirae	10
k__Viruses|k__Shotokuvirae|p__Cossaviricota	10
