#Classification	GQ13_bracken_O.kreport
k__Bacteria	3156208
k__Bacteria|p__Proteobacteria	1625281
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	1111003
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	1103916
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales	3542
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	16
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	5
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales	27
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	3496
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	495094
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	471396
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	23693
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales	4
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	19104
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	19104
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	78
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	35
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	41
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales	1
k__Bacteria|p__Firmicutes	750521
k__Bacteria|p__Firmicutes|c__Bacilli	645610
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	453134
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	192476
k__Bacteria|p__Firmicutes|c__Negativicutes	86125
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	81087
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	5038
k__Bacteria|p__Firmicutes|c__Clostridia	11487
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	11487
k__Bacteria|p__Firmicutes|c__Tissierellia	7270
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales	7270
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	26
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	26
k__Bacteria|p__Actinobacteria	374506
k__Bacteria|p__Actinobacteria|c__Actinomycetia	374386
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	364113
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales	6388
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	2348
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales	1531
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales	2
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	120
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	117
