#Classification	GQ45_bracken_O.kreport
k__Bacteria	31829212
k__Bacteria|p__Bacteroidetes	17389968
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	17387040
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	17387019
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales	21
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	1691
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	1691
k__Bacteria|p__Bacteroidetes|c__Cytophagia	757
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales	757
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	134
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales	134
k__Bacteria|p__Bacteroidetes|c__Chitinophagia	113
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales	113
k__Bacteria|p__Bacteroidetes|o__Bacteroidetes_Order_II._Incertae_sedis	228
k__Bacteria|p__Bacteroidetes|c__Saprospiria	1
k__Bacteria|p__Bacteroidetes|c__Saprospiria|o__Saprospirales	1
k__Bacteria|p__Chlorobi	60
k__Bacteria|p__Chlorobi|c__Chlorobia	60
k__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales	60
k__Bacteria|p__Ignavibacteriae	27
k__Bacteria|p__Ignavibacteriae|c__Ignavibacteria	27
k__Bacteria|p__Ignavibacteriae|c__Ignavibacteria|o__Ignavibacteriales	27
k__Bacteria|p__Fibrobacteres	40
k__Bacteria|p__Fibrobacteres|c__Fibrobacteria	40
k__Bacteria|p__Fibrobacteres|c__Fibrobacteria|o__Fibrobacterales	40
k__Bacteria|p__Gemmatimonadetes	10
k__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes	10
k__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes|o__Gemmatimonadales	10
k__Bacteria|p__Firmicutes	13080363
k__Bacteria|p__Firmicutes|c__Clostridia	12218724
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	12217729
k__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales	896
k__Bacteria|p__Firmicutes|c__Clostridia|o__Halanaerobiales	49
k__Bacteria|p__Firmicutes|c__Clostridia|o__Thermosediminibacterales	38
k__Bacteria|p__Firmicutes|c__Clostridia|o__Koleobacterales	8
k__Bacteria|p__Firmicutes|c__Clostridia|o__Natranaerobiales	3
k__Bacteria|p__Firmicutes|c__Negativicutes	362772
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	347666
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	10610
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	4495
k__Bacteria|p__Firmicutes|c__Bacilli	314278
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	301601
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	12677
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	183124
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	183124
k__Bacteria|p__Firmicutes|c__Tissierellia	1434
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales	1434
