#Classification	SRR5091584_bracken_P.kreport
k__Bacteria	8223206
k__Bacteria|p__Firmicutes	4194465
k__Bacteria|p__Actinobacteria	64352
k__Bacteria|p__Cyanobacteria	1
k__Bacteria|p__Bacteroidetes	3687764
k__Bacteria|p__Gemmatimonadetes	1
k__Bacteria|p__Proteobacteria	275658
k__Bacteria|p__Spirochaetes	383
k__Bacteria|p__Fusobacteria	380
k__Bacteria|p__Verrucomicrobia	122
k__Bacteria|p__Candidatus_Saccharibacteria	73
k__Bacteria|p__Synergistetes	2
k__Eukaryota	153
k__Eukaryota|k__Viridiplantae	128
k__Eukaryota|k__Viridiplantae|p__Streptophyta	128
k__Eukaryota|k__Fungi	19
k__Eukaryota|k__Fungi|p__Ascomycota	19
k__Eukaryota|k__Metazoa	5
k__Eukaryota|k__Metazoa|p__Chordata	5
k__Archaea	2
k__Archaea|p__Euryarchaeota	2
k__Viruses	634
k__Viruses|k__Heunggongvirae	634
k__Viruses|k__Heunggongvirae|p__Uroviricota	634
