#Classification	S-25-POLPIL-G_bracken_O.kreport
k__Bacteria	910
k__Bacteria|p__Proteobacteria	890
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	528
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	526
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	2
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	355
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	355
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	6
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	6
k__Bacteria|p__Acidobacteria	20
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	20
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales	20
