#Classification	S-25-POLPIL-G_bracken_C.kreport
k__Bacteria	910
k__Bacteria|p__Proteobacteria	890
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	528
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	355
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	6
k__Bacteria|p__Acidobacteria	20
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	20
k__Eukaryota	1
k__Eukaryota|k__Viridiplantae	1
k__Eukaryota|k__Viridiplantae|p__Streptophyta	1
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida	1
