#Classification	SRR5091585_bracken_P.kreport
k__Bacteria	3907069
k__Bacteria|p__Bacteroidetes	2848132
k__Bacteria|p__Firmicutes	941261
k__Bacteria|p__Actinobacteria	72904
k__Bacteria|p__Proteobacteria	44532
k__Bacteria|p__Verrucomicrobia	45
k__Bacteria|p__Fusobacteria	128
k__Bacteria|p__Spirochaetes	55
k__Bacteria|p__Synergistetes	7
k__Eukaryota	3
k__Eukaryota|k__Viridiplantae	3
k__Eukaryota|k__Viridiplantae|p__Streptophyta	3
k__Viruses	309
k__Viruses|k__Heunggongvirae	306
k__Viruses|k__Heunggongvirae|p__Uroviricota	306
k__Viruses|k__Loebvirae	3
k__Viruses|k__Loebvirae|p__Hofneiviricota	3
