#Classification	SRR5091619_bracken_P.kreport
k__Bacteria	7031304
k__Bacteria|p__Bacteroidetes	4585222
k__Bacteria|p__Firmicutes	2072955
k__Bacteria|p__Actinobacteria	296637
k__Bacteria|p__Tenericutes	350
k__Bacteria|p__Proteobacteria	75913
k__Bacteria|p__Verrucomicrobia	106
k__Bacteria|p__Spirochaetes	76
k__Bacteria|p__Fusobacteria	36
k__Bacteria|p__Candidatus_Saccharibacteria	4
k__Bacteria|p__Synergistetes	2
k__Eukaryota	539
k__Eukaryota|k__Viridiplantae	530
k__Eukaryota|k__Viridiplantae|p__Streptophyta	530
k__Eukaryota|p__Euglenozoa	6
k__Eukaryota|k__Fungi	2
k__Eukaryota|k__Fungi|p__Ascomycota	2
k__Viruses	4921
k__Viruses|k__Heunggongvirae	4921
k__Viruses|k__Heunggongvirae|p__Uroviricota	4262
k__Viruses|k__Heunggongvirae|p__Peploviricota	659
