#Classification	SRR5091580_bracken_P.kreport
k__Bacteria	15811752
k__Bacteria|p__Bacteroidetes	14246733
k__Bacteria|p__Firmicutes	1462172
k__Bacteria|p__Actinobacteria	91043
k__Bacteria|p__Proteobacteria	8748
k__Bacteria|p__Fusobacteria	2920
k__Bacteria|p__Verrucomicrobia	114
k__Bacteria|p__Candidatus_Saccharibacteria	17
k__Bacteria|p__Spirochaetes	2
k__Eukaryota	245
k__Eukaryota|k__Viridiplantae	244
k__Eukaryota|k__Viridiplantae|p__Streptophyta	244
k__Eukaryota|k__Fungi	1
k__Eukaryota|k__Fungi|p__Ascomycota	1
k__Viruses	3080
k__Viruses|k__Heunggongvirae	3080
k__Viruses|k__Heunggongvirae|p__Uroviricota	3078
k__Viruses|k__Heunggongvirae|p__Peploviricota	2
