name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Stutzerimonas stutzeri_AO	139038	S	148	8360	8508	0.16142
Stutzerimonas stutzeri	139027	S	67	5262	5329	0.10111
Stutzerimonas stutzeri_G	139046	S	14	561	575	0.01091
Stutzerimonas stutzeri_AC	139030	S	4	173	177	0.00336
Stutzerimonas frequens	139002	S	3	81	84	0.00159
Stutzerimonas stutzeri_B	139042	S	1	76	77	0.00146
Stutzerimonas stutzeri_AE	139032	S	1	37	38	0.00072
Stutzerimonas songnenensis	139012	S	1	12	13	0.00025
Stutzerimonas balearica	138998	S	1	77	78	0.00148
Pseudomonas aeruginosa	138123	S	142	10838	10980	0.20832
Pseudomonas paraeruginosa	138137	S	2	82	84	0.00159
Pseudomonas_E veronii	138942	S	4	158	162	0.00307
Pseudomonas_E soli	138567	S	3	35	38	0.00072
Pseudomonas_E alcaligenes	138170	S	3	112	115	0.00218
Pseudomonas_E benzenivorans	138212	S	3	77	80	0.00152
Pseudomonas_E cremoris	138265	S	2	15	17	0.00032
Pseudomonas_E defluvii	138271	S	1	41	42	0.00080
Pseudomonas_E fluorescens	138296	S	1	23	24	0.00046
Pseudomonas_E putida_H	138523	S	1	119	120	0.00228
Pseudomonas_E indoloxydans	138391	S	1	208	209	0.00397
Pseudomonas_E fulva	138356	S	1	4	5	0.00009
Pseudomonas_E alcaliphila_B	138175	S	1	78	79	0.00150
Thiopseudomonas sp012719655	139069	S	2	5	7	0.00013
Pseudomonas_F otitidis	138963	S	1	21	22	0.00042
Acinetobacter pittii	137138	S	8	730	738	0.01400
Acinetobacter ihumii	137101	S	3	102	105	0.00199
Acinetobacter lactucae_A	137109	S	1	44	45	0.00085
Acinetobacter bereziniae	137066	S	1	90	91	0.00173
Acinetobacter johnsonii	137103	S	1	78	79	0.00150
Moraxella_A cinereus	137339	S	1	32	33	0.00063
Psychrobacter sanguinis	137406	S	1	30	31	0.00059
Vreelandella stevensii	136926	S	2	132	134	0.00254
Neptuniibacter sp946221045	137589	S	2	16	18	0.00034
Aquabacterium parvum	126468	S	292	5770	6062	0.11501
Paraburkholderia phytofirmans	128028	S	9	86	95	0.00180
Paraburkholderia agricolaris	127963	S	3	30	33	0.00063
Paraburkholderia fungorum	127991	S	3	28	31	0.00059
Paraburkholderia aromaticivorans	127965	S	2	37	39	0.00074
Paraburkholderia sp011752995	128063	S	2	9	11	0.00021
Paraburkholderia sp003610295	128057	S	1	8	9	0.00017
Paraburkholderia phenoliruptrix	128024	S	1	21	22	0.00042
Alcaligenes nematophilus	126417	S	1	39	40	0.00076
Hylemonella sp019745555	127248	S	3	106	109	0.00207
Cupriavidus basilensis	126906	S	1	58	59	0.00112
Herbaspirillum huttiense	127116	S	1	19	20	0.00038
Acidovorax temperans	126391	S	2	157	159	0.00302
Caballeronia udeis	126787	S	6	8	14	0.00027
Duganella sacchari	127009	S	2	1	3	0.00006
Pelomonas sp003963005	128180	S	1	4	5	0.00009
Giesbergeria sp010020825	127084	S	1	72	73	0.00139
Pandoraea cepalis	127932	S	1	25	26	0.00049
Curvibacter sp003987795	126972	S	1	36	37	0.00070
Parazoarcus communis	130917	S	2	7	9	0.00017
Stenotrophomonas acidaminiphila	141119	S	22	1267	1289	0.02446
Xanthomonas campestris	141272	S	1	6	7	0.00013
CU05-9 sp943913335	140813	S	2	13	15	0.00028
Idiomarina sp002685255	132484	S	1	7	8	0.00015
Aureimonas altamirensis_B	119208	S	1	31	32	0.00061
Bradyrhizobium sp001556045	120526	S	1	14	15	0.00028
Methylobacterium sp019745455	118316	S	1	14	15	0.00028
Sphingopyxis sp001468265	125395	S	1	35	36	0.00068
Sphingopyxis sp016463225	125419	S	1	23	24	0.00046
Sphingobium yanoikuyae_A	124910	S	2	60	62	0.00118
Sphingomonas koreensis	125055	S	1	7	8	0.00015
Paracoccus marinus	121849	S	4	69	73	0.00139
Paracoccus aeridis	121802	S	1	14	15	0.00028
Tabrizicola piscis	122641	S	2	13	15	0.00028
Pseudoroseomonas rhizosphaerae	114003	S	1	19	20	0.00038
Cutibacterium acnes	48418	S	192	13644	13836	0.26251
Cutibacterium modestum	48421	S	12	118	130	0.00247
Cutibacterium avidum	48419	S	8	13	21	0.00040
Arachnia sp936941515	48389	S	11	187	198	0.00376
Corynebacterium sp943913645	46216	S	3	7	10	0.00019
Corynebacterium tuscaniense	46252	S	2	53	55	0.00104
Corynebacterium sputi	46238	S	2	4	6	0.00011
Corynebacterium dentalis	46027	S	1	41	42	0.00080
Corynebacterium kefirresidentii	46075	S	1	44	45	0.00085
Corynebacterium glaucum	46052	S	1	2	3	0.00006
Corynebacterium pyruviciproducens	46130	S	1	2	3	0.00006
Mycobacterium sp018326285	46715	S	2	30	32	0.00061
Mycobacterium sp018882965	46720	S	2	7	9	0.00017
Mycobacterium sp019749805	46729	S	1	4	5	0.00009
Mycobacterium paragordonae	46552	S	1	1	2	0.00004
Mycobacterium llatzerense	46513	S	1	2	3	0.00006
Mycobacterium iranicum	46491	S	1	4	5	0.00009
Mycobacterium abscessus	46373	S	1	1	2	0.00004
Lawsonella clevelandensis_A	46365	S	17	89	106	0.00201
Gordonia sputi	46350	S	2	4	6	0.00011
Dietzia timorensis	46291	S	1	2	3	0.00006
Micromonospora sp025460765	45895	S	2	10	12	0.00023
Kocuria carniphila	45124	S	1	8	9	0.00017
Kocuria palustris	45131	S	1	33	34	0.00065
Arthrobacter_D frigidicola	45019	S	3	371	374	0.00710
Arthrobacter_D pityocampae	45021	S	1	20	21	0.00040
Rothia kristinae	45231	S	2	11	13	0.00025
Rothia terrae	45271	S	1	17	18	0.00034
Micrococcus sp023147585	45161	S	1	8	9	0.00017
Dermacoccus nishinomiyaensis	43368	S	6	91	97	0.00184
Yimella indica	43553	S	1	4	5	0.00009
Actinomyces dentalis	42428	S	2	5	7	0.00013
Actinomyces massiliensis	42441	S	1	3	4	0.00008
Neoactinobaculum massilliense	42579	S	2	2	4	0.00008
Microbacterium sp011620715	44323	S	1	4	5	0.00009
UBA3913 sp002391425	44759	S	2	5	7	0.00013
Bifidobacterium vaginale_H	42892	S	1	6	7	0.00013
Brachybacterium sp023509525	43323	S	1	10	11	0.00021
Fannyhessea vaginae	50490	S	1	6	7	0.00013
UBA7748 sp003862175	50672	S	1	0	1	0.00002
Streptococcus sp000187445	56205	S	7	216	223	0.00423
Limosilactobacillus fermentum	55598	S	3	45	48	0.00091
Lactobacillus iners	55388	S	1	14	15	0.00028
Staphylococcus epidermidis	57090	S	1	92	93	0.00176
Staphylococcus saprophyticus	57119	S	1	36	37	0.00070
Sulfoacidibacillus ferrooxidans	53409	S	1	1	2	0.00004
Deinococcus sp943914785	98824	S	8	0	8	0.00015
Deinococcus piscis	98788	S	6	4	10	0.00019
Deinococcus geothermalis	98771	S	1	2	3	0.00006
Clostridium_A leptum	64444	S	6	290	296	0.00562
Prevotella sp905372445	77961	S	2	80	82	0.00156
Nitrospira_D sp900299245	105460	S	3	19	22	0.00042
Nitrospira_D sp002083555	105389	S	1	1	2	0.00004
UBA966 sp018883105	111526	S	2	3	5	0.00009
Parachlamydia acanthamoebae	93395	S	1	3	4	0.00008
