#Classification	S-11-POLJUN-B_bracken_C.kreport
k__Bacteria	1387
k__Bacteria|p__Proteobacteria	1235
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	634
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	424
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	176
k__Bacteria|p__Acidobacteria	143
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	143
k__Bacteria|p__Actinobacteria	8
k__Bacteria|p__Actinobacteria|c__Actinomycetia	8
k__Bacteria|p__Bacteroidetes	1
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	1
k__Eukaryota	2
k__Eukaryota|k__Fungi	1
k__Eukaryota|k__Fungi|p__Basidiomycota	1
k__Eukaryota|k__Fungi|p__Basidiomycota|c__Ustilaginomycetes	1
k__Eukaryota|k__Viridiplantae	1
k__Eukaryota|k__Viridiplantae|p__Streptophyta	1
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida	1
