#Classification	SRR20002418_bracken_P.kreport
k__Bacteria	999798
k__Bacteria|p__Proteobacteria	665840
k__Bacteria|p__Actinobacteria	111360
k__Bacteria|p__Firmicutes	179280
k__Bacteria|p__Deinococcus-Thermus	41329
k__Bacteria|p__Cyanobacteria	26
k__Bacteria|p__Chloroflexi	13
k__Bacteria|p__Bacteroidetes	1832
k__Bacteria|p__Ignavibacteriae	3
k__Bacteria|p__Verrucomicrobia	53
k__Bacteria|p__Chlamydiae	19
k__Bacteria|p__Planctomycetes	2
k__Bacteria|p__Acidobacteria	12
k__Bacteria|p__Candidatus_Saccharibacteria	8
k__Bacteria|p__Aquificae	6
k__Bacteria|p__Synergistetes	4
k__Bacteria|p__Spirochaetes	3
k__Bacteria|p__Fusobacteria	3
k__Bacteria|p__Nitrospirae	1
k__Eukaryota	13157
k__Eukaryota|k__Fungi	6741
k__Eukaryota|k__Fungi|p__Basidiomycota	6129
k__Eukaryota|k__Fungi|p__Ascomycota	611
k__Eukaryota|k__Metazoa	5760
k__Eukaryota|k__Metazoa|p__Chordata	5760
k__Eukaryota|k__Viridiplantae	568
k__Eukaryota|k__Viridiplantae|p__Streptophyta	568
k__Eukaryota|p__Apicomplexa	69
k__Eukaryota|p__Euglenozoa	17
k__Archaea	86
k__Archaea|p__Euryarchaeota	85
k__Archaea|p__Thaumarchaeota	1
k__Viruses	160
k__Viruses|k__Heunggongvirae	160
k__Viruses|k__Heunggongvirae|p__Uroviricota	159
k__Viruses|k__Heunggongvirae|p__Peploviricota	1
