#Classification	SRR5091468_bracken_C.kreport
k__Bacteria	4593712
k__Bacteria|p__Bacteroidetes	2676939
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2676933
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	6
k__Bacteria|p__Firmicutes	1760382
k__Bacteria|p__Firmicutes|c__Clostridia	1742876
k__Bacteria|p__Firmicutes|c__Bacilli	7146
k__Bacteria|p__Firmicutes|c__Negativicutes	6004
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	4343
k__Bacteria|p__Firmicutes|c__Tissierellia	11
k__Bacteria|p__Actinobacteria	38992
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	34516
k__Bacteria|p__Actinobacteria|c__Actinomycetia	4475
k__Bacteria|p__Chloroflexi	8
k__Bacteria|p__Chloroflexi|c__Dehalococcoidia	8
k__Bacteria|p__Proteobacteria	115821
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	113224
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	1253
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	518
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	530
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	293
k__Bacteria|p__Synergistetes	1059
k__Bacteria|p__Synergistetes|c__Synergistia	1059
k__Bacteria|p__Verrucomicrobia	421
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	421
k__Bacteria|p__Kiritimatiellaeota	6
k__Bacteria|p__Kiritimatiellaeota|c__Kiritimatiellae	6
k__Bacteria|p__Spirochaetes	36
k__Bacteria|p__Spirochaetes|c__Spirochaetia	36
k__Bacteria|p__Fusobacteria	30
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	30
k__Bacteria|p__Candidatus_Saccharibacteria	13
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharimonia	13
k__Eukaryota	106
k__Eukaryota|k__Viridiplantae	89
k__Eukaryota|k__Viridiplantae|p__Streptophyta	89
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida	89
k__Eukaryota|k__Metazoa	16
k__Eukaryota|k__Metazoa|p__Chordata	16
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia	16
k__Eukaryota|k__Fungi	1
k__Eukaryota|k__Fungi|p__Ascomycota	1
k__Eukaryota|k__Fungi|p__Ascomycota|c__Sordariomycetes	1
k__Archaea	2
k__Archaea|p__Euryarchaeota	2
k__Archaea|p__Euryarchaeota|c__Methanobacteria	2
k__Viruses	11798
k__Viruses|k__Heunggongvirae	11798
k__Viruses|k__Heunggongvirae|p__Uroviricota	11798
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes	11798
