#Classification	SRR5091468_bracken_P.kreport
k__Bacteria	4593712
k__Bacteria|p__Bacteroidetes	2676939
k__Bacteria|p__Firmicutes	1760382
k__Bacteria|p__Actinobacteria	38992
k__Bacteria|p__Chloroflexi	8
k__Bacteria|p__Proteobacteria	115821
k__Bacteria|p__Synergistetes	1059
k__Bacteria|p__Verrucomicrobia	421
k__Bacteria|p__Kiritimatiellaeota	6
k__Bacteria|p__Spirochaetes	36
k__Bacteria|p__Fusobacteria	30
k__Bacteria|p__Candidatus_Saccharibacteria	13
k__Eukaryota	106
k__Eukaryota|k__Viridiplantae	89
k__Eukaryota|k__Viridiplantae|p__Streptophyta	89
k__Eukaryota|k__Metazoa	16
k__Eukaryota|k__Metazoa|p__Chordata	16
k__Eukaryota|k__Fungi	1
k__Eukaryota|k__Fungi|p__Ascomycota	1
k__Archaea	2
k__Archaea|p__Euryarchaeota	2
k__Viruses	11798
k__Viruses|k__Heunggongvirae	11798
k__Viruses|k__Heunggongvirae|p__Uroviricota	11798
