#Classification	SRR20002484_bracken_P.kreport
k__Bacteria	454483
k__Bacteria|p__Proteobacteria	331462
k__Bacteria|p__Deinococcus-Thermus	39862
k__Bacteria|p__Actinobacteria	41046
k__Bacteria|p__Firmicutes	40826
k__Bacteria|p__Cyanobacteria	11
k__Bacteria|p__Chloroflexi	9
k__Bacteria|p__Bacteroidetes	1159
k__Bacteria|p__Rhodothermaeota	1
k__Bacteria|p__Gemmatimonadetes	1
k__Bacteria|p__Planctomycetes	25
k__Bacteria|p__Verrucomicrobia	18
k__Bacteria|p__Chlamydiae	13
k__Bacteria|p__Fusobacteria	17
k__Bacteria|p__Acidobacteria	12
k__Bacteria|p__Aquificae	9
k__Bacteria|p__Spirochaetes	4
k__Bacteria|p__Candidatus_Saccharibacteria	2
k__Eukaryota	11713
k__Eukaryota|k__Metazoa	7527
k__Eukaryota|k__Metazoa|p__Chordata	7527
k__Eukaryota|k__Fungi	2810
k__Eukaryota|k__Fungi|p__Basidiomycota	2349
k__Eukaryota|k__Fungi|p__Ascomycota	461
k__Eukaryota|p__Apicomplexa	929
k__Eukaryota|k__Viridiplantae	429
k__Eukaryota|k__Viridiplantae|p__Streptophyta	429
k__Eukaryota|p__Euglenozoa	17
k__Archaea	18
k__Archaea|p__Euryarchaeota	18
k__Viruses	144
k__Viruses|k__Heunggongvirae	144
k__Viruses|k__Heunggongvirae|p__Uroviricota	144
