#Classification	SRR5091620_bracken_P.kreport
k__Bacteria	5886191
k__Bacteria|p__Bacteroidetes	4828923
k__Bacteria|p__Gemmatimonadetes	1
k__Bacteria|p__Firmicutes	862936
k__Bacteria|p__Actinobacteria	95804
k__Bacteria|p__Cyanobacteria	7
k__Bacteria|p__Deinococcus-Thermus	5
k__Bacteria|p__Proteobacteria	97216
k__Bacteria|p__Fusobacteria	1228
k__Bacteria|p__Spirochaetes	26
k__Bacteria|p__Verrucomicrobia	19
k__Bacteria|p__Candidatus_Saccharibacteria	9
k__Bacteria|p__Acidobacteria	7
k__Bacteria|p__Synergistetes	5
k__Bacteria|p__Nitrospirae	1
k__Eukaryota	489
k__Eukaryota|k__Viridiplantae	452
k__Eukaryota|k__Viridiplantae|p__Streptophyta	452
k__Eukaryota|k__Metazoa	18
k__Eukaryota|k__Metazoa|p__Chordata	18
k__Eukaryota|k__Fungi	15
k__Eukaryota|k__Fungi|p__Ascomycota	15
k__Eukaryota|p__Apicomplexa	3
k__Viruses	841
k__Viruses|k__Heunggongvirae	841
k__Viruses|k__Heunggongvirae|p__Uroviricota	841
