name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Caballeronia sp001557535	126764	S	106	2378	2484	0.36310
Caballeronia sp022878925	126770	S	12	428	440	0.06432
Caballeronia sp018449635	126769	S	4	45	49	0.00716
Caballeronia sp009766085	126765	S	1	11	12	0.00175
Caballeronia sp030464885	126779	S	1	9	10	0.00146
Paraburkholderia ginsengisoli	127996	S	2	25	27	0.00395
Paraburkholderia metrosideri	128013	S	2	24	26	0.00380
Paraburkholderia nemoris	128016	S	1	27	28	0.00409
Variovorax sp009765735	129478	S	3	142	145	0.02120
Rhodanobacter sp903827735	140625	S	14	217	231	0.03377
Pseudomonas_E sp903970465	138888	S	1	6	7	0.00102
Pseudomonas_E aylmerensis	138202	S	1	67	68	0.00994
Bog-1198 sp030775865	139668	S	1	1	2	0.00029
13-2-20CM-66-19 sp028293765	139631	S	1	6	7	0.00102
Methylobacterium sp022829385	118327	S	44	553	597	0.08727
Methylobacterium sp017833295	118314	S	4	123	127	0.01856
Methylobacterium sp022829585	118333	S	2	27	29	0.00424
Methylobacterium sp022829365	118326	S	2	31	33	0.00482
Methylobacterium sp008039875	118308	S	1	16	17	0.00249
Lichenihabitans flavocetrariae	118233	S	27	54	81	0.01184
Mesorhizobium loti_B	119525	S	1	33	34	0.00497
Pseudolabrys sp903891395	120775	S	1	5	6	0.00088
Acidisoma sp009765865	113615	S	108	379	487	0.07119
Lichenicoccus roseus	113922	S	35	214	249	0.03640
Sphingomonas sp001423845	125124	S	1	37	38	0.00555
Novosphingobium sp903970225	124574	S	1	14	15	0.00219
Novosphingobium sp030776465	124557	S	1	6	7	0.00102
Sphingomonas_N sp937859915	125357	S	2	13	15	0.00219
Reyranella aerosaccus_B	117836	S	7	275	282	0.04122
Rhizomicrobium sp028292825	115880	S	3	92	95	0.01389
CAIKMD01 sp903822185	113516	S	5	65	70	0.01023
Mucilaginibacter sp013286325	89903	S	40	36	76	0.01111
Mucilaginibacter sp030775685	89958	S	5	15	20	0.00292
Mucilaginibacter sp014200575	89914	S	2	7	9	0.00132
Mucilaginibacter xinganensis_A	89984	S	2	2	4	0.00058
Mucilaginibacter sp010093045	89899	S	2	7	9	0.00132
Mucilaginibacter corticis	89846	S	2	9	11	0.00161
Mucilaginibacter sp001898335	89892	S	1	8	9	0.00132
Mucilaginibacter psychrotolerans	89881	S	1	2	3	0.00044
Mucilaginibacter sp903915155	89972	S	1	6	7	0.00102
Flavipsychrobacter sp031292525	83310	S	8	53	61	0.00892
Puia sp013288945	83678	S	4	16	20	0.00292
B1 sp014376805	89661	S	1	0	1	0.00015
Granulicella_D aggregans_A	40206	S	59	146	205	0.02997
Granulicella_C sibirica	40198	S	6	35	41	0.00599
Edaphobacter lichenicola_A	40131	S	2	91	93	0.01359
Edaphobacter sp001897435	40140	S	1	20	21	0.00307
Terriglobus roseus	40380	S	1	1	2	0.00029
Terriglobus roseus_B	40382	S	1	1	2	0.00029
Granulicella mallensis_A	40166	S	1	1	2	0.00029
Granulicella paludicola	40167	S	1	2	3	0.00044
Palsa-288 sp030775885	40351	S	1	0	1	0.00015
Occallatibacter gabretensis	40248	S	1	15	16	0.00234
EB88 sp003858395	40122	S	1	2	3	0.00044
Mycobacterium sp002863225	46673	S	1	5	6	0.00088
Mycobacterium hodleri_B	46480	S	1	34	35	0.00512
Mycobacterium sp016462545	46709	S	1	5	6	0.00088
Jatrophihabitans sp025966255	45608	S	1	11	12	0.00175
Lacisediminihabitans sp025463615	44002	S	1	28	29	0.00424
Schlesneria sp903840265	113058	S	12	35	47	0.00687
Schlesneria sp028291515	113056	S	1	1	2	0.00029
Gemmata tundricola	112182	S	3	10	13	0.00190
Capsulimonas corticalis	52990	S	15	26	41	0.00599
Stigonema ocellatum	96939	S	1	196	197	0.02880
JACDAE01 sp013695595	95986	S	1	0	1	0.00015
C-114 sp015478725	96013	S	1	83	84	0.01228
