#Classification	S-11-POLPIL-B_bracken_C.kreport
k__Bacteria	1295
k__Bacteria|p__Proteobacteria	995
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	953
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	37
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	5
k__Bacteria|p__Actinobacteria	175
k__Bacteria|p__Actinobacteria|c__Actinomycetia	175
k__Bacteria|p__Acidobacteria	95
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	95
k__Bacteria|p__Bacteroidetes	16
k__Bacteria|p__Bacteroidetes|c__Cytophagia	1
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	15
k__Bacteria|p__Planctomycetes	12
k__Bacteria|p__Planctomycetes|c__Planctomycetia	12
k__Eukaryota	19
k__Eukaryota|k__Metazoa	19
k__Eukaryota|k__Metazoa|p__Chordata	19
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia	19
