#Classification	SRR5091514_bracken_P.kreport
k__Bacteria	11553173
k__Bacteria|p__Bacteroidetes	10442377
k__Bacteria|p__Firmicutes	879471
k__Bacteria|p__Actinobacteria	5823
k__Bacteria|p__Verrucomicrobia	60935
k__Bacteria|p__Proteobacteria	163867
k__Bacteria|p__Synergistetes	295
k__Bacteria|p__Fusobacteria	264
k__Bacteria|p__Candidatus_Saccharibacteria	93
k__Bacteria|p__Spirochaetes	25
k__Bacteria|p__Chrysiogenetes	18
k__Eukaryota	4912
k__Eukaryota|k__Fungi	2523
k__Eukaryota|k__Fungi|p__Ascomycota	2232
k__Eukaryota|k__Fungi|p__Basidiomycota	290
k__Eukaryota|k__Metazoa	772
k__Eukaryota|k__Metazoa|p__Chordata	772
k__Eukaryota|k__Viridiplantae	1616
k__Eukaryota|k__Viridiplantae|p__Streptophyta	1616
k__Viruses	82604
k__Viruses|k__Heunggongvirae	82505
k__Viruses|k__Heunggongvirae|p__Uroviricota	82505
k__Viruses|k__Sangervirae	99
k__Viruses|k__Sangervirae|p__Phixviricota	99
