#Classification	GQ54_bracken_O.kreport
k__Bacteria	29192781
k__Bacteria|p__Firmicutes	14044679
k__Bacteria|p__Firmicutes|c__Clostridia	13298314
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	13297576
k__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales	621
k__Bacteria|p__Firmicutes|c__Clostridia|o__Halanaerobiales	97
k__Bacteria|p__Firmicutes|c__Clostridia|o__Thermosediminibacterales	9
k__Bacteria|p__Firmicutes|c__Clostridia|o__Koleobacterales	6
k__Bacteria|p__Firmicutes|c__Clostridia|o__Natranaerobiales	3
k__Bacteria|p__Firmicutes|c__Bacilli	433289
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	417971
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	15318
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	261350
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	261350
k__Bacteria|p__Firmicutes|c__Negativicutes	49695
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	39438
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	9711
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	546
k__Bacteria|p__Firmicutes|c__Tissierellia	2022
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales	2022
k__Bacteria|p__Firmicutes|c__Limnochordia	6
k__Bacteria|p__Firmicutes|c__Limnochordia|o__Limnochordales	6
k__Bacteria|p__Actinobacteria	1017766
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	993016
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	838209
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	154806
k__Bacteria|p__Actinobacteria|c__Actinomycetia	24711
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales	10422
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales	7670
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	4055
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	1453
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales	507
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales	380
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Pseudonocardiales	76
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micromonosporales	53
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptosporangiales	25
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Candidatus_Nanopelagicales	21
