#Classification	GQ7_bracken_P.kreport
k__Bacteria	3221977
k__Bacteria|p__Firmicutes	1939786
k__Bacteria|p__Actinobacteria	325552
k__Bacteria|p__Tenericutes	8
k__Bacteria|p__Bacteroidetes	778659
k__Bacteria|p__Proteobacteria	150386
k__Bacteria|p__Candidatus_Saccharibacteria	12540
k__Bacteria|p__Fusobacteria	14019
k__Bacteria|p__Spirochaetes	657
k__Bacteria|p__Synergistetes	366
k__Eukaryota	27359
k__Eukaryota|k__Viridiplantae	16160
k__Eukaryota|k__Viridiplantae|p__Streptophyta	16160
k__Eukaryota|k__Metazoa	11002
k__Eukaryota|k__Metazoa|p__Chordata	11002
k__Eukaryota|k__Fungi	196
k__Eukaryota|k__Fungi|p__Ascomycota	73
k__Eukaryota|k__Fungi|p__Basidiomycota	122
k__Viruses	73
k__Viruses|k__Heunggongvirae	73
k__Viruses|k__Heunggongvirae|p__Peploviricota	40
k__Viruses|k__Heunggongvirae|p__Uroviricota	33
