#Classification	SRR5091555_bracken_P.kreport
k__Bacteria	3651068
k__Bacteria|p__Bacteroidetes	2506508
k__Bacteria|p__Firmicutes	1019178
k__Bacteria|p__Actinobacteria	30767
k__Bacteria|p__Proteobacteria	91321
k__Bacteria|p__Verrucomicrobia	3191
k__Bacteria|p__Fusobacteria	62
k__Bacteria|p__Chrysiogenetes	31
k__Bacteria|p__Spirochaetes	4
k__Bacteria|p__Candidatus_Saccharibacteria	2
k__Eukaryota	131
k__Eukaryota|k__Viridiplantae	131
k__Eukaryota|k__Viridiplantae|p__Streptophyta	131
k__Viruses	297
k__Viruses|k__Heunggongvirae	297
k__Viruses|k__Heunggongvirae|p__Uroviricota	297
