feature	Acidaminococcaceae	Actinomycetaceae	Acutalibacteraceae	Akkermansiaceae	Anaerofustaceae	Anaerotignaceae	Anaerovoracaceae	Atopobiaceae	Bacteroidaceae	Barnesiellaceae	Bianqueaceae	Bifidobacteriaceae	Burkholderiaceae	Butyricicoccaceae	CAG.138	CAG.272	CAG.274	CAG.382	CAG.508	CAG.74	Campylobacteraceae	Christensenellaceae	Clostridiaceae	Coprobacillaceae	Coriobacteriaceae	Desulfovibrionaceae	Dialisteraceae	Eggerthellaceae	Enterobacteriaceae	Erysipelotrichaceae	Eubacteriaceae	GCA.900066905	Gemellaceae	Lachnospiraceae	Lactobacillaceae	Marinifilaceae	Megasphaeraceae	Monoglobaceae	Muribaculaceae	Nanosynbacteraceae	Oscillospiraceae	P3	Pasteurellaceae	Peptococcaceae	Peptoniphilaceae	Peptostreptococcaceae	Porphyromonadaceae	QALW01	QAND01	Rhizobiaceae	Rikenellaceae	Ruminococcaceae	Selenomonadaceae	Staphylococcaceae	Streptococcaceae	Tannerellaceae	Turicibacteraceae	UBA1255	UBA1381	UBA644	UBA660	UMGS124	UMGS1783	Veillonellaceae	Xanthobacteraceae
NS34	0.0925305023304283	0.0496297873043789	0.161371832523543	0.0803035892229782	0.00779851995577139	0.0207904254791464	0.0503943085308844	0	0.784965336850528	0	0.0164456701939251	0.125101110695957	0.0287136400564079	0.00965232304902874	0	0	0	0	0	0.0165241773876412	0.0184835569240402	0.0128195450443788	0.0979302116598449	0.0806185399305316	0.0545449721755441	0	0.0313230813825079	0.0509442985991162	0.164135430297779	0.0581019142204463	0.0248463576215085	0	0	0.508042031795331	0	0.0922064651776927	0	0.0223215982295771	0	0	0.158835423620492	0	0	0.00985136733346139	0.0899058827936086	0.089215932629253	0.0603251161241395	0	0.0114886367051765	0	0.121861730351521	0.166336614587073	0	0	0.0154725555096247	0.222408138449485	0.0417918175143883	0	0	0	0	0	0	0	0
NS36	0.116095964018971	0	0.318457828554011	0.38584798372973	0	0.077441334812915	0.0433519119489459	0	0.436759098001193	0.102692198770887	0	0.120070930505492	0.0367214966907235	0.026309700232734	0	0	0	0	0	0	0	0.0406062584212983	0	0.0749098800982729	0.121455402237735	0.0710864847746528	0	0.0371421779188837	0	0.0512151560321795	0	0.017620450142173	0	0.366303959345708	0	0.108696962546172	0	0.194483889741327	0	0	0.279135038478575	0	0	0	0.0260128974694215	0.0561059937790669	0.0202510814571233	0	0.0387459727538912	0.018998404589949	0.295462697957394	0.33109977722242	0	0.00728257006755846	0.0181983854428221	0.17780861634306	0.0305438702796058	0	0.0333982167404123	0	0.135237787293405	0.0130177767283124	0	0	0
NS38	0	0	0.290801882533607	0.309296994885879	0	0.0210934457961561	0.0604261579946043	0	0.534696828949771	0.0930090823523555	0.0143850399928204	0.363164171997211	0.035933112588331	0.0234184814125956	0.0660839560391492	0.0593110455697452	0	0.0432718946528213	0.126726605947089	0.130373185462661	0	0.0196323430790569	0	0.0983335666135798	0.126406448954346	0.0510949570110936	0.077423516795531	0.0603617623479891	0.048023842014639	0.0352971330366006	0	0	0	0.37170103730132	0.0322306505381132	0.0812457841874768	0	0.0383550739432162	0.0645953020989135	0	0.212232389355064	0.0183730303360817	0.00851011364535193	0	0	0.043016797081283	0	0.0182671212109932	0.0171721578604555	0	0.198743134737045	0.287827038672313	0	0	0.0146963664764205	0.132996038464195	0	0.02633108073942	0.0317859177115004	0.0235011989843392	0.0844986957469235	0	0.0265268993154925	0.0177280917181302	0
NS39	0.0479847558551261	0	0.187300412270571	0.0488537117219449	0	0.0339047621457503	0.0377503137676598	0	0.406960502226037	0.0564418510791362	0	0.217284634582839	0.0345847036708321	0.044746289330734	0	0.0106653762747105	0	0.0067261091262686	0.160405842450718	0.0760338951890996	0	0.0243333672507759	0	0.0374060220639111	0.0861671004648829	0.0272655552225602	0.128608730872605	0.0554112244953729	0.00700844978450124	0.0899949759265941	0	0	0	0.465113386952644	0	0.0850977269753173	0	0.0443248952626534	0	0	0.199602185268639	0	0.0234677404401454	0	0.011815404519566	0.0314094471870698	0	0	0.0125063511584943	0	0.166926651000556	0.631277310502373	0.0636185178591296	0	0.0331134101597267	0.0763914382636858	0.00819847637189216	0	0.0303625405276928	0.0153804584223824	0.196928160098551	0	0	0.0377674461199586	0
NS4	0	0	0.0822928757207044	0	0	0.0249237898898744	0	0	0.58452194282016	0	0	0.198869288737346	0.140392980996346	0.047824316853657	0	0	0	0	0	0	0	0	0.00662581361462659	0.0280684559930451	0.0794627576121991	0.0123437924625248	0.0468821844639545	0.0153302516480688	0.0751445523710948	0.0240534548983056	0	0	0	0.709499573760631	0	0.066442800131859	0	0	0	0	0.100389474995584	0	0.0477972692222375	0	0	0.0128059059917605	0	0	0	0	0.0834899916947419	0.404585006144733	0	0	0.0433872995253062	0.0538179528206931	0.00923155188725526	0	0.0459067037880773	0	0	0	0	0.0338868016201393	0
NS40	0.033329301557748	0	0.445200400430687	0	0	0	0.0496160596479755	0.0578390147397776	0.270686173506065	0.0706105701018062	0	0.229760463800338	0.0404419253329081	0.0603145334884248	0	0.0211686787432568	0	0	0	0.0414365277618005	0	0.0158276186048112	0.0548065016094117	0.0321853878033371	0.120168294332553	0	0	0.0435508766392392	0.021740590393823	0.071476781110052	0	0	0	0.566857860153867	0.0774466305029903	0.0432828839381343	0.0933405557169588	0.160447118535895	0	0	0.218010007657385	0	0	0.0500572363900471	0.0171210629881946	0.0185337056167358	0.0102269623875496	0	0.0254621671857775	0	0.117408666268141	0.4754383198672	0.0489336512081936	0	0.0225283606783334	0.104059049571246	0	0	0.0976195834604286	0	0.13414416133557	0.00990627723932753	0	0.0152457802459735	0
NS41	0.0353807491356143	0	0.200861800002434	0.0406349261617812	0	0.0397341942470729	0.0293521422502495	0.00984129308592657	0.771088543587575	0.0962968588423758	0	0.0643062400287554	0.0621249551387183	0.0363002815025751	0.0156642312063634	0.0282073620489017	0	0.0267498407527222	0	0.0307495317298212	0.00709660238115844	0.0198794260889667	0.0305809871878933	0.113801534742649	0.0379709083303387	0.00601306857350315	0	0.0180042422475284	0	0.0530453632569767	0	0	0	0.452015336756098	0.0322067854108529	0.0750441018094332	0.0348470765566694	0.0282302544296716	0	0	0.222450085488087	0	0	0.0143293981008514	0.00579433536833893	0.0116444502019281	0	0	0.0173465960308715	0	0.172236811387702	0.358770266737373	0.0387125697346586	0	0.0143293981008514	0.155731986538469	0	0	0.0337353218226815	0	0	0	0	0.0240275823464397	0
NS46	0	0	0.409296111609617	0.0466365812312335	0	0.0336913528045187	0.0574232565918448	0	0.350311351577545	0	0.0571623933345973	0.175452559067566	0.0425604379256252	0.0381704782549026	0.00992764383801828	0.0357835580494062	0.0117245218616612	0	0.159816857764684	0.0752809990437173	0.00654172563561266	0.0438230027302166	0.018782017649514	0.0987272153612325	0.0224617494436811	0.0241859344014065	0.070496006980177	0.105294058312745	0.0348091488294509	0.0415415786350483	0.0238347408438848	0.0172334209495849	0	0.631760706582206	0.014760554386207	0.060337152151881	0	0.0390113902626471	0	0	0.234583808080776	0	0	0	0.0203403090205081	0.0527405553752626	0.0191919051671123	0.0104990426432908	0.0289473739603435	0	0.0929760283821288	0.443609415636508	0	0.013522439593621	0	0.05686606979041	0.0567287852888168	0.0436597392999938	0.0126297966962026	0	0	0	0	0.0247427274356293	0
NS51	0.0169332081510793	0.0108410465256017	0.208703569363836	0	0.0102909767471118	0.0131063046627521	0.0214135845443894	0	0.150711806638259	0.0146864169242952	0	0.315141797461229	0.0419216795152078	0.0579345077388433	0	0	0	0	0	0.0347564372917699	0	0	0.141794438957261	0.0429425151282764	0.141507987877005	0.00745212708558772	0.00909155090900038	0.0510730046637218	0.0663912571265792	0.0430477762471088	0	0	0	0.830665268191563	0.0344201240345291	0.0219792451864632	0	0.0266547600332756	0	0	0.0988799725488624	0	0	0.0531096649819055	0.0516523377769928	0.183314569805957	0.0435405882275552	0	0	0.0363203784413528	0.012907701689147	0.418595556371521	0	0	0.0713572613231259	0.0287085992209787	0.0130569370638874	0	0.0920190052626685	0	0	0	0	0.0268960424206453	0.0139187956113346
NS55	0	0	0.201001942490244	0.00990627723932753	0	0.0134933353431053	0.0187071037600777	0	0.206131173649274	0	0	0.111892715070937	0	0.0499408323394809	0	0	0	0	0	0.0193518587225552	0	0.063960370063077	0.034993661568659	0.211662032082562	0.0826389045364017	0	0.019418482972248	0.0496160596479755	0.0287055956893586	0.0375242267643315	0	0	0	0.994699908114323	0	0.043013225746893	0	0.022813229705466	0	0	0.0804036618791916	0	0	0	0	0.0778972819947169	0	0	0	0	0.0190830369909961	0.345356843138187	0	0	0.0409501324481532	0	0.0105989864365194	0	0.0780635350735344	0	0	0	0	0	0
NS58	0.00727680221105179	0.0287986650362184	0.10063995887693	0	0	0	0	0	0.0694621987815983	0	0	0.157736472421935	0.03398577486649	0.0235403853043504	0	0	0	0	0	0.0408756824638021	0	0	0.0454873097206807	0.143812301942573	0.105239161963677	0	0	0.0311898088955624	0	0.029856155068043	0	0	0.0118650138196056	1.17838755484818	0	0.0151198676683167	0	0	0	0.00495362796146169	0.0468598021745854	0	0.00977614393665252	0	0	0.119942765799102	0	0	0	0.00850440742638111	0	0.177123515064164	0	0	0.092019601149778	0.00990737748239636	0.0894505927724327	0	0.0466384728529542	0	0	0	0	0.00858000549266492	0
NS6	0	0	0.163411787428612	0	0	0.00923192739358428	0.0165463417861411	0	0.653980576657182	0	0	0	0.024453893920818	0.0443761146143009	0	0	0	0	0	0	0	0	0	0.0833612184831859	0.0660545362027713	0.00762297870253228	0.0225005908763909	0.0397829379262037	0.0129568094278205	0.0499169600207538	0	0	0	0.66180193047044	0	0.108638807486091	0	0	0	0	0.109646539576859	0	0	0	0.0612328779263832	0.0414849846160994	0.0491203057060991	0	0	0.0282073438319248	0.212499085867519	0.276635278752445	0	0	0.02337351196692	0.200408739672334	0	0	0.0593761492304275	0	0.104362845597194	0	0	0.0272285086291235	0
NS62	0.0217736776965762	0.0102285606280217	0.328644408544177	0.0861273156867531	0.0120277370234742	0.0146871757197786	0.059186482729119	0	0.113493714809802	0.0216844878413376	0.0193548832479566	0.148387757984585	0.0152904635497798	0.0341391004545042	0	0	0	0	0.0566953828124372	0.0333732648451445	0	0.0310666627934727	0.0698652489790396	0.086795403309141	0.0193548832479566	0	0	0.082408166653897	0	0.0554255537094302	0	0	0	0.978932730635667	0	0.0284159969930287	0	0.029618484166215	0	0	0.105484754896259	0	0	0	0	0.0753458351276506	0	0	0.010101488480762	0	0.090047855224105	0.31888471593145	0	0	0.0457021166053283	0.0442353047235949	0.0081162290987362	0	0.0375128658201077	0	0	0	0	0	0
NS67	0	0.0201558367199193	0.395844820595145	0.0653842365562392	0.00866215656252549	0.0774193361334774	0.0966942310398152	0	0.157255468721695	0	0.0417247521099248	0.263663838405506	0.038747552396698	0.0708607860693134	0	0.0248173073177533	0	0	0	0.0825283962267252	0	0.0663884949698003	0.0222026478653558	0.0465662186626533	0.117392247403821	0.0196684527452723	0.317272997345224	0.0683150377543284	0.0523187355726427	0.043532571200681	0.00643405229942261	0	0	0.571352392518574	0.0759116655153657	0.0212800871218474	0	0.0109687410569127	0	0.00633272094301511	0.306081772251346	0	0	0	0.0343549605370228	0.0657404223342412	0	0.0248433675995631	0.0348785631705353	0.00828036534057577	0	0.455023302220465	0	0	0.0311327632365866	0.0305239188920164	0.0248433675995631	0.0391465398175654	0.0234498932395039	0	0	0.00851149519827124	0.0202199341143877	0.0107302524207229	0
NS7	0.0193518587225552	0.0269412210380111	0.1290976820053	0	0	0.0150754180068687	0.0214715826805365	0	0.343785169422702	0	0	0.328901707258733	0.0407285704032342	0.0378158532320454	0.0115883864246888	0	0	0	0	0.0381052521186125	0	0	0.0506352562168107	0.0309367694574946	0.179375412442702	0.0198460923457174	0.066413557905804	0.0387443432093164	0.0153723133393525	0.0246108629849974	0	0	0.00811496093219941	0.621884337116398	0.170237911508654	0.0311241378666809	0.102611818244341	0	0	0.00709630915016544	0.126188260437465	0	0.0169695315662204	0	0	0.310395010937758	0	0	0	0	0.120855284340155	0.460128165825887	0.044008603884384	0	0.0727346288150935	0.0311241378666809	0.0651934723695346	0	0.0415766759247191	0	0	0	0	0.0396674353831716	0
NS70	0.0232344698589263	0.00770706046736903	0.218719765474623	0	0	0	0.0319644878615908	0	0.360676972502943	0	0	0.20055024262134	0.0397658917741373	0.0646863611837236	0	0	0	0	0	0.017420533405083	0	0	0.0931335460600062	0.112081072267279	0.153932132385812	0	0	0.0420567114035323	0	0.019617404148284	0	0	0	0.872552888808933	0.00770706046736903	0.0491851038930869	0	0	0	0	0.0770033744880928	0	0	0	0	0.0633617241590265	0	0	0	0.0321257774662746	0.01634971071116	0.345971860262421	0	0	0.112908737231292	0.034660433098532	0.0345670970922669	0	0.0514095173243501	0	0	0.013349284632078	0	0.0269896859282367	0.0118093915828857
NS71	0.060549873760591	0.0156001186386196	0.315673877385807	0.221741059121269	0.0264410591023192	0	0.0814900712096729	0	0.242760077295513	0	0.0150079816069457	0.299632688165835	0.0701074345181595	0.0241636143371937	0.101923483598253	0.0233736820434442	0	0.0225274029912058	0.0094506650538041	0.1870512848565	0	0.0397163369359536	0.163696809592536	0.172455447187641	0.148189999170582	0.0103025794005707	0	0.0833594292431756	0	0.101539130907797	0.0226991812713221	0.00931268771670813	0	0.652692935766519	0.0144364158764821	0.0441803630200824	0	0.0498205810183836	0	0	0.28396402486074	0	0	0	0	0.205972189873472	0	0	0.0271419357849322	0	0.0455241002780278	0.206217743954558	0	0	0.0587223496233069	0.0409531817946678	0.0640190151862792	0.0191404038510721	0	0.00796405025934717	0.0409689996317753	0	0.0125667422444164	0	0
NS72	0	0.0486031757265121	0.251215751622453	0.0355985071195076	0	0	0.0822788165512435	0.0573120128768622	0.0752064520127698	0	0	0.396139698702529	0.0259401880105054	0.0149466812598079	0	0	0.0227570112154748	0	0.0240001896847384	0	0	0	0.250818616496573	0.128110545389852	0.206611914066821	0	0.0442439168093439	0.0655809985914878	0	0.120197909235597	0.0218299744988167	0	0.0119722951680919	0.751739499566432	0.216296126612315	0	0.0568358713318017	0.00803517290454782	0	0.0146851841324285	0.0535539880005886	0	0	0	0	0.0484966227897428	0	0	0	0.00590459285565971	0	0.233576025172976	0.0807111954061786	0.00700488324603996	0.119599871118081	0.010538112119851	0.0143291020316413	0	0.0804295160557918	0	0.156187375477902	0	0	0.0159498674510469	0
NS77	0.138342190050112	0	0.170396371650819	0	0	0.125561058465936	0.0507245804289972	0	0.626949158925005	0.0486819313087379	0	0.0739011289311955	0.0652331840981658	0.0526146525512065	0	0	0	0	0	0.0402817986378753	0	0.0139173397145428	0	0.0590239351098201	0.0911444494888777	0.0300039291287242	0	0.0197809076524103	0.15096971120256	0.0438172344095256	0	0	0	0.568307711347165	0	0.07327598463987	0	0	0	0	0.24348378173145	0	0	0	0	0.0156635839196188	0	0	0	0	0.121243063627519	0.389950473588013	0	0	0.0459911248120259	0.14105775769516	0	0	0	0	0	0	0	0.0336572302643676	0
NS78	0	0	0.242563341577729	0	0	0	0.0329208158050954	0.0409199285350072	0.0967202109899701	0	0	0.245731549986256	0.0316398541791722	0.0573014626754696	0.015203879061472	0.0170460379195309	0	0	0.175073220822957	0.0553603457646412	0	0	0.0464960032218474	0.223896154155619	0.146221338552397	0	0.0902959613267257	0.0535425999850807	0	0.264356601351644	0	0	0	0.812518127067562	0.0252336867998764	0.0206442437228283	0	0	0	0	0.109811839275306	0	0	0.0384442289257747	0	0.140504858032908	0	0	0.0160710721879458	0.0225863801223184	0.0255390100990638	0.263451544164276	0	0	0.141034692698133	0.0196505496913884	0.0304325101099351	0	0.0595172520214718	0.0118640944735444	0.158935013360222	0.0228422883299953	0	0	0.00811523338065027
NS79	0.0535862583261355	0	0.230028072198981	0	0	0.0420879322814156	0.0240630127063688	0	0.234750418061202	0	0	0.318393159614883	0.0517425776573115	0.046429384468529	0	0	0.0954362845242959	0	0	0.035062940187259	0	0	0.0340715019785666	0.109727354901593	0.131486045493496	0.0143795084070641	0	0.0408398999424304	0	0.0142440534045873	0	0	0	0.78810732651153	0	0.0327950725148622	0	0	0	0	0.101242344224088	0.0105420810535985	0	0	0	0.0252940277645439	0	0	0	0.0316513652864307	0.0686940355065914	0.435130020808366	0	0	0.0251916006610531	0.02419694638945	0	0	0.0487544094945935	0	0.203613260453942	0	0	0.0190567364445108	0.0120842269433416
NS81	0	0.00997494942674256	0.235628225288716	0.0154199959734354	0	0	0.0432840557950867	0	0.0368952841428446	0	0	0.171566097572021	0.0541736170093882	0.032536940959521	0	0	0.0236013634266723	0	0.0137825810488177	0	0	0	0.0612531949413333	0.111269046466051	0	0	0.0533184817704876	0.0608181184024469	0.0102937290769953	0.0598628570251159	0	0	0	0.935964653783257	0.0173895344350623	0	0.017127433893692	0.0529163387436307	0	0	0.0785894909164062	0	0	0	0	0.21813524878189	0	0	0	0.0431043415810352	0.0124525984822967	0.419411558225625	0	0	0.0711216146858573	0.013876029323913	0.0366667254173266	0	0.0466367820097558	0	0.0131098100313193	0	0	0	0.0168228929121044
NS83	0.071821456693503	0.0175724949826695	0.226252928135888	0.058266985379986	0	0.0302265072776164	0.047320373303589	0	0.194242471608935	0.0178280024782557	0.0158318305775714	0.160252516452431	0.0406281511151236	0.0328695281748922	0.0412442306128371	0.0141511739775249	0	0	0	0.0660988563809136	0	0.0303758207012748	0.0374307202504685	0.108603461251651	0.207337760392554	0.0178642053526495	0	0.0777263734662096	0.033434982408693	0.203547034290227	0	0	0.00770895203524942	0.741002316821358	0.059313186072291	0.0348919870911282	0	0	0	0	0.226571834118991	0	0	0	0	0.14196975122151	0	0	0.00827475258187221	0.0109022125069932	0.06194060459748	0.465198654371506	0	0	0.112936566630129	0.0520475435918389	0.0354069680851439	0	0.076073505962895	0.0141511739775249	0.0359325741795538	0.0169740474759888	0	0.0144224858114476	0
NS86	0	0.00937038403979056	0.20686467221802	0	0	0.0161506923398345	0.0191505960202683	0.0213206683142852	0.106273050933599	0	0.0149463724474005	0.185654623331516	0.0353792866204078	0.0745123711247182	0	0.0172338375506775	0	0	0.0490260653616958	0.0444761683355156	0	0	0.0410919357608219	0.064041289739282	0.082466069972808	0	0.0710860054030924	0.0212903571509902	0.0187415909641379	0.0546528450000756	0	0	0	0.866285175101558	0.0528599431105213	0.0200403749867969	0.055939747293234	0	0	0	0.157122548451246	0	0.0181107809890374	0	0	0.0903072986704597	0	0	0	0.00950718929577582	0.0496551441578806	0.518117742089099	0	0.0117543459424118	0.094598344211461	0.0192850044215837	0	0	0.0306641076425468	0	0.0152033686015315	0	0	0	0
NS9	0.0665728998879846	0	0.350129124625091	0	0.0101656564036654	0.0800316021361151	0.0549588990103511	0	0.459469989572979	0	0.0903828070628741	0.0315223109309059	0.0483717295229868	0.0540206719364077	0	0	0	0	0	0.0390677485593471	0	0.0181855681557104	0.0160334912433836	0.0659472434663516	0.0785180633801679	0.0406572388189841	0	0.034178399831646	0.0181855681557104	0.0477526316516804	0	0	0	0.64785817109618	0.00811657506553598	0.112402850603093	0	0	0.0196537988476602	0	0.213015088766284	0	0	0	0	0.0517072882670735	0	0.00622510075982981	0.0141045005815498	0	0.249849861867818	0.366723198557914	0	0	0.0538166448580186	0.141932480133586	0	0	0.0328279668267964	0.0202048692275509	0	0.0119744292174576	0.0156254138109454	0	0
