feature	Acidaminococcaceae	Actinomycetaceae	Acutalibacteraceae	Akkermansiaceae	Anaerofustaceae	Anaerotignaceae	Anaerovoracaceae	Atopobiaceae	Bacteroidaceae	Barnesiellaceae	Bianqueaceae	Bifidobacteriaceae	Burkholderiaceae	Butyricicoccaceae	CAG.138	CAG.272	CAG.274	CAG.382	CAG.508	CAG.74	Campylobacteraceae	Christensenellaceae	Clostridiaceae	Coprobacillaceae	Coriobacteriaceae	Desulfovibrionaceae	Dialisteraceae	Eggerthellaceae	Enterobacteriaceae	Erysipelotrichaceae	Eubacteriaceae	GCA.900066905	Gemellaceae	Lachnospiraceae	Lactobacillaceae	Marinifilaceae	Megasphaeraceae	Monoglobaceae	Muribaculaceae	Nanosynbacteraceae	Oscillospiraceae	P3	Pasteurellaceae	Peptococcaceae	Peptoniphilaceae	Peptostreptococcaceae	Porphyromonadaceae	QALW01	QAND01	Rhizobiaceae	Rikenellaceae	Ruminococcaceae	Selenomonadaceae	Staphylococcaceae	Streptococcaceae	Tannerellaceae	Turicibacteraceae	UBA1255	UBA1381	UBA644	UBA660	UMGS124	UMGS1783	Veillonellaceae	Xanthobacteraceae
NS10	0.000319585169447658	0	0.0836953047987289	0	8.10215922543358e-05	0.00186349662184972	0.000437741658151897	0	0.0131738858405765	0.000196927481173733	0	0.0639170338895316	0.00013503598709056	0.00488042563343131	0	0	0	0	0	0	0	0	0	0.0021684528926959	0.0992784577089794	8.32721920391784e-05	0.0215506182397609	0.00980361266277463	0.000263320174826591	0.00109941799489564	0	0	0	0.548435157969599	0	0.000432115158689791	0.0404927913288892	0	0	0	0.00599672312671327	0	0	0	0	0.00035559476600514	0	0	0	0	0.00038935376277778	0.0629785337792522	0	0	0.000204804580420682	0.000597534242875726	0	0	0.00217970589162012	0	0.0349900748549488	0	0	0	0
NS11	0.0122502414344157	0	0.0431429446186245	0.00284179436419848	0	0	0.00115743159206805	0	0.586392638226313	0	0	0.0227279953993457	0.00407463162513752	0.00194782836216162	0	0	0	0	0	0	0	0.000183517410987242	0	0.00890150293491582	0.00872434503817071	0.00535289398780609	0	0.000675017011700598	0.000871253451172104	0.00362583162004991	0	0	0	0.0757200105749637	0.00110473847406181	0.0178575159919071	0.0248566156663908	0	0	0	0.0320192457071008	0.000239844537131841	0	0.000598702840795012	0	0.000158079354018713	0	0	0	0	0.0168527127416502	0.0695621837845106	0	0	0.000273459112411682	0.0575617804096072	0	0	0.00023711903102807	0	0	8.81246973552597e-05	0	0	0
NS13	0	7.64185080587935e-05	0.00251677218299126	0	0	0.000151157488467943	0.00140408511510223	0	0.172708347504348	0	0	0	0	0.00168540599641757	0	0	0	0	0	0.000600431134747664	0	0	0	0.0384947737298362	0	0	4.45074827155611e-05	0.00378397579464751	0	0.00344723050089393	0	0	0	0.660426381684415	0	0.000875033905464427	0	0.000702042557551114	0.00036529726379753	0	0.00562893691778124	0	0	0	0.000721357125522018	0.000637380743039827	0	0	0	0	0.00991257218819779	0.0925033443594324	0	0	0.00170220127291401	0	0.000193145679709039	0	0.00141920086394902	0	0	0	0	0	0
NS21	0	0	0.0154373322029108	0	0	0.00030754141419179	0	0	0.383497909549577	0	0	0.00148437218606533	0	0.00308372607203119	0	0	0	0	0	0	0	0	7.8270675233496e-05	0.00124401887362264	8.65826053467876e-05	0.00114219772973482	0.00622840629822651	0.000853358158297938	0.00163952821484677	0.00260994605557356	0	0	0	0.357330568231249	0	0.00719813147811053	0	0	0	0	0.0347902761500248	0	8.45046228184647e-05	0	0	0.00231002391065229	0	0	0	0	0.000110825734843888	0.15819126859448	0	0	0.00204542746871251	0.00980045826441358	0	0	0.0041074787976516	0	0.000301307466606821	0	0	0.00603653924477803	0
NS25	0.0133149938670726	0	0.0102292316321707	0	0	0.0263061731786308	0.000293738900203462	0	0.398103429176092	0	0	0.00360306350624997	0.000704772856119569	0.0125169864794892	0	0	0	0	0	0	0	0	5.86475278563226e-05	0.00160202990622912	0	0.00394241715034168	0	0.000337849861326166	0	0.00976506401853863	0	0	0	0.21389605552768	0	0.0111254861604366	0	0.0151576290157892	0	0	0.0716988584785027	0	0	0	0	0.000923823878967543	0	0	0	0	0.0072241724056865	0.177055382815472	0	0	7.76954428865812e-05	0.0167822156635015	5.71437450907758e-05	0	0.00375745187017944	0	0	0	0	0.00146568693548622	0
NS27	0	0	0.106971121020059	0.00592291291515468	0	0.000112886750919026	0.000386910235004725	0.000400565890357833	0.211156488348084	0	0	0.119154696726102	6.1905637600756e-05	0.00121444294940307	0	0	0.00356958830930241	0	0.0121544436412896	0.000486141330570643	0	0	0.00289864044295304	0.0154099518774705	0.00886798258630829	0	0.00696620498413213	0.00100232510291812	0	0.0058919600963543	0	0	0	0.287501615919217	0.000284948008368186	0.00258729150090218	0.000590834688277803	0	0	0	0.00699078516376772	0	0.000286768762415267	0	0	0.00367064015891541	0	0	0	0	0.00958262854978761	0.15521928251366	0	0	0.0114243212684101	0.013130367810525	0	0	0.00500252174435521	0	0.000213028223508484	0	0	0.000885796843904935	0
NS28	0.00267360443473017	0	0.0236648001140598	0.0287327455066049	0	0.000712873980884513	0.000353820939136258	0.000358399028921755	0.506697091343355	0.00945637145835704	3.46626798044763e-05	0.00999397000173967	0.0026428658318847	0.00142116987198353	0.00884683150405946	0.00194241809470367	0	0.000120992372902417	0.0422721190407986	0.0058606089382625	0.000275339399956312	4.51268850284692e-05	0	0.00124589443448165	0.000625890274960073	0.000477429363344674	0.0150004381885938	0.000350550875003761	0.00027795545126231	0.00173771208000931	0	0	0	0.154457555221573	0	0.00350289269873161	0.000173967411848881	0	0	0	0.032223211961633	8.43676546184424e-05	4.64349106814683e-05	0	0.000124262437034915	0.000334200554341272	6.67093083029544e-05	0	9.09077828834379e-05	0	0.0106708732771667	0.0957978367871751	0	0	0.000667093083029544	0.0115936853753576	0	0	0.000406795978082722	9.8101923974933e-05	0.0237923326152273	0	0	4.70889235079678e-05	0
NS29	0	0.000130194257723084	0.130694519295184	0	0.00186059430127898	0.000292739815850086	0.00749603302041998	0	0.0509643449216743	0.00558415007215918	0	0.145124777387546	0.000359809584980159	0.000443449532365898	0	0	0	0	0	0.00140846515173154	0	0.00126327882796762	0.0133468840568846	0.0237758386285574	0.0169489251872233	0.000318778667394702	0.00730665955464095	0.00799629459251959	0	0.017755340528999	0.00769014082284349	4.57652542299325e-05	0	0.392682451471077	0	0.000673853915730386	0	0.00323670815260661	0.000199631195175395	0	0.0230349149436969	0	0	0	0.00011993652832672	0.021178265922955	0	0	0.000569698509551919	0.000400840502565616	0.00247132372841636	0.110264278562056	0	0	0.00314833386857639	7.65384424190251e-05	0.000104155406178467	0	0.000130983313830497	0	0.000901102074665223	0	0	0	0
NS30	0	0.000130334121393991	0.00636188493155879	0	0	5.29235523236204e-05	0	0	0.0322667789383219	0.000103477393349168	0	0.0537442623365195	0.0102608499206542	0.000731450887338396	0	0	0	0	0	0	0	0	0.0032528237084876	0.00148738879142354	0.0149046941611104	0	0.00145184312195245	0.00176780462836213	0.0156258762994904	0.00431287456249205	0	0	0	0.789633618936205	0	0	0	0.00034913746458269	0	0.000266987472916175	0.00305218815191745	0	0	0	0	0.00535159801481385	0	0	0	0	0.000594007632050187	0.0479092432168989	0	0	0.00160903397139127	8.5309606730612e-05	0	0	0.00469360817771571	0	0	0	0	0	0
NS32	0.000921071336344129	0	0.108213685185388	0.00275143775450379	0	0.00139380383956367	0.00224842345392498	0	0.256658420484627	0.00173699754296861	0	0.00973812133411505	0.00151240754588744	0.00288938816469597	0.00173699754296861	0.000956400099929931	0	0	0.0235154979715402	0.00443712447416921	0.000279265464535389	0.000306182617743619	0.000739380552188575	0.000231319285383229	0.00305762037224741	0.00274470846620173	0.0397271946522346	0.000719192687282402	0.000434039095482713	0.000412168908501026	0	0	0	0.250322795548239	0.00338230853282168	0.00351941778197611	0	0.000200196326986213	0.00811972749747021	0	0.0543642378702475	0	0	0	0.000133744605003394	0.000645170515959769	0	0	0.00193467038684155	0	0.00694041972253462	0.173248050819585	0	0	0.000493761529163474	0.00491406278257754	0.00011103325698395	0.000139632732267694	0.00229805195515266	0.000166549885475925	0.0217053194182867	0	0	0	0
NS34	0.0084130132141889	0.00242453766645129	0.025661983371687	0.00640530442776223	5.70719248933468e-05	0.000459632823694633	0.00253970065775393	0	0.499977578886649	0	0.000287397907498639	0.0157977126387816	0.000783719825767566	0.000102933293111215	0	0	0	0	0	0.000284340482950782	0.000337335841780318	0.000175292340743851	0.00936998709766841	0.00640836185231009	0.00305742454785787	0	0.000995701261085712	0.00255906434655703	0.0267993453034902	0.00331934391745769	0.000640020872018247	0	0	0.237173594450978	0	0.00844562574269938	0	0.000491226210689164	0	0	0.0248701104137918	0	0	0.000109048142206931	0.00807771565544048	0.00800331832477594	0.00369744541987611	0	0.000132488397073841	0	0.0144738478095591	0.0273048394954027	0	0	0.000215038859866003	0.0484581408005153	0.0016907557749654	0	0	0	0	0	0	0	0
NS36	0.0132594635944273	0	0.0975312362363523	0.141438605438235	0	0.00579707457289228	0.00186930619624933	0	0.179771436519159	0.01057975381905	0	0.0144138714388372	0.00138528941329192	0.000690790236213171	0	0	0	0	0	0	0	0.00158186327916734	0	0.00568580634692506	0.0147764204084471	0.00505250469412828	0	0.00144648693757389	0	0.00270196342057071	0	0.000305060386193468	0	0.128262593013283	0	0.0116627645517977	0	0.0375103734439834	0	0	0.0756113957208095	0	0	0	0.00066668212058694	0.00314332738357403	0.000436727786921347	0	0.001545701105728	0.000355131087878718	0.0853186212012332	0.105626926910684	0	6.02702890655787e-05	0.000331022972252486	0.031074433806996	0.000908690512065648	0	0.00112473631748534	0	0.0179039847933425	0.000169684044600014	0	0	0
NS38	0	0	0.081826282755151	0.0924651997739262	0	0.000456544822225585	0.00361226540644776	0	0.260208562090743	0.00840145939143739	0.000188825903810015	0.126342636242416	0.00127780817098832	0.000565184383321758	0.00436886234979611	0.00354501234481679	0	0.00186627246025926	0.0158613759200413	0.0169438915466781	0	0.000426798275734966	0	0.00953441481429748	0.0161497880881895	0.00259829616955014	0.00608769540571056	0.00353078573562563	0.0023383372197843	0.00122607504665681	0	0	0	0.13205785315294	0.00104112912717166	0.00662701322686656	0	0.0014278342315497	0.00416322318057835	0	0.0444439271132011	0.000359545214104002	8.01863427138421e-05	0	0	0.00179125942997857	0	0.000345318604912836	0.000332385323829958	0	0.0387494034524101	0.0803105022122377	0	0	0.000241852356249814	0.0177625682392243	0	0.00068029058495937	0.000990689330948436	0.000578117664404636	0.00720901087559606	0	0.000659597335226766	0.00032591868328852	0
