name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Acidisoma sp009765865	113615	S	1424	3049	4473	0.41455
Lichenicoccus roseus	113922	S	104	402	506	0.04690
LMUY01 sp009765685	113921	S	1	10	11	0.00102
Lichenihabitans flavocetrariae	118233	S	236	336	572	0.05301
Methylobacterium sp022829365	118326	S	31	361	392	0.03633
Methylobacterium sp022829385	118327	S	6	53	59	0.00547
Methylobacterium sp008039875	118308	S	4	47	51	0.00473
Methylobacterium sp022829515	118331	S	2	26	28	0.00259
Methylobacterium sp022829545	118332	S	1	8	9	0.00083
Methylobacterium sp022829585	118333	S	1	9	10	0.00093
Methylobacterium sp017833295	118314	S	1	20	21	0.00195
28-YEA-48 sp903825465	118041	S	4	33	37	0.00343
RH-AL1 sp009765775	118495	S	3	17	20	0.00185
Pseudolabrys sp903891395	120775	S	1	15	16	0.00148
Mesorhizobium sp020616515	119638	S	1	15	16	0.00148
Sphingomonas_N sp937859915	125357	S	5	23	28	0.00259
Novosphingobium sp903970225	124574	S	2	21	23	0.00213
Novosphingobium sp030776465	124557	S	1	3	4	0.00037
Sphingomonas sp026540855	125241	S	2	135	137	0.01270
Polymorphobacter_B sp903642255	124676	S	1	3	4	0.00037
Reyranella aerosaccus_B	117836	S	2	51	53	0.00491
CAIKMD01 sp903822185	113516	S	4	40	44	0.00408
Rhizomicrobium sp903922545	115891	S	2	1	3	0.00028
Rhizomicrobium sp003131925	115838	S	1	17	18	0.00167
Caballeronia sp001557535	126764	S	93	1381	1474	0.13661
Caballeronia sordidicola_C	126762	S	31	209	240	0.02224
Caballeronia sordidicola_A	126761	S	6	39	45	0.00417
Caballeronia sp022878925	126770	S	4	86	90	0.00834
Caballeronia sp011493005	126766	S	2	35	37	0.00343
Caballeronia sp009766085	126765	S	1	8	9	0.00083
Caballeronia sp018449515	126768	S	1	6	7	0.00065
Caballeronia sp018449635	126769	S	1	7	8	0.00074
Paraburkholderia ginsengisoli	127996	S	1	12	13	0.00120
Paraburkholderia metrosideri	128013	S	1	9	10	0.00093
Paraburkholderia bryophila	127973	S	1	29	30	0.00278
Paraburkholderia sp026225065	128081	S	1	6	7	0.00065
Variovorax sp009765735	129478	S	10	323	333	0.03086
Pararobbsia sp026225235	128132	S	8	14	22	0.00204
Mycoavidus sp020023735	127788	S	1	62	63	0.00584
LMDS01 sp030776545	127497	S	1	3	4	0.00037
Duganella sp019219065	127016	S	1	93	94	0.00871
Silvimonas sp030035605	129774	S	7	34	41	0.00380
Pseudomonas_E sp002874965	138653	S	2	246	248	0.02298
Pseudomonas_E sp003014915	138658	S	1	59	60	0.00556
Bog-1198 sp030776345	139669	S	5	182	187	0.01733
Bog-1198 sp030775625	139666	S	2	2	4	0.00037
Bog-1198 sp030799355	139670	S	1	7	8	0.00074
Dyella_B sp903970555	140509	S	2	30	32	0.00297
CAIKBL01 sp903825645	134858	S	1	27	28	0.00259
Acidisarcina polymorpha	40108	S	195	163	358	0.03318
Granulicella mallensis	40165	S	6	25	31	0.00287
Granulicella mallensis_A	40166	S	1	4	5	0.00046
Granulicella sp903970395	40191	S	1	26	27	0.00250
Granulicella sp019351975	40174	S	1	0	1	0.00009
Edaphobacter sp009765825	40142	S	3	5	8	0.00074
Edaphobacter sp009766095	40144	S	1	30	31	0.00287
Edaphobacter sp009765835	40143	S	1	29	30	0.00278
Edaphobacter sp025462885	40158	S	1	0	1	0.00009
Edaphobacter lichenicola	40130	S	1	26	27	0.00250
Granulicella_D aggregans_A	40206	S	10	14	24	0.00222
Granulicella_C sibirica	40198	S	4	12	16	0.00148
Granulicella_C pectinivorans	40196	S	3	4	7	0.00065
Granulicella_B arctica	40194	S	2	3	5	0.00046
Terriglobus roseus	40380	S	1	1	2	0.00019
Silvibacterium bohemicum	40370	S	1	3	4	0.00037
CAHJWL01 sp903642235	40114	S	1	0	1	0.00009
Acidicapsa ligni	40103	S	1	0	1	0.00009
JALYIM01 sp030775785	40496	S	3	0	3	0.00028
Bog-105 sp003167495	39837	S	1	5	6	0.00056
GCA-003244245 sp025465385	47371	S	2	19	21	0.00195
Mycobacterium sp025965895	46776	S	1	21	22	0.00204
QHCC01 sp030775705	45622	S	1	2	3	0.00028
QHCC01 sp030775825	45623	S	1	1	2	0.00019
Streptantibioticus silvisoli	48904	S	1	23	24	0.00222
Mucilaginibacter sp024808665	89928	S	3	5	8	0.00074
Mucilaginibacter flavus	89851	S	2	3	5	0.00046
Mucilaginibacter sp014200575	89914	S	1	2	3	0.00028
Mucilaginibacter gossypiicola	89860	S	1	3	4	0.00037
Mucilaginibacter sp026224775	89935	S	1	2	3	0.00028
Mucilaginibacter mallensis	89870	S	1	6	7	0.00065
Pedobacter cryoconitis_D	90025	S	1	1	2	0.00019
Pedobacter sp003061025	90094	S	1	0	1	0.00009
Puia sp013288945	83678	S	9	24	33	0.00306
Flavipsychrobacter sp903824665	83314	S	1	2	3	0.00028
JABEUT01 sp013285655	89742	S	1	0	1	0.00009
Paenibacillus marchantiae	56663	S	2	210	212	0.01965
Paenibacillus_AI sp900104695	56481	S	1	56	57	0.00528
Palsa-1515 sp903970385	102220	S	14	83	97	0.00899
Gemmata tundricola	112182	S	3	5	8	0.00074
JABDGH01 sp026225555	144936	S	4	3	7	0.00065
Palsa-1150 sp030776205	104778	S	1	0	1	0.00009
