#Classification	SRR5091567_bracken_P.kreport
k__Bacteria	4046317
k__Bacteria|p__Firmicutes	2043910
k__Bacteria|p__Actinobacteria	75107
k__Bacteria|p__Bacteroidetes	1857713
k__Bacteria|p__Verrucomicrobia	22219
k__Bacteria|p__Proteobacteria	47102
k__Bacteria|p__Fusobacteria	253
k__Bacteria|p__Candidatus_Saccharibacteria	5
k__Bacteria|p__Synergistetes	5
k__Eukaryota	851
k__Eukaryota|k__Fungi	846
k__Eukaryota|k__Fungi|p__Ascomycota	817
k__Eukaryota|k__Fungi|p__Basidiomycota	29
k__Eukaryota|k__Viridiplantae	5
k__Eukaryota|k__Viridiplantae|p__Streptophyta	5
k__Viruses	1077
k__Viruses|k__Heunggongvirae	1077
k__Viruses|k__Heunggongvirae|p__Uroviricota	1077
