#Classification	SRR5091548_bracken_P.kreport
k__Bacteria	1499501
k__Bacteria|p__Bacteroidetes	859235
k__Bacteria|p__Proteobacteria	442865
k__Bacteria|p__Firmicutes	193669
k__Bacteria|p__Actinobacteria	3634
k__Bacteria|p__Verrucomicrobia	77
k__Bacteria|p__Fusobacteria	16
k__Bacteria|p__Synergistetes	2
k__Eukaryota	7
k__Eukaryota|k__Fungi	6
k__Eukaryota|k__Fungi|p__Ascomycota	6
k__Eukaryota|k__Viridiplantae	1
k__Eukaryota|k__Viridiplantae|p__Streptophyta	1
k__Archaea	1
k__Archaea|p__Euryarchaeota	1
k__Viruses	940
k__Viruses|k__Heunggongvirae	940
k__Viruses|k__Heunggongvirae|p__Uroviricota	940
