#Classification	NS41_bracken_C.kreport
k__Bacteria	3880235
k__Bacteria|p__Bacteroidetes	2218449
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2218449
k__Bacteria|p__Firmicutes	1631248
k__Bacteria|p__Firmicutes|c__Clostridia	1609898
k__Bacteria|p__Firmicutes|c__Negativicutes	11490
k__Bacteria|p__Firmicutes|c__Bacilli	7804
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2049
k__Bacteria|p__Firmicutes|c__Tissierellia	5
k__Bacteria|p__Actinobacteria	7465
k__Bacteria|p__Actinobacteria|c__Actinomycetia	6039
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	1425
k__Bacteria|p__Proteobacteria	17280
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	11320
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	3962
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	1997
k__Bacteria|p__Verrucomicrobia	5788
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	5788
k__Bacteria|p__Spirochaetes	3
k__Bacteria|p__Spirochaetes|c__Spirochaetia	3
k__Viruses	215
k__Viruses|k__Heunggongvirae	215
k__Viruses|k__Heunggongvirae|p__Uroviricota	215
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes	215
