#Classification	SRR20002374_bracken_P.kreport
k__Bacteria	4168605
k__Bacteria|p__Proteobacteria	3514737
k__Bacteria|p__Firmicutes	476132
k__Bacteria|p__Actinobacteria	167180
k__Bacteria|p__Deinococcus-Thermus	1383
k__Bacteria|p__Cyanobacteria	45
k__Bacteria|p__Tenericutes	23
k__Bacteria|p__Bacteroidetes	8187
k__Bacteria|p__Verrucomicrobia	596
k__Bacteria|p__Chlamydiae	199
k__Bacteria|p__Planctomycetes	11
k__Bacteria|p__Fusobacteria	98
k__Bacteria|p__Nitrospirae	7
k__Bacteria|p__Candidatus_Saccharibacteria	3
k__Eukaryota	10775
k__Eukaryota|k__Fungi	6159
k__Eukaryota|k__Fungi|p__Basidiomycota	3136
k__Eukaryota|k__Fungi|p__Ascomycota	3023
k__Eukaryota|k__Metazoa	2461
k__Eukaryota|k__Metazoa|p__Chordata	2461
k__Eukaryota|k__Viridiplantae	2035
k__Eukaryota|k__Viridiplantae|p__Streptophyta	2035
k__Eukaryota|p__Apicomplexa	119
k__Archaea	6
k__Archaea|p__Thaumarchaeota	5
k__Archaea|p__Euryarchaeota	1
k__Viruses	1448
k__Viruses|k__Heunggongvirae	1448
k__Viruses|k__Heunggongvirae|p__Uroviricota	1448
